;id;name;city;min_salary;max_salary;company;published_at;experience;schedule;employment;description;conditions;requirement;responsibility;key_skills
83;33603287;Front-end разработчик;Москва;;180000.0;Finch;2019-10-18T19:27:56+0300;От 1 года до 3 лет;Удаленная работа;Полная занятость;О компании: Finch — аутсорс-продакшн. Мы запускаем и развиваем высоконагруженные мобильные и веб-приложения для брендов с большой аудиторией. Среди наших клиентов: ТНТ, ФК Спартак, ТВ-3, Столото и другие бренды. Аудитория наших приложений — от 500 тыс. до 5 млн. зарегистрированных пользователей. Нам интересно делать крупные, наполненные функциями, качественные продукты, работать с большой аудиторией, развивать свою экосистему, выстраивать внутренние процессы. Обязанности:   Участие в разработке проектов компании   Программирование JavaScript   Верстка HTML5/CSS3   Требования:   Хорошее знание HTML5/CSS3.   Хорошее знание нативного JavaScript (классы, декораторы, async/await).   Понимание и использование на практике стандартов es6, es7.   Базовые знания Node.js и умение пользоваться npm/yarn   Хорошее знание библиотек и фреймворков экосистемы React: ReactRouter, Redux, NextJs, Styled Components, Redux-saga   Умение собирать проект с помощью webpack.   Опыт работы с системами контроля версий, предпочтительно Git.   Уверенное знание технологий RESTful API/Websocket, языка запросов GraphQL   Желание учится новым технологиям и использованию новых языков программирования.   Понимание методологии БЭМ. Представление о работе изоморфного SPA приложения  Знание технологий CORS, представление о вопросах сетевой безопасности (CSRF)    Условия:   Работа над проектами с крупной аудиторией (несколько млн. пользователей)   Оплата труда в зависимости от твоего уровня   Собственный двухэтажный офис с двориком в пешей доступности от м. Электрозаводская   Возможность самореализации и профессионального роста   Отсутствие бюрократии   Время начала рабочего дня обговариваем индивидуально  ;   Работа над проектами с крупной аудиторией (несколько млн. пользователей)   Оплата труда в зависимости от твоего уровня   Собственный двухэтажный офис с двориком в пешей доступности от м. Электрозаводская   Возможность самореализации и профессионального роста   Отсутствие бюрократии   Время начала рабочего дня обговариваем индивидуально  ;Хорошее знание HTML5/CSS3. Хорошее знание нативного JavaScript (классы, декораторы, async/await). Понимание и использование на практике стандартов...;Участие в разработке проектов компании. Программирование JavaScript. Верстка HTML5/CSS3.;"React; JavaScript; CSS3; HTML5; Git; Node.js; SPA"
15;34104578;Front-end разработчик;Москва;80000.0;150000.0;Кредитные Системы;2019-10-18T17:56:04+0300;От 1 года до 3 лет;Полный день;Полная занятость;Обязанности:  Использовать современные подходы, инструменты и технологии Разрабатывать интерфейсы, продумывать логику Проверять результаты своей работы  Требования:  Опыт работы от 1 года Знание HTML и CSS, Java Script, ajax, git, figma, jquery, особенностей отображения в разных браузерах Умение работать с git Понимание frontend/backend-архитектуры Представление о методологиях верстки Опыт адаптивной верстки, понимание mobile first Умение распределять время, расставлять приоритеты и не бояться спрашивать  Плюсом будет:  Опыт работы frontend-разработчиком Понимание принципов работы HTTP и REST Практики оптимизации Опыт Vue.js, symfony 4, php, mysql  Условия для профессионального и карьерного роста :  Комфортное рабочее место, все необходимое для работы оборудование и ПО Гибкий рабочий график (c 09:00 до 18:00 или с 10:00 до 19:00) Уровень дохода обсуждается с успешными кандидатами на встрече ;;Умение распределять время, расставлять приоритеты и не бояться спрашивать. Опыт работы frontend-<highlighttext>разработчиком</highlighttext>. Понимание принципов работы HTTP и REST. ;Использовать современные подходы, инструменты и технологии. Разрабатывать интерфейсы, продумывать логику. Проверять результаты своей работы.;"jQuery; JavaScript; Git; MySQL; CSS; PHP; REST; SQL; HTML5; ООП"
77;33674462;Front-end разработчик;Казань;40000.0;;К-Центр;2019-09-19T13:49:23+0300;От 1 года до 3 лет;Полный день;Полная занятость;"Открыта вакансия на должность Front-end программиста в активно развивающейся компании. Требования к кандидатам:- Уверенный опыт работы с React, GraphQL, HTML5, CSS3, JavaScript;- Приветствуются знания node.js vue.js angular;- Понимание основ Back-end технологий (php и MySQL);- Знание английского (на уровне чтения технической документации);- Профильное высшее или не оконченное высшее- Умение и желание работать в команде;- Желание приобретать новые знания. Почему мы?:- Корпоративный процесс обучения, наставничество;- Доброжелательный коллектив и адекватное руководство;- Пятидневная рабочая неделя;- Профессиональное развитие с возможностью посещения ИТ конференций,семинаров, митапов;- Современный и комфортный офис в центре города;- Регулярные корпоративные мероприятия;- Образовательный/Спортивный бонус.";;Уверенный опыт работы с React, GraphQL, HTML5, CSS3, JavaScript. - Приветствуются знания node.js vue.js angular. - Понимание основ Back-end...;;"JavaScript; Node.js; MySQL; HTML5; CSS3; AngularJS; React; GraphQL"
3;34139767;Front-end разработчик;Екатеринбург;100000.0;;Сибирско-уральская медиакомпания;2019-10-17T12:53:02+0300;От 1 года до 3 лет;Полный день;Полная занятость;Про нас: URA.RU – Российское информационное агентство. Наша статистика насчитывает более 16 млн уникальных посетителей в месяц. Наша главная специализация — новости бизнеса и новости политики. Постоянная аудитория сайта знает, что только у нас можно найти последние новости без купюр и новости УрФО без штампов. Кроме того, на «URA.RU» вас всегда ждут уникальные интервью с наиболее важными персонами политического и бизнес-пространства.   Наши редакции находятся в Москве, Екатеринбурге, Перми, Челябинске, Кургане, Тюмени, Салехарде, Сургуте, Ханты-Мансийске, Нижневартовске.   Про тебя:   Высшее техническое образование. Технический английский на уровне чтения документации. Уверенное владение JavaScript, jQuery, AJAX, HTML5, CSS. Знание актуального JS-фреймворка (Angular, React, Vue). Аналитический склад ума, внимательность, стрессоустойчивость, ответственность, умение работать в команде.  Будет плюсом опыт работы с Docker, CI/CD. От тебя:   Верстка макетов из Figma. Поддержка и разработка новых проектов на Angular.  От нас:  Официальное оформление, а еще «белую» заработную плату, которая всегда вовремя. Уровень заработной платы обсуждается индивидуально. Пятидневную рабочую неделю с 10:00 до 19:00. Корпоративное обучение. Мощный компьютер и лицензионное программное обеспечение. Штаб-квартира в центре города – современный комфортный офис, есть своя кухня. ;;Высшее техническое образование. Технический английский на уровне чтения документации. Уверенное владение JavaScript, jQuery, AJAX, HTML5, CSS. Знание актуального JS...;Верстка макетов из Figma. Поддержка и разработка новых проектов на Angular.;"JavaScript; jQuery; CSS; Ajax; HTML5"
55;34129589;Front-end разработчик;Омск;;;Народная Компания Открытый Дом (ООО);2019-10-17T14:46:48+0300;От 1 года до 3 лет;Полный день;Полная занятость;Мы приглашаем в штат нашей Компании специалиста для поддержки и развития сайтов, которые помогают нашим клиентам эффективно реализовывать проекты. Чем предстоит заняться:  Поддержка frontend проекта OPENh на React. Разработка дополнительного функционала проекта.  Для этого вам потребуются:   Желание и умение разбираться в чужом коде.   Устойчивый опыт работы с системой контроля версий Git.   Знание механизмов Gitlab CI.   Уверенные знания Html, CSS, Java Script.   Опыт работы с React (Vue JS, Angular), Type Script, а так же Redux, Node JS, Vue, Postgres QL, Graph QL.  Пытливость и заинтересованность. Стремление учиться и постигать новое, желание делать более сложные проекты.  Мы готовы предложить:   Оформление трудовых отношений согласно ТК РФ, выплата з/п два раза в месяц, оплачиваемый отпуск, больничный.   Возможность карьерного роста до заместителя директора.   Возможность профессионального роста - амбициозные задачи, постоянно прирастающие по количеству и качеству.   Профильное обучение по запросу сотрудников.   Удобные рабочие места с современным оборудованием, зонами отдыха.   Трудоспособный коллектив, уважительные отношения между коллегами.   Красивый статусный офис в историческом центре нашего города с удобной парковкой.   Условия оплаты труда обсуждаются с успешными кандидатами в процессе предварительных собеседований с руководством компании. Договоренности закрепляются в Трудовом договоре.    ;;Желание и умение разбираться в чужом коде. Устойчивый опыт работы с системой контроля версий Git. Знание механизмов Gitlab CI. ;Поддержка frontend проекта OPENh на React. Разработка дополнительного функционала проекта.;
80;33772472;Front-end разработчик;Ростов-на-Дону;;;GoodFactory;2019-09-25T16:16:29+0300;От 3 до 6 лет;Полный день;Полная занятость;"Good-factory - это студия по производству современных digital-решений. Наша специализация сложные интерфейсы на высоконагруженных проектах. Что нужно делать:  Разработка проектов с нуля; доработка существующих проектов; работа как над внешними проектами, так и над нашими внутренними; анализ и улучшение качества кода.  Требования:   отличное знание HTML5, CSS3, JavaScript;   адаптивная и кросс-браузерная верстка;   знание основ PHP, MYSQL и React будет плюсом;   понимание принципов ООП.   Условия:   Достойную заработную плату по результатам собеседования;   интересные задачи;   удобный график работы 5/2 (с 9-00, с 10-00 или с 11-00).  ";"   Достойную заработную плату по результатам собеседования;   интересные задачи;   удобный график работы 5/2 (с 9-00, с 10-00 или с 11-00).  ";Отличное знание HTML5, CSS3, JavaScript. Адаптивная и кросс-браузерная верстка. Знание основ PHP, MYSQL и React будет плюсом. ;Разработка проектов с нуля. Доработка существующих проектов. Работа как над внешними проектами, так и над нашими внутренними. Анализ и улучшение...;"HTML5; CSS3; JavaScript; ООП; React"
24;31749496;Front-end разработчик;Самара;;;СМС-ИНФОРМАЦИОННЫЕ ТЕХНОЛОГИИ;2019-10-16T09:41:03+0300;От 1 года до 3 лет;Полный день;Полная занятость;"Компания “СМС-Информационные технологии”, занимающаяся разработкой и внедрением информационных систем для энергетики, производит набор квалифицированных специалистов. Наша компания уже 16 лет занимается разработкой программного обеспечения для отечественной энергетики. У вас есть все шансы влиться в наш молодой и передовой коллектив и ощутить это приятное чувство гордости, когда нашими продуктами пользуются в каждом уголке страны. На данный момент мы работаем более чем над 10 проектами и ищем Frontend разработчиков. Проекты разрабатывается с использованием технологий HTML5/JS, Angular, WebPack, WebAPI с использованием инструментария VisualStudio 2017, Mercurial, Redmine, MediaWiki, CI/CD. Наши процессы впитали в себя (и продолжают впитывать) лучшие практики Agile/Scrum/XP/Lean. Обязанности:  Адаптивная верстка страниц по макетам и адаптация существующих; Создание пользовательских веб-интерфейсов.  Требования:  Высшее образование; Опыт работы Frontend разработчиком от 1 года; Уверенное владение JS/CSS3/HTML5; Опыт работы с Bootstrap 3/4 и Angular 2+, JQuery; Представление о юзабилити интерфейсов.  Приветствуется:  Опыт совместной разработки; Умение работы с Mercurial/Git; Опыт и желание участвовать в разработке прототипов UI, графических элементов, владение графическими редакторами;   Базовые знания C# и .NET Framework, умение использовать Web Api/ Rest сервисы.  Условия:  Условия: достойная заработная плата и оформление по ТК РФ; Здоровье: расширенный ДМС в лучших клиниках с первого дня работы; Обучение: повышение квалификации и обучение за счет компании; Команда: молодой, дружный коллектив, который умеет не только работать, но и отдыхать; Спорт и отдых: настольный теннис и хоккей в офисе, участие в корпоративных мероприятиях; Комфортный офис: отличное расположение в центре города и шикарный вид на Волгу с 20-го этажа. ";  ;Высшее образование. Опыт работы Frontend <highlighttext>разработчиком</highlighttext> от 1 года. Уверенное владение JS/CSS3/HTML5. Опыт работы с Bootstrap...;Адаптивная верстка страниц по макетам и адаптация существующих. Создание пользовательских веб-интерфейсов.;
51;33772473;Front-end разработчик;Самара;;;GoodFactory;2019-09-25T16:16:29+0300;От 3 до 6 лет;Полный день;Полная занятость;"Good-factory - это студия по производству современных digital-решений. Наша специализация сложные интерфейсы на высоконагруженных проектах. Что нужно делать:  Разработка проектов с нуля; доработка существующих проектов; работа как над внешними проектами, так и над нашими внутренними; анализ и улучшение качества кода.  Требования:   отличное знание HTML5, CSS3, JavaScript;   адаптивная и кросс-браузерная верстка;   знание основ PHP, MYSQL и React будет плюсом;   понимание принципов ООП.   Условия:   Достойную заработную плату по результатам собеседования;   интересные задачи;   удобный график работы 5/2 (с 9-00, с 10-00 или с 11-00).  ";"   Достойную заработную плату по результатам собеседования;   интересные задачи;   удобный график работы 5/2 (с 9-00, с 10-00 или с 11-00).  ";Отличное знание HTML5, CSS3, JavaScript. Адаптивная и кросс-браузерная верстка. Знание основ PHP, MYSQL и React будет плюсом. ;Разработка проектов с нуля. Доработка существующих проектов. Работа как над внешними проектами, так и над нашими внутренними. Анализ и улучшение...;"HTML5; CSS3; JavaScript; ООП; React"
98;33227098;Front-end разработчик;Казань;;;Технократия;2019-10-18T16:27:52+0300;От 1 года до 3 лет;Гибкий график;Полная занятость;Технократия – это не просто название нашей компании, а наша идеология и философия, в рамках которой мы работаем и развиваемся. Наша команда состоит из талантливых и амбициозных профессионалов. Вместе мы каждый день доказываем, что являемся одной из лучших команд разработки в России. Сейчас мы в поиске классного Frontend разработчика в нашу крутую команду. Чем предстоит заниматься:   Разработка и поддержка Web-приложений.   Мы ожидаем от Вас:   Хорошее знание HTML, одного из препроцессоров CSS (LESS/SASS/Stylus).   Умение верстать кроссбраузерно и быстро.   Хорошее знание SVG, Git.   Знание методологии БЭМ.   Хорошее знание Javascript, Typescript.   Опыт работы с REST.   Опыт работы с React   Умение читать документацию и находить ответы на вопросы в исходниках.   Будет плюсом:   Знание английского языка.   Опыт написание Unit-тестов.   Опыт работы с Angular   Мы предлагаем:  Комфортный и современный офис в самом центре Казани. Официальное трудоустройство. Корпоративные уроки английского языка в офисе. Семинары, тренинги и участие в известных конференциях за счёт компании. Современную, удобную технику от Apple и Xiaomi. Индивидуальный план развития и постоянный профессиональный рост. Возможность предлагать свои технические решения. Гибкий график работы. Помощь с релокацией в Казань.    Мы работаем как над заказной разработкой ПО для крупнейших компаний страны и мира, так и над собственными продуктами компании. Каждый сотрудник нашей компании получает возможность самореализации, воплощения своих идей и собственного потенциала.;  Комфортный и современный офис в самом центре Казани. Официальное трудоустройство. Корпоративные уроки английского языка в офисе. Семинары, тренинги и участие в известных конференциях за счёт компании. Современную, удобную технику от Apple и Xiaomi. Индивидуальный план развития и постоянный профессиональный рост. Возможность предлагать свои технические решения. Гибкий график работы. Помощь с релокацией в Казань.    Мы работаем как над заказной разработкой ПО для крупнейших компаний страны и мира, так и над собственными продуктами компании. Каждый сотрудник нашей компании получает возможность самореализации, воплощения своих идей и собственного потенциала.;Хорошее знание HTML, одного из препроцессоров CSS (LESS/SASS/Stylus). Умение верстать кроссбраузерно и быстро. Хорошее знание SVG, Git. ;Разработка и поддержка Web-приложений.;"CSS; JavaScript; HTML; Angular; React"
38;33772475;Front-end разработчик;Челябинск;;;GoodFactory;2019-09-25T16:16:29+0300;От 3 до 6 лет;Полный день;Полная занятость;"Good-factory - это студия по производству современных digital-решений. Наша специализация сложные интерфейсы на высоконагруженных проектах. Что нужно делать:  Разработка проектов с нуля; доработка существующих проектов; работа как над внешними проектами, так и над нашими внутренними; анализ и улучшение качества кода.  Требования:   отличное знание HTML5, CSS3, JavaScript;   адаптивная и кросс-браузерная верстка;   знание основ PHP, MYSQL и React будет плюсом;   понимание принципов ООП.   Условия:   Достойную заработную плату по результатам собеседования;   интересные задачи;   удобный график работы 5/2 (с 9-00, с 10-00 или с 11-00).  ";"   Достойную заработную плату по результатам собеседования;   интересные задачи;   удобный график работы 5/2 (с 9-00, с 10-00 или с 11-00).  ";Отличное знание HTML5, CSS3, JavaScript. Адаптивная и кросс-браузерная верстка. Знание основ PHP, MYSQL и React будет плюсом. ;Разработка проектов с нуля. Доработка существующих проектов. Работа как над внешними проектами, так и над нашими внутренними. Анализ и улучшение...;"HTML5; CSS3; JavaScript; ООП; React"
