;min_salarys;minCountDays;maxCountDays;avgCountDays;experience;employment;schedule;skills
0;{nan: 1};0.0;29.0;3.047;От 3 до 6 лет    1;Полная занятость    1;Полный день    1;{'Shima Seiki': 1, ' FREE COLOR': 1, ' PAINT COLOR': 1, ' Ориентация на результат': 1}
