;max_salarys;minCountDays;maxCountDays;avgCountDays;experience;employment;schedule;skills
0;{180000.0: 1};0.0;29.0;3.047;От 3 до 6 лет    1;Полная занятость    1;Полный день    1;{'ООП': 1, ' NoSQL': 1, ' MySQL': 1, ' JavaScript': 1, ' PHP': 1, ' Redis': 1, ' Highload': 1, ' Zend Framework': 1, ' Laravel': 1, ' Memcached': 1}
