;id;name;city;min_salary;max_salary;company;published_at;experience;schedule;employment;description;conditions;requirement;responsibility;key_skills
27;34083306;Программист С#;Москва;;200000.0;НИИТКД;2019-10-18T06:14:52+0300;От 1 года до 3 лет;Полный день;Полная занятость;"Какие задачи:  Разработка ПО для вновь создаваемого оборудования (направление все, что связано с железной дорогой, кроме рельс и шпал)))) под Windows и Linux (используем Raspberry pi) - комплексы бортовой диагностики локомотивов, терминал управлением процесса ремонта в депо и т.д.  Написание парсеров для загрузки данных в БД, различных GUI программ, модулей стыковки с производителями других систем   Что мы гарантируем:  Официальную выплату заработной платы, итоговая сумма зависит от уровня кандидата (Junior- от 80 тыс.руб., Regular - от 120 тыс.руб., Senior - от 160 тыс.руб.) ; ГОДОВУЮ ПРЕМИЮ; Официальное трудоустройство; Предоставление всех гарантий по трудовому законодательству; Материальную помощь, мы рядом всегда и в печали и радости.  Что у нас интересного:  Мы за развитие и обучение: курсы, семинары, конференции, видео конференции, корпоративная библиотека . Мы за совместное обсуждение идей! Мы за комфорт: возможна работа по индивидуальному графику.  ОАО НИИТКД занимается разработкой, внедрением и производством новой техники и технологий для промышленных предприятий России, стран ближнего и дальнего зарубежья. Мы - это:  Сопровождение технологических процессов, обслуживание и ремонт подвижного состава; Уникальные передовые технологии; Научно исследовательские лаборатории, конструкторские бюро, экспериментальные базы, производственные и региональные сервисные центры 30 лет на рынке; 362 высококвалифицированных специалиста!  Звоните или пишите, пообщаемся и найдем общие интересные проекты.";;30 лет на рынке.;Разработка ПО для вновь создаваемого оборудования (направление все, что связано с железной дорогой, кроме рельс и шпал)))) под Windows и...;С#
30;33731037;Программист С#;Москва;100000.0;150000.0;ВЕКАС;2019-10-18T00:25:37+0300;От 3 до 6 лет;Полный день;Полная занятость;"О НАС: Мы - молодая и амбициозная компания, которая занимается автоматизацией технологических процессов в производстве. Мы работаем в основном в РФ, но у нас есть представительство в США. Мы занимаемся проектированием систем управления, собираем электрошкафы, занимаемся машинным зрением. У нас не просто программирование чего-то абстрактного, а программирование, непосредственно влияющее на работу машин и оборудования. У вас есть возможность, работая рядом с различными специалистами, приобрести новые навыки по автоматизации оборудования и различных систем, полностью раскрыть свой потенциал. Это настоящая работа для специалиста, которому нравится производство и программирование. ОБЯЗАННОСТИ:  Разработка приложений для систем управления производственными процессами – MES; Разработка приложений для систем управления технологическим производством – АСУ ТП; Написание отдельных промышленных приложений; Поддержка существующих приложений; Работа с программной платформой Microsoft.NET Framework, С#, MS SQL, MySQL; Создание интерфейсов в WPF.    ЧТО ОТ ВАС ТРЕБУЕТСЯ:  Опыт разработки .NET и MS SQL; Знания в MS SQL, MySQL, C#, WPF, .NET; Высшее образование; Пунктуальность и ответственность в работе; Желание познавать все новое;  МЫ ПРЕДЛАГАЕМ:  Работа в молодой компании занимающейся автоматизацией технологических процессов производств; Очень интересная и перспективная работа, связанная с индустрией 4.0; Обучение, карьерный рост; Офис в бизнес центре в районе метро Семеновская (10 минут ходьбы); Удобный гибкий график работы; ";;Опыт разработки .NET и MS SQL. Знания в MS SQL, MySQL, C#, WPF, .NET. Высшее образование. Пунктуальность и ответственность в...;Разработка приложений для систем управления производственными процессами – MES. Разработка приложений для систем управления технологическим производством – АСУ ТП. Написание отдельных промышленных...;C#, базы данных, MS SQL, WPF, .NET
36;32706935;Программист С#;Москва;80000.0;120000.0;ЕТС груп;2019-10-18T15:30:22+0300;От 1 года до 3 лет;Полный день;Полная занятость;"Чем предстоит заниматься: • Разработка серверных и клиентских компонент/продуктов (WinForms, в перспективе ASP.NET MVC);• Взаимодействие с другими подразделениями, функциональными заказчиками;• Поддержка и доработка существующих программных продуктов. Что мы ожидаем от кандидата:• Опыт разработки на C#.• Опыт разработки с использованием DevExpress.• Опыт разработки с использованием EntityFramework.• Знание принципов объектно-ориентированного программирования• Знание основных паттернов проектирования• Базовые знания SQL (PostgreSQL)• Умение документировать результаты разработки ПО• Умение оптимизировать производительность приложений• Опыт командой разработки с использованием систем контроля версий Git• Способность читать чужой код и вносить в него коррективы Будет плюсом:• Опыт с Selenium Web Driver и page objects patterns• Знание принципов создания многопоточных приложений• Опыт использования баг-трекинг систем (Redmine, YouTrack, TFS)• Знание ASP.NET MVC Наши технологии: Платформа: .Net 4.7.2, 4.8 (C#)Доступ к данным: ADO.NET, EntityFrameworkПользовательский интерфейс: WinForms (DevExpress), ASP.NET MVCСУБД: MS SQL Server 2016, Postgres 10.7Инструменты: Visual Studio 2019, Git Мы предлагаем:• Уровень заработной платы обсуждается индивидуально по результатам собеседования.• Выплата заработной платы без задержек, два раза в месяц;• Работу в спокойной обстановке в команде разработчиков;• График работы 5/2 с 9:00 до 18:00.";"• Уровень заработной платы обсуждается индивидуально по результатам собеседования.• Выплата заработной платы без задержек, два раза в месяц;• Работу в спокойной обстановке в команде разработчиков;• График работы 5/2 с 9:00 до 18:00.";Опыт разработки на C#. Опыт разработки с использованием DevExpress. Опыт разработки с использованием EntityFramework. Знание принципов объектно-ориентированного программирования. ;Разработка серверных и клиентских компонент/продуктов (WinForms, в перспективе ASP.NET MVC). Взаимодействие с другими подразделениями, функциональными заказчиками. Поддержка и доработка...;"С#; Windows Forms; Developer Express; Entity Framework; SQL; PostgreSQL"
28;34070026;Программист С#;Санкт-Петербург;100000.0;100000.0;Tools For Brokers;2019-10-17T12:51:23+0300;От 1 года до 3 лет;Полный день;Полная занятость;  Наша компания специализируется на ПО, расширяющем функционал торговых платформ MetaTrader 4/5.Мы ищем программиста для доработки и поддержки одного из ключевых продуктов компании - Brokerage Business Intelligence. Обязанности:   Самостоятельная работа с кодом, без ежедневных скрамов и жестких систем контроля времени Использование API самой популярной платформы для Forex-трейдинга Работа в проекте, предназначенном для мониторинга торговой активности, автоматизации отчетов и управления рисками брокеров.    Обязательные требования:  Опыт работы от 1 года Отличное знание ООП, языка С# Навыки разработки многопоточных приложений Знание TPL, LINQ Владение SQL на продвинутом уровне Опыт работы с Linq2db Опыт работы с ASP.NET, ASP.NET Core 2 Опыт работы с системами управления версиями (мы используем Git) Знание среды разработки Microsoft Visual Studio Знание английского языка в объеме‚ достаточном для чтения технической литературы    Бонусом будет:  Знание теории финансового рынка, опыт взаимодействия с торговыми платформами    Условия:  Работа в офисе в 5 минутах от метро Плавающее начало рабочего дня (с 08:30 до 10:30) Дружный коллектив, частые вечерние посиделки с пиццей, настолками или xbox Бесплатные фрукты, снеки, в офисе есть кофемашина Испытательный срок до 3 месяцев ;  Работа в офисе в 5 минутах от метро Плавающее начало рабочего дня (с 08:30 до 10:30) Дружный коллектив, частые вечерние посиделки с пиццей, настолками или xbox Бесплатные фрукты, снеки, в офисе есть кофемашина Испытательный срок до 3 месяцев ;Опыт работы от 1 года. Отличное знание ООП, языка С#. Навыки разработки многопоточных приложений. Знание TPL, LINQ. Владение SQL на...;Самостоятельная работа с кодом, без ежедневных скрамов и жестких систем контроля времени. Использование API самой популярной платформы для Forex-трейдинга. ;"C#; LINQ; Multithread Programming; MetaTrader; MS Visual Studio; ASP.NET; ASP.NET Core 2; SQL"
21;33764196;Программист С#;Екатеринбург;70000.0;80000.0;Сеть кинотеатров Премьер-Зал;2019-10-16T12:30:46+0300;От 1 года до 3 лет;Полный день;Полная занятость;"Сети кинотеатров Премьер зал нужен идейный и творческий разработчик.В нашей компании мы разрабатываем большие и интересные проекты.Мы ищем специалиста с опытом разработки C# Требования: - профильное образование: IT, техническое; - опыт разработки на C#; - умение писать SQL-запросы; - опыт работы с WPF, ASP.NET MVC, T-SQL, Entity Framework, Web API; - дополнительным плюсом будут знание и опыт работы с: jQuery, AngularJS, Android SDK или Xamarin; - готовность работать в режиме многозадачности. Обязанности: - разработка и поддержка Back-end и Front-end приложений под Windows и Microsoft Azure; - расширение перечня поддерживаемого торгового оборудования; - разработка Web-виджетов на сайт; - ведение документации Мы предлагаем вам:  официальное трудоустройство согласно ТК РФ; интересные задачи; дружный и молодой коллектив; работа на постоянной основе   ЗП 2 раза в месяц, без задержек, Вся белая  Если Вы настоящий программист, любите свое дело, интересуетесь новыми технологиями и ищете стабильное, постоянное место работы, то мы будем рады рассмотреть Ваше резюме.";;профильное образование: IT, техническое. - опыт разработки на C#. - умение писать SQL-запросы. - опыт работы с WPF, ASP.NET MVC, T-SQL...;разработка и поддержка Back-end и Front-end приложений под Windows и Microsoft Azure. - расширение перечня поддерживаемого торгового оборудования. - ;"C#; ASP.NET; WPF; SQL"
34;34122047;Программист С#;Екатеринбург;60000.0;;АйТиЭм Холдинг;2019-10-16T15:06:32+0300;От 1 года до 3 лет;Полный день;Полная занятость;"Приглашаем в свою команду программиста C#. Задачи:  Реализация техзаданий на разработку ПО; Развитие и поддержка информационной системы компании, которая включает в себя: учёт и расчёт услуг, разработка ПО для автоматизации бизнес-процессов, развитие CRM системы, разработка ПО для взаимодействия с сетевыми устройствами.  Требования:  Знание платформы Microsoft .Net Framework 4.5: среда CLR, система типов CTS, принципы управления памятью; Знание языка программирования C#: синтаксис, структуры, типы данных, пакетный менеджер NuGET; Опыт работы в IDE Microsoft Visual Studio; Понимание теории реляционных СУБД и их объектов: сущности, отношения, ключи, транзакции, процедуры, функции и уровни изоляции, умение читать и конструировать запросы, функции и процедуры в СУБД MSSQL; Умение работать с системой контроля версий Git; Базовые знания языков разметки HTML, языка стилевых страниц CSS, языка javascript; Личные качества: ответственность, стремление к профессиональному развитию, ориентированность на результат, умение работать в команде.  Присоединяйся к команде свободных и талантливых. Открывай для себя возможности:  Решать сложные, но интересные задачи; Обмениваться опытом с коллегами из разных профессиональных сфер; Быстро адаптироваться на рабочем месте; Обучаться в Корпоративном учебном центре; Расти профессионально и достигать вершин карьеры; Работать в передовых информационных системах; Влиять на свою зарплату, перевыполняя KPI; Компенсация сотовой связи; Компенсация транспортных расходов; 100% оплата доступа в Интернет для сотрудников, абонентов Планеты; Материальная помощь; Работать по гибкому графику, не зависеть от дресс-кода; Участвовать в корпоративных мероприятиях. ";;Знание платформы Microsoft .Net Framework 4.5: среда CLR, система типов CTS, принципы управления памятью. Знание языка программирования C#: синтаксис...;Реализация техзаданий на разработку ПО. Развитие и поддержка информационной системы компании, которая включает в себя: учёт и расчёт услуг, разработка...;"C#; Microsoft.Net; Microsoft .Net Framework 4.5; Git; HTML; СУБД MSSQL; NuGET; JavaScript"
6;34026372;Программист С#;Казань;65000.0;;Инфоматика;2019-10-16T14:44:10+0300;От 3 до 6 лет;Полный день;Полная занятость;"Обязанности:  Проектирование и разработка программного обеспечения, сервисов под Windows. Работа с оборудованием через предоставляемые драйверы и стандартные интерфейсы. Поддержка и развитие существующих проектов.    Требования:  Свободное владение . NET 4.0/4.5, C#. Опыт разработки (WinForms,WPF,WCF). Опыт разработки с использованием LINQ, EntityFramework-желательно. Опыт участия в полном цикле разработки: сбор\анализ требований, проектирование архитектуры,  Разработка, тестирование, внедрение, эксплуатация, поддержка.  Знание T-SQL, опыт написания запросов к MSSQL\PostgreSQL. Система контроля версий GIT – знание приветствуется. Система баг-трекинга: Jira – знание приветствуется. Unit – тестирование – знание приветствуется. Знание протоколов работы с сетью (TCP, UDP, HTTP, HTTPS и т.д.) Знакомство с механизмами обмена данными (XML, SOAP, REST, JSON, HTML и т.п.)    Условия:  Работа в российской компании с 23 летним опытом успешной работы на ИТ-рынке РТ и РФ Профессиональный коллектив Корпоративная культура Официальное трудоустройство согласно ТК РФ Пятидневная рабочая неделя с 9.00 до 18.00 часов; суббота, воскресенье – выходной Компенсация питания   ";"  Работа в российской компании с 23 летним опытом успешной работы на ИТ-рынке РТ и РФ Профессиональный коллектив Корпоративная культура Официальное трудоустройство согласно ТК РФ Пятидневная рабочая неделя с 9.00 до 18.00 часов; суббота, воскресенье – выходной Компенсация питания   ";Свободное владение . NET 4.0/4.5, C#. Опыт разработки (WinForms,WPF,WCF). Опыт разработки с использованием LINQ, EntityFramework-желательно. ;Проектирование и разработка программного обеспечения, сервисов под Windows. Работа с оборудованием через предоставляемые драйверы и стандартные интерфейсы. Поддержка и развитие...;"C#; MS SQL; Atlassian Jira; XML; PostgreSQL"
75;33790114;Программист С#;Ростов-на-Дону;74000.0;;Астон, группа компаний;2019-09-26T13:29:01+0300;От 1 года до 3 лет;Полный день;Полная занятость;Обязанности:   Разработка и внедрение программного обеспечения - C#, MS Visual Studio, MS SQL, .NET   Обучение сотрудников использованию разработанного ПО   Требования:  Высшее образование. Опыт работы от 2 лет в аналогичной должности.  Условия:  Оформление по ТК РФ. Место работы- центр города. ДМС ;  Оформление по ТК РФ. Место работы- центр города. ДМС ;Высшее образование. Опыт работы от 2 лет в аналогичной должности.;Разработка и внедрение программного обеспечения - C#, MS Visual Studio, MS SQL, .NET. Обучение сотрудников использованию разработанного ПО.;
2;33664021;Программист С#;Санкт-Петербург;100000.0;;Смарт Телеком;2019-10-18T16:39:41+0300;От 3 до 6 лет;Полный день;Полная занятость;Ищем штатного программиста для автоматизации бизнес-процессов, интеграции программных решений, создания инструментов аналитики и других программ, необходимых для работы нашей компании.  Обязанности:  разработка программного кода на C# (WinForms) создание хранимых процедур и запросов SQL поддержка существующих решений, построенных на основе .NET (C#).  Требования:    опыт программирования с использованием языка C# не менее 3 лет опыт работы с MS SQL опыт использования .NET не менее 3-х лет знание C#, .Net, LINQ, MS SQL, WCF знание английского языка на уровне чтения технической документации желателен опыт работы с Entity Framework, WPF  Условия:- работа в офисе в центре города- чай, кофе, кондиционер- возможность творчески воплощать требуемый функционал в программный код;- работа в офисе в центре города- чай, кофе, кондиционер- возможность творчески воплощать требуемый функционал в программный код;Опыт программирования с использованием языка C# не менее 3 лет. Опыт работы с MS SQL. Опыт использования .NET не менее...;Ищем штатного <highlighttext>программиста</highlighttext> для автоматизации бизнес-процессов, интеграции программных решений, создания инструментов аналитики и других программ, необходимых для работы нашей...;"C#; SQL; WCF; MS SQL; LINQ; .NET Framework"
17;34099303;Программист С#;Ростов-на-Дону;;;Гальченко А.И.;2019-10-18T15:00:05+0300;От 1 года до 3 лет;Полный день;Полная занятость;"Город: Ростов-на-Дону Требуемый опыт работы: от 3-х лет Обязанности:  Работа над проектами различной степени сложности (Desktop/Web); Участие в полном цикле разработки проекта: сбор требований, проработка архитектуры, разработка, тестирование, внедрение; Поддержка существующих программных продуктов и расширение их функционала; Подготовка технической документации.  Требования:  Уверенное использование .Net C#, понимание принципов CLR; Опыт работы с WPF, WCF, ASP.NET MVC, EF6; Знание T-SQL, умение оптимизировать запросы; Понимание паттернов проектирования (MVVM, MVC); Опыт командной работы, знание Git.  Будет плюсом:  Знание DI, IoC; Опыт работы с Prism; Знание принципов веб-разработки, библиотек и фреймворков для разработки frontend.  Условия:  Оформление в соответствии с ТК РФ; График работы 5/2; Полный соц.пакет. Профессиональный и карьерный рост; Работа в дружном коллективе;  Адрес Ростов-на-Дону, улица Еременко";"  Оформление в соответствии с ТК РФ; График работы 5/2; Полный соц.пакет. Профессиональный и карьерный рост; Работа в дружном коллективе;  Адрес Ростов-на-Дону, улица Еременко";Уверенное использование .Net C#, понимание принципов CLR. Опыт работы с WPF, WCF, ASP.NET MVC, EF6. Знание T-SQL, умение...;Работа над проектами различной степени сложности (Desktop/Web). Участие в полном цикле разработки проекта: сбор требований, проработка архитектуры, разработка, тестирование...;"C#; Git; EF6; WPF; WCF; ASP.NET MVC; DI; IoC"
