;id;name;city;min_salary;max_salary;company;published_at;experience;schedule;employment;description;conditions;requirement;responsibility;key_skills
37;34137385;Frontend-разработчик;Екатеринбург;90000.0;150000.0;Экстенсив;2019-10-17T11:49:42+0300;От 1 года до 3 лет;Гибкий график;Полная занятость;"Компания Xtensive ищет опытных и талантливых .Net разработчиков в проект ServiceTitan. Немного о проекте и о нас Компания Xtensive уже много лет сотрудничает с компанией ServiceTitan, работая над одноимённым проектом. С каждым годом наше сотрудничество только укрепляется и расширяется, поэтому работая у нас вы в полной мере сможете увидеть и ощутить, каково это создавать продукт, который делает жизнь сотен тысяч людей проще и комфортнее. Работать у нас Интересно   Мы используем самые современные технологии, фреймворки, инструменты и методологии разработки.   Мы любим, хотим и умеем развиваться. Если появляется технология, которая по объективным показателям превосходит то, что у нас используется сейчас, то мы её внедряем. То же самое касается и процессов разработки.   Быстрый рост проекта, а также его размер на данный момент, гарантирует наличие огромного количества сложных и интересных задач. Вам точно не придётся скучать без дела и придумывать себе работу.   Мы умеем слушать и слышать всех участников проекта, вне зависимости от его роли. Каждый может предложить, обосновать и “продать” идею, мысль, процесс, которые будут использованы в масштабе всей большой компании.   Большое количество разноплановых задач, команд и отделов позволяют находить место, где интересно работать именно Вам. Разнообразие задач велико и включает в себя работу над понятным, красивым и удобным пользовательским интерфейсом, сложной и запутанной бизнес-логикой, продумывание архитектуры отдельных компонентов и больших подсистем, настройка и поддержка сложной облачной архитектуры и сервисов, интеграция с разнообразными сторонними сервисами и инструментами, искусственный интеллект и машинное обучение, обработка сложных данных и многое другое.   Мы поощряем стремление развиваться. Если вы хотите “просто делать свою работу”, то наверное, нам не по пути. Проект и компания растут очень быстро, и каждый участник должен двигаться вперёд вместе с ними. Компания поддерживает развитие и готова помогать работнику в его стремлении расти и совершенствоваться. Если вы видите, что на текущем месте ваш рост как профессионала остановился, то просто скажите об этом нам и мы вместе найдём решение.   Работать у нас Удобно   Действительно гибкий рабочий график. Только команда решает, когда и в каком режиме они работают наиболее эффективно. Нам важен результат, а не время, когда вы приходите в офис или открываете ноутбук.   Возможность частичной или полностью удалённой работы. Удалённым работникам мы также можем предложить посетить наш офис в Екатеринбурге для обмена опытом.   Для работающих в офисе у нас созданы комфортные условия, которые удовлетворяют всем современным требованиям. Можно было бы написать про печеньки, теннисный стол, PS, и, конечно, мощные рабочие станции, но мы не будем так банальны. Хотя, всё же написали.   Работа у нас открывает Новые Перспективы   Работая у нас, у вас появляется возможность периодически посещать главный офис компании ServiceTitan в Лос-Анджелесе, США, в рамках командировок. В ходе поездки вы увидите, как работают передовые технологические компании, сможете обсудить любые рабочие вопросы и проекты, а также обменяться опытом и научиться чему-то новому у коллег и сами чему-то их научить.   Если вы действительно ценный специалист и не против значительных перемен в своей жизни ради открытия новых перспектив, мы можем предложить вам возможность оформления рабочей визы в США. Каждый случай рассматривается отдельно, но это не пустые слова, а вполне реальная возможность.   Работать у нас Выгодно   Мы готовы предложить вам трудоустройство в полном соответствии с ТК РФ, полностью официальной заработной платой и полным социальным пакетом.   Конкурентная заработная плата, которая обсуждается по результатам собеседования. Вилка очень гибкая и конкретная цифра зависит лишь от того, как вы себя проявите. Примерный ориентир это 90-150 т.р. в месяц “на руки”.     Требования:  Знание HTML 4/5, XML, CSS 2/3, JavaSript, jQuery, AJAX; знание Angular.js - плюс; Система контроля версий; Знакомство c ASP.NET; Желательно знание английского хотя бы на уровне уверенного чтения; Любые иные позитивные сигналы (участие в проектах с открытым исходным кодом, призовые места на конкурсах и олимпиадах) - так же огромный плюс.    Минимальные требования:  Высшее или незаконченное высшее техническое образование; Английский язык - уверенное чтение; Знание классических алгоритмов и структур данных, умение их использовать.     ";;"Знание HTML 4/5, XML, CSS 2/3, JavaSript, jQuery, AJAX; знание Angular.js - плюс. Система контроля версий. Знакомство c ASP.NET. ";Любые иные позитивные сигналы (участие в проектах с открытым исходным кодом, призовые места на конкурсах и олимпиадах) - так же огромный...;
7;33222051;Frontend-разработчик;Тюмень;40000.0;100000.0;CDS Company;2019-10-16T14:02:14+0300;От 1 года до 3 лет;Полный день;Полная занятость;"CDS Company - студия веб-разработок.Мы специализируемся на разработке крупных проектов, регионального и федерального уровня.Мы разрабатываем высоконагруженные интернет-магазины, CRM-системы для различных предприятий, профессиональные корпоративные порталы, модернизируем порталы СМИ и много других сложных, нетривиальных проектов. В разработке мы используем передовые технологии и крутые решения технического характера. В разработке используем нашу внутреннюю CRM систему для оптимизации внутренних бизнес-процессов. На сегодняшний день разработано и запущено свыше 50 проектов и находится более 100 сайтов на технической поддержке. На текущий момент набираем команду программистов для развития своих кодерских навыков и для разработки крутых проектов в связи с расширением штата и увеличением объема работ. Есть team-lead, наставник, который справится с любой задачей и любым вопросом. Обязанности: - Верстка проектов с нуля по дизайн-макетам PSD;- Доработки верстки существующих проектов;- Адаптация макетов под мобильные устройства;- Написание JS-скриптов на базе jQuery;- Оптимизация работы HTML/CSS/JS для ускорения работы сайтов; Требования: - Базовые знания web-разработки;- Знание JavaScript, JQuery;- Знание HTML5;- Знание CSS3.0;- Знание SASS;- Сборка на базе Node.js c таск-менеджером Gulp;- Знание Pug/Jade;- Базовые знания JavaScript, jQuery;- Пунктуальность;- Ответственность;- Не бояться учиться чему-то новому; Условия: - Работа в офисе в будни, график вы устанавливаете себе сами;- Перерыв на обед - 1 час в любое время;- Предоставляем рабочее место с хорошим компьютером (2 монитора, производительный компьютер);- За Вами будет закреплен руководитель, который будет помогать решать технические вопросы и руководить процессом разработки;- Обучение и повышение квалификации;- Официальное трудоустройство минимум после 2 месяцев испытательного срока;- Чай и печеньки за наш счет;- Корпоративчики и пятничные посиделки;- Офис в центре города;- Корпоративное жилье для иногородних;- Соц.пакет: выплата больничных, выплата отпускных, выплата квартальных премий, мед. страховка; На текущем этапе развития компании гарантируем карьерный рост до руководителя отдела разработки и выше.";" - Работа в офисе в будни, график вы устанавливаете себе сами;- Перерыв на обед - 1 час в любое время;- Предоставляем рабочее место с хорошим компьютером (2 монитора, производительный компьютер);- За Вами будет закреплен руководитель, который будет помогать решать технические вопросы и руководить процессом разработки;- Обучение и повышение квалификации;- Официальное трудоустройство минимум после 2 месяцев испытательного срока;- Чай и печеньки за наш счет;- Корпоративчики и пятничные посиделки;- Офис в центре города;- Корпоративное жилье для иногородних;- Соц.пакет: выплата больничных, выплата отпускных, выплата квартальных премий, мед. страховка; На текущем этапе развития компании гарантируем карьерный рост до руководителя отдела разработки и выше.";Базовые знания web-разработки. - Знание JavaScript, JQuery. - Знание HTML5. - Знание CSS3.0. - Знание SASS. - Знание Pug/Jade. - ;Верстка проектов с нуля по дизайн-макетам PSD. - Доработки верстки существующих проектов. - Адаптация макетов под мобильные устройства. - Написание JS-скриптов...;"PHP; jQuery; CSS3; 1С-Битрикс; CSS; ООП; MySQL; CMS Wordpress; HTML; HTML5; JavaScript; Ajax"
26;33790656;Frontend-разработчик;Самара;50000.0;80000.0;ВебТелеком;2019-10-17T13:49:46+0300;От 1 года до 3 лет;Гибкий график;Полная занятость;"Мы специализируемся на разработке браузерных видео-конференций для всех платформ и модулей видеосвязи для зарубежных стартапов. Требования: хорошие знания JavaScript, HTML5, CSS3, умение адаптивно и кроссбраузерно верстать; понимание протоколов и способов сетевой коммуникации, знание WebSocket, HTTP и REST; понимание принципов ООП; знание основ PHP, MYSQL, Node.js, Vue.js, React, WebRTC будет плюсом; Условия: Полный рабочий день, гибкий график Испытательный срок 3 месяца (без понижения зарплаты)"; Полный рабочий день, гибкий график Испытательный срок 3 месяца (без понижения зарплаты);Хорошие знания JavaScript, HTML5, CSS3, умение адаптивно и кроссбраузерно верстать. Понимание протоколов и способов сетевой коммуникации, знание WebSocket...;;"HTML5; JavaScript; ООП"
71;33871267;Frontend-разработчик;Казань;60000.0;70000.0;AMMIS;2019-10-17T09:27:25+0300;От 1 года до 3 лет;Полный день;Полная занятость;AMMIS - это инновационный и эффективный интернет-портал объявлений о продаже и аренде недвижимости по всей России. Перед AMMIS стоит огромное число интересных и амбициозных задач, и мы приглашаем тебя решать их вместе с нами!Работа в нашей компании даст уникальный шанс реализовать себя в команде профессионалов и вырасти вместе с молодым проектом! Обязанности:  Кроссбраузерная и адаптивная верстка HTML/CSS. Разработка функционала на JavaScript. Разработка проектов с нуля. Доработка существующих проектов. Проектирование пользовательских интерфейсов.  ​​​​​Требования:  Хорошее знание HTML и CSS. Опыт кроссбраузерной и адаптивной верстки. Опыт работы с библиотеками Bootstrap, jQuery и т.д. Опыт работы с системами контроля версий Git. Опыт использования препроцессоров Sass или SCSS. Опыт работы со сборщиками Webpack или Gulp. Знание методологий БЭМ. Опыт работы от 1 лет.  Приветствуется: Желание работать с современными JS и JS фреймворками (React или Vue или Angular).Базовые навыки работы с графическим редактором Adobe Photoshop или Figma. Условия:  Трудоустройство согласно ТК РФ. График работы: Пн-Пт/Сб-Вс (5/2) с 8.00 до 17.00 или 9.00 до 18.00. Работа в штате, в просторном офисе, в центре города. Кофе-машина, печеньки. Перспектива карьерного роста и развития. ;  Трудоустройство согласно ТК РФ. График работы: Пн-Пт/Сб-Вс (5/2) с 8.00 до 17.00 или 9.00 до 18.00. Работа в штате, в просторном офисе, в центре города. Кофе-машина, печеньки. Перспектива карьерного роста и развития. ;Хорошее знание HTML и CSS. Опыт кроссбраузерной и адаптивной верстки. Опыт работы с библиотеками Bootstrap, jQuery и т.д. ;Кроссбраузерная и адаптивная верстка HTML/CSS. Разработка функционала на JavaScript. Разработка проектов с нуля. Доработка существующих проектов. Проектирование пользовательских интерфейсов.;"HTML; CSS; Bootstrap; Git; JS; React or Vue; Webpack or Gulp; Sass or SCSS"
16;34012369;Frontend-разработчик;Омск;35000.0;55000.0;Айтек;2019-10-16T06:27:52+0300;От 1 года до 3 лет;Гибкий график;Полная занятость;"Iqtek занимается разработкой и внедрением клиентам решений на базе IP-телефонии 8 лет. Среди наших заказчиков есть как крупные логистические компании, операторы связи, колл-центры, строительные компании, так и многие другие. Мы делаем практически все, что связано с IP-телефонией: начиная от офисных АТС, интеграции с CRM системами, заканчивая разработкой систем для автоматизации бизнес-процессов, автоматизацией работы call-центров. Нам нравится разрабатывать собственные продукты, при этом, вникая в процессы и потребности клиентов, решать их задачи наиболее эффективным способом. Мы готовы рассматривать специалистов с небольшим опытом, но с желанием учиться и развиваться в применении современных JavaScript фреймворков. Мы используем Vue.js для большинства наших проектов, в обязанности сотрудника войдет верстка и подготовка макетов страниц и их компонентов. Мы активно используем в наших проектах работу с данными в реальном времени используя Web-сокеты и WebRTC. Обязанности:  Разработка интерфейсов собственных продуктов компании; Верстка веб-страниц на Vue.js; Работа с веб-сервисами, используя RESTfull API и WebSockets  Требования:   Владение хотя бы 1 из фреймворков: React, Angular, Vue.js;   Желание освоить/применять Vue.js:   Владение HTML‚ CSS и JavaScript на хорошем уровне;   Целеустремленность, умение и желание учиться, работать в команде и достигать новых высот в своей профессии.   Плюсом будет:  Опыт разработки с помощью других фреймворков; Опыт адаптивной верстки макетов; Опыт работы с TypeScript;  Условия работы:   работа в команде профессионалов;   современное оборудованное рабочее место;   официальное трудоустройство, соблюдение ТК, оплачиваемый отпуск и больничный;   широкие возможности для профессионального и карьерного роста;   возможность адаптировать рабочий график под себя;   работа в молодом дружном коллективе;   участие в профильных конференциях;   чай, кофе, печеньки в офисе.   А еще у нас очень дружная и активная команда с разнообразными интересами: от туризма и ориентирования до фрирайда и горных лыж, от увлечений 3D-печатью до строительства и воспитания подрастающего поколения. График работы: с 9:00 до 18:00, возможен гибкий график или сокращение нагрузки.";;Владение хотя бы 1 из фреймворков: React, Angular, Vue.js. Желание освоить/применять Vue.js: Владение HTML‚ CSS и JavaScript на хорошем...;Разработка интерфейсов собственных продуктов компании. Верстка веб-страниц на Vue.js. Работа с веб-сервисами, используя RESTfull API и WebSockets.;"JavaScript; HTML; CSS; jQuery; Ajax; Bootstrap; Git; Vue.js"
58;34131984;Frontend-разработчик;Ростов-на-Дону;25000.0;50000.0;Южная маркетинговая компания;2019-10-17T09:20:10+0300;От 1 года до 3 лет;Полный день;Полная занятость;"В нашу креативную команду требуется Frontend-разработчик, умеющий брать на себя ответственность за поставленные задачи и за достигнутый результат. ООО «Южная маркетинговая компания»Основана в августе 2014 года.Более 100 выполненных проектов по России.Основным направлением компании является создание и продвижение сайтов, маркетинговый анализ и построение маркетинговой стратегии. Присоединяйтесь к нам! Основные задачи: · Верстка по стандартам; · Аптивная верстка; · Оптимизация и рефакторинг кода.   Это потребует следующих знаний и умений: · Знание HTML, CSS, Jquery, Ajax, Bootstrap; · Умение верстать сложные макеты Figma/Sketch/Photoshop; · Знание адаптивной верстки документов, валидной и кроссбраузерной верстки; · Знание систем контроля версий (git);   Также будет неплохо, если Вы владеете: · ModX.   Взамен мы можем предложить: · Возможность внести свой вклад в развитие компании; · Множество любопытных задач, сложных проблем и увлекательных головоломок; · Классные специалисты (и просто интересные люди) с многолетним опытом; · Гарантия карьерного и профессионального роста; · Оформление по ТК РФ; · Заработная плата: высокая, обсуждается с каждым кандидатом индивидуально в зависимости от опыта работы; · График 5/2, cб., вс. – выходные дни; · Время работы с 10.00-19.00; · Корпоративное обучение; · Уютный офис (свежий кофе и фрукты для настроения);  ";;Это потребует следующих знаний и умений: Знание HTML, CSS, Jquery, Ajax, Bootstrap. Умение верстать сложные макеты Figma/Sketch/Photoshop. ;Основным направлением компании является создание и продвижение сайтов, маркетинговый анализ и построение маркетинговой стратегии. Верстка по стандартам. Аптивная верстка. ;
3;33700293;Frontend-разработчик;Тюмень;30000.0;50000.0;АЙТИ АРХИТЕКТОР;2019-10-17T18:03:43+0300;От 1 года до 3 лет;Полный день;Полная занятость;"Обязанности:  Верстка сайтов, landing page, интернет магазинов, взаимодействие по макету с дизайнером; Верстка интерфейсов, модулей внутренних систем; Разработка / модернизация JS / VUE / JQuery скриптов; Оптимизация верстки.  Требования:  Отличное знание HTML5 / CSS3; Уверенное знание JS / JQuery / VUE; Знание одного из UI фреймворков: Vuetify, ElementIO, IView; Кроссбраузерная и адаптивная мобильная верстка; Опыт работы с Git; Четкое понимание юзабилити интерфейса; Умение разбираться в чужом коде; Умение выполнять задачу в заданный срок; Ответственность, умение работать самостоятельно и относиться к задаче внимательно; Знание основ ООП; Знание основ PHP; Понимание как работает бэкенд.  Условия:  Пятидневная рабочая неделя с 08:30 до 17:30 Официальное трудоустройство Центр, район дома Печати Молодой, активный коллектив Возможность совершенствовать навыки и развиваться Отличный офис в тихом месте, нет проблем с парковкой, кафе на территории, чай-кофе-печеньки в офисе Кандидатуры freelance не рассматриваем! Вместе с резюме отправьте ссылки на выполненные вами работы для оценки верстки и клиентского кода ";  Пятидневная рабочая неделя с 08:30 до 17:30 Официальное трудоустройство Центр, район дома Печати Молодой, активный коллектив Возможность совершенствовать навыки и развиваться Отличный офис в тихом месте, нет проблем с парковкой, кафе на территории, чай-кофе-печеньки в офисе Кандидатуры freelance не рассматриваем! Вместе с резюме отправьте ссылки на выполненные вами работы для оценки верстки и клиентского кода ;Отличное знание HTML5 / CSS3. Уверенное знание JS / JQuery / VUE. Знание одного из UI фреймворков: Vuetify, ElementIO, IView. ;Верстка сайтов, landing page, интернет магазинов, взаимодействие по макету с дизайнером. Верстка интерфейсов, модулей внутренних систем. Разработка / модернизация JS / VUE...;"Веб-программирование; HTML5; jQuery; CSS3; Ajax; Git; JavaScript; Кроссбраузерная верстка; Валидная верстка; Sass; JSON API; VUE"
27;34166826;Frontend-разработчик;Екатеринбург;35000.0;50000.0;Бюро Эффективных Решений Рои;2019-10-18T16:18:32+0300;От 1 года до 3 лет;Полный день;Полная занятость;"Нам в команду требуется frontend-разработчик. Сейчас предстоит работа с тремя e-commerce проектами, в дальнейшем — разработка с нуля других сервисов. Обязанности:  адаптивная, кроссбраузерная верстка макетов сайтов с нуля; верстка отдельных страниц сайтов на основе существующих шаблонов; верстка компонентов системы + рефакторинг существующих.  Требования:  умение отлично верстать; умение обращаться со всем зоопарком браузеров; знание HTML, CSS, JavaScript, PHP; хорошие знания и навыки работы с git; умение писать реиспользуемый код; знание Битрикс24 станет плюсом.  Условия:   Трудоустройство по ТК РФ;   Просторный и уютный офис со всеми стандартными плюшками;   Заработная плата, уровень которой обсуждается с успешными кандидатами индивидуально;   График работы: 5/2;   Удобное расположение офиса в самом центре;   Наши основные направления деятельности: создание и поддержка интернет-проектов государственных организаций и крупного бизнеса, их реклама и продвижение. Мы внимательно знакомимся с каждым поступившим к нам резюме. В случае принятия решения о встрече, мы обязательно свяжемся с Вами лично. Обращаем внимание, что на данную вакансию мы рассматриваем кандидатов только на полную занятость в офисе. Нам важно, чтобы данный сотрудник находился внутри команды. Заинтересовала вакансия? Присылайте свое резюме, будем знакомиться)";"   Трудоустройство по ТК РФ;   Просторный и уютный офис со всеми стандартными плюшками;   Заработная плата, уровень которой обсуждается с успешными кандидатами индивидуально;   График работы: 5/2;   Удобное расположение офиса в самом центре;   Наши основные направления деятельности: создание и поддержка интернет-проектов государственных организаций и крупного бизнеса, их реклама и продвижение. Мы внимательно знакомимся с каждым поступившим к нам резюме. В случае принятия решения о встрече, мы обязательно свяжемся с Вами лично. Обращаем внимание, что на данную вакансию мы рассматриваем кандидатов только на полную занятость в офисе. Нам важно, чтобы данный сотрудник находился внутри команды. Заинтересовала вакансия? Присылайте свое резюме, будем знакомиться)";Умение отлично верстать. Умение обращаться со всем зоопарком браузеров. Знание HTML, CSS, JavaScript, PHP. Хорошие знания и навыки работы с...;Адаптивная, кроссбраузерная верстка макетов сайтов с нуля. Верстка отдельных страниц сайтов на основе существующих шаблонов. Верстка компонентов системы + рефакторинг...;"JavaScript; Git; CSS; CSS3; Adobe Photoshop; Кроссбраузерная верстка"
71;33934013;Frontend-разработчик;Екатеринбург;20000.0;30000.0;Softplicity;2019-10-17T00:01:16+0300;От 3 до 6 лет;Удаленная работа;Частичная занятость;"Обязанности: Верстка страниц сайта HTML/CSS/JavaScript на основе готовых psd-макетов; Верстка страниц сайта HTML/CSS/JavaScript на основе макетов из Figma; Поддержка и доработка уже существующих сайтов (добавить страницу, передвинуть меню и т.п.); Установка/перенос сайтов на хостинг; Редактирование чужого кода, замена картинок, текста; Обновление существующих решений‚ исправление ошибок и т.п.; Разработка/ изменение функционала сайта. Требования:   Уверенное знание/владение: CSS, HTML, HTML5, PHP, Adobe Photoshop, CSS3, JavaScript, jQuery, Ajax, Adobe Illustrator, Figma, MySQL, PHPUnit. Английский язык - Intermediate (желателен), Pre-Intermediate (обсуждаем) Условия: Удаленная работа с гибким графиком. Ставим задачу и срок исполнения, оплата по результату. Размер оплаты по договоренности. Работа постоянная, из месяца в месяц. На полный день у нас нет заданий, но на частичную ежемесячную занятость всегда найдется. Не настаиваем на дневном графике, если вы ночной работник. Обещаем адекватное отношение, освобождаем от скучных заседаний и утверждений в бесконечных инстанциях. Работаем быстро и креативно. Результат видим сразу (и гордимся)."; Удаленная работа с гибким графиком. Ставим задачу и срок исполнения, оплата по результату. Размер оплаты по договоренности. Работа постоянная, из месяца в месяц. На полный день у нас нет заданий, но на частичную ежемесячную занятость всегда найдется. Не настаиваем на дневном графике, если вы ночной работник. Обещаем адекватное отношение, освобождаем от скучных заседаний и утверждений в бесконечных инстанциях. Работаем быстро и креативно. Результат видим сразу (и гордимся).;Уверенное знание/владение: CSS, HTML, HTML5, PHP, Adobe Photoshop, CSS3, JavaScript, jQuery, Ajax, Adobe Illustrator, Figma, MySQL, PHPUnit. ;Верстка страниц сайта HTML/CSS/JavaScript на основе готовых psd-макетов. Верстка страниц сайта HTML/CSS/JavaScript на основе макетов...;"JavaScript; HTML; jQuery; Adobe Photoshop; CSS; HTML5; CSS3; PHP; Ajax; Adobe Illustrator; Английский язык; MySQL; PHPUnit"
6;33696747;Frontend-разработчик;Тюмень;60000.0;;КБ-Информ;2019-10-17T15:27:24+0300;От 1 года до 3 лет;Полный день;Полная занятость;"Обязанности:  Участие в развитии ведомственной информационной системы, внедренной более чем в 10 регионах РФ, Создание нового функционала, доработка существующего, Рефакторинг, участие в code-review  Требования:  Опыт использования javaScript, понимание сборочного процесса и ограничений, им накладываемых; Уверенное знание Ext JS и/или React или готовность пересесть на эти фреймворки; Что мы имеем в виду под уверенным знанием React: опыт использования в проектах (а т.ч. pet project’ах), умение работать с npm, понимание, когда нужны webpack и babel, а еще важнее – понимание, когда они НЕ нужны; Что мы имеем в виду под уверенным знанием Ext JS: опыт использования в проектах (а т.ч. pet project’ах), будет плюсом опыт использования Ant  Условия:   Офис в центре города   Работа в проекте для госсектора с присутствием в более чем 10 субъектах РФ   Свободная атмосфера, молодой дружелюбный коллектив   Гибкие методологии управления проектами   Возможность внести свой вклад в развитие продукта   Руководство, открытое к диалогу, новым идеям и предложениям   Постоянное обучение, посещение отраслевых мероприятий   Возможность публикации научных работ и поездок на профильные конференции  ";   Офис в центре города   Работа в проекте для госсектора с присутствием в более чем 10 субъектах РФ   Свободная атмосфера, молодой дружелюбный коллектив   Гибкие методологии управления проектами   Возможность внести свой вклад в развитие продукта   Руководство, открытое к диалогу, новым идеям и предложениям   Постоянное обучение, посещение отраслевых мероприятий   Возможность публикации научных работ и поездок на профильные конференции  ;Опыт использования javaScript, понимание сборочного процесса и ограничений, им накладываемых. Уверенное знание Ext JS и/или React или готовность пересесть...;Участие в развитии ведомственной информационной системы, внедренной более чем в 10 регионах РФ. Создание нового функционала, доработка существующего. ;"JavaScript; Ext JS; ANT; React; Git; npm; Linux; rhino; sencha"
