;max_salarys;minCountDays;maxCountDays;avgCountDays;experience;employment;schedule;skills
0;{140000.0: 1, 70000.0: 1, nan: 1};0.0;29.0;3.047;"От 1 года до 3 лет    2;От 3 до 6 лет         1";Полная занятость    3;Полный день    3;{'Turbo Pascal': 1, ' 1С: Управление предприятием': 1}
