;id;name;city;min_salary;max_salary;company;published_at;experience;schedule;employment;description;conditions;requirement;responsibility;key_skills
44;33994354;Программист 1С;Москва;160000.0;260000.0;Alcon Group;2019-10-18T09:29:12+0300;От 3 до 6 лет;Полный день;Полная занятость;Обязанности:  Внедрение и поддержка систем бухгалтерского и налогового учета, управленческого учета, зарплаты и управление персоналом (УСО 2.4, ЗУП 8.3). Осуществление программного сопровождения и доработки существующего функционала баз данных в конфигурациях на базе 1С: 1С ERP УСО 2.4, УКФ 8.2, ЗУП 8.3, в соответствии с потребностями компании. Подготовка технических заданий для специалистов компаний-разработчиков программных продуктов в соответствии с потребностями компании. Настройка планов обслуживания БД, резервного копирования. Консультация пользователей по вопросам 1С. Осуществление взаимодействия с бухгалтерией, отделом корпоративного финансирования, департаментом основного строительства, отделом персонала по вопросам работы с программой 1С.  Требования:  Высшее профессиональное образование. Опыт работы от 5 лет. 1С: Специалист Платформа 8, УКФ 8.2, 1С ERP УСО 2.4 1С: Зарплата и управление персоналом 8.3  Условия:  Оформление в полном соответствии с трудовым законодательством. Белая заработная плата. Полный рабочий день. Офис в 5 минутах от ст. м.Сокол. ;  Оформление в полном соответствии с трудовым законодательством. Белая заработная плата. Полный рабочий день. Офис в 5 минутах от ст. м.Сокол. ;Высшее профессиональное образование. Опыт работы от 5 лет. 1С: Специалист Платформа 8, УКФ 8.2, 1С ERP УСО...;Подготовка технических заданий для специалистов компаний-<highlighttext>разработчиков</highlighttext> программных продуктов в соответствии с потребностями компании. Настройка планов обслуживания БД, резервного копирования. ;
2;33927599;Программист 1С;Москва;120000.0;170000.0;Металл Трейд;2019-10-18T19:37:19+0300;От 1 года до 3 лет;Полный день;Полная занятость;"Мы - Металл Трейд. Работая в сфере торговли металлом с 2009 года, мы ни раз доказали, что название компании, наша миссия и ценности наших первоклассных специалистов органично сливаются в единый механизм. Мы продаем нержавеющую сталь уже 10 лет и знаем о ней всё! В связи с расширением бизнеса мы ищем сильного 1-С программиста, способного оказать необходимую поддержку нашей команде! В нашем понимании успешный кандидат:   Знает работу 1-С (бухгалтерия, управление торговлей);   Готов находить оригинальные решения рабочих задач   Имеет опыт работы с программой 1С Бухгалтерия, Торговля и склад   Какие у Вас будут задачи:   Обеспечение бесперебойной работы 1-С   Написание алгоритмов для 1-С, необходимых для эффективной работы;   Работа с обновлением 1С   Откат изменений программе, исправление ошибок и т.п.   За нами не заржавеет:   Мы предлагаем достойную заработную плату;   Удобный график работы: начало рабочего дня с 9-00 либо 10-00   Официальное трудоустройство.   Комфортный офис, чай, кофе за счет компании   Сотрудничая с нами Вы также приобретаете:   Корпоративную мобильную связь;   Дружный и сплочённый коллектив, возглавляемый успешными и уверенными лидерами;   Уровень конечной заработной платы обсуждается с успешным кандидатом!    Возможна удаленная работа из дома с посещением офиса по требованию руководителя.  ";;Знает работу 1-С (бухгалтерия, управление торговлей). Готов находить оригинальные решения рабочих задач. Имеет опыт работы с программой 1С...;Обеспечение бесперебойной работы 1-С. Написание алгоритмов для 1-С, необходимых для эффективной работы. Работа с обновлением 1С. ;"C/C++; Творческое мышление; MS PowerPoint; C++; 1С: Бухгалтерия; 1С: Бухгалтерия и склад; 1С: Предприятие 8; 1С: Торговля и склад"
42;34163217;Программист 1С;Москва;100000.0;150000.0;ЛИНДЕКС;2019-10-18T14:13:18+0300;От 1 года до 3 лет;Полный день;Полная занятость;"Обязанности:  Доработка типовых конфигураций 1С под задачи компании. Обновление типовых конфигураций 1С. Настройка и разграничение прав пользователей. Поддержка и обучение пользователей Знание функционала и задач конфигураций: Управление торговлей 11, Бухгалтерия предприятия.  Требования:  Опыт работы Желателен опыт работы в компании – интеграторе. Желательно наличие сертификатов: 1С:Профессионал и 1С:Специалист по программному продукту 1С:Управление торговлей ред. 11  Условия:  Пятидневная рабочая неделя, рабочий день с 09:30 — 18:30. Оформление по ТК, оплачиваемый отпуск - 28 календарных дней, больничный лист. Зарплата выплачивается 2 раза в месяц без задержек. Возможность профессионального и карьерного роста Оплата обучения за счет компании Система премирования; ";"  Пятидневная рабочая неделя, рабочий день с 09:30 — 18:30. Оформление по ТК, оплачиваемый отпуск - 28 календарных дней, больничный лист. Зарплата выплачивается 2 раза в месяц без задержек. Возможность профессионального и карьерного роста Оплата обучения за счет компании Система премирования; ";"Опыт работы. Желателен опыт работы в компании – интеграторе. Желательно наличие сертификатов: &quot;1С:Профессионал&quot; и &quot;1С:Специалист&quot; по программному...";Доработка типовых конфигураций 1С под задачи компании. Обновление типовых конфигураций 1С. Настройка и разграничение прав пользователей. ;
69;33913279;Программист 1С;Москва;120000.0;150000.0;Компания Аскорт аудит-эскорт;2019-10-18T21:25:51+0300;От 3 до 6 лет;Полный день;Полная занятость;Обязанности: -Программирование на 1С:Предприятие 8.-Доработка типовых конфигураций в «1С:Предприятие 8» в соответствии с разработанными техническими заданиями, в том числе крупными.-Разработка новых конфигураций («с нуля» или на базе типовых конфигураций).-Оценка разработанных технических заданий (в части программирования). Требования: -Знание платформы «1С» версии 8.-Желательно наличие сертификата «1С:Специалист» по платформе 1С:Предприятие 8.-Знания типовых конфигураций 1С.-Опыт выполнения технических заданий. -Опыт работы с обменами в формате xml, web-сервисы - обязательное условие.-Внимательность к деталям, ответственность, порядочность. Условия: -Полный рабочий день с 10:00 до 18:00 Пн-Пт-Оклад (официальная заработная плата) + ДМС.-Обучение за счёт фирмы, испытательный срок 2 месяца.-Рабочее место в офисе, без выезда к клиентам, м. Кантемировская.   Наша организация является официальным партнером компании «1С» и имеет статус 1С:Франчайзи, что предполагает регулярное участие в масштабных проектах в области автоматизации. При этом наша компания имеет устойчивые хозяйственные связи с рядом крупных организаций, в которых осуществляются подобные проекты, что позволяет заранее планировать участие в проектах и заблаговременно составлять графики проведения работ. Договоры на сопровождение программ 1С в основном носят долгосрочный характер и составлены таким образом, чтобы равномерно распределить нагрузку на специалистов компании. В связи с этим все работы осуществляются в плановом режиме, вероятность авралов и перегрузок сведена к минимуму, что выгодно отличает нашу компанию от других аналогичных компаний, являющихся франчайзинговыми партнерами компании 1С.; -Полный рабочий день с 10:00 до 18:00 Пн-Пт-Оклад (официальная заработная плата) + ДМС.-Обучение за счёт фирмы, испытательный срок 2 месяца.-Рабочее место в офисе, без выезда к клиентам, м. Кантемировская.   Наша организация является официальным партнером компании «1С» и имеет статус 1С:Франчайзи, что предполагает регулярное участие в масштабных проектах в области автоматизации. При этом наша компания имеет устойчивые хозяйственные связи с рядом крупных организаций, в которых осуществляются подобные проекты, что позволяет заранее планировать участие в проектах и заблаговременно составлять графики проведения работ. Договоры на сопровождение программ 1С в основном носят долгосрочный характер и составлены таким образом, чтобы равномерно распределить нагрузку на специалистов компании. В связи с этим все работы осуществляются в плановом режиме, вероятность авралов и перегрузок сведена к минимуму, что выгодно отличает нашу компанию от других аналогичных компаний, являющихся франчайзинговыми партнерами компании 1С.;"Знание платформы «1С» версии 8. -Желательно наличие сертификата «1С:Специалист» по платформе &quot;1С:Предприятие 8&quot;. -";"Программирование на &quot;1С:Предприятие 8&quot;. -Доработка типовых конфигураций в «1С:Предприятие 8» в соответствии с разработанными техническими заданиями...";"1с; 1С программирование; 1С: Зарплата и управление персоналом; 1С: Управление Производственным Предприятием; 1С: Предприятие 8; 1С: Бухгалтерия; Бухгалтерский учет; 1C: Бухгалтерия; 1С: Комплексная автоматизация"
22;33834542;Программист 1С;Санкт-Петербург;;150000.0;Кистоун Лоджистикс;2019-10-18T13:39:20+0300;От 3 до 6 лет;Полный день;Полная занятость;"Мы ждем в свою команду опытного Программиста-консультанта 1С Ваши ключевые компетенции:  У вас не менее трех лет опыта разработки, внедрения и сопровождения типовых конфигураций на платформе 1С8; Вы знаете одну из конфигураций: БП, ЗУП, ERP; Владеете экономической и бухгалтерской терминологией. Знаете базовые принципы начисления заработной платы. Разбираетесь в администрировании и настройке 1С; Вам интересно участвовать в полном цикле разработки; Вы умеете разбираться в чужом коде и не боитесь самостоятельно работать.Что вам предстоит:   Автоматизация задач бизнеса; Разработка, тестирование и внедрение решений на платформе 1С 8.3; Консультационная поддержка пользователей; Интеграция 1С с другими системами.Что мы можем предложить:   Решение интересных задач средствами 1С. Возможность применения других технологий; Профессиональное и карьерное развитие; Отличный коллектив; Гарантированную оплату, прозрачную систему выплат;   Официальное оформление; Заработная плата до 150 000 рублей; Место работы: бизнес центр класса А на территории бизнес парка Полюстрово (бесплатная развозка от ст. метро пл.Ленина) ";;У вас не менее трех лет опыта разработки, внедрения и сопровождения типовых конфигураций на платформе 1С8. ;Автоматизация задач бизнеса. Разработка, тестирование и внедрение решений на платформе 1С 8.3. Консультационная поддержка пользователей. Интеграция 1С...;"1С программирование; 1С: Зарплата и управление персоналом; SQL; XML; MS SQL"
32;33721562;Программист 1С;Екатеринбург;60000.0;140000.0;1-й Советник;2019-10-17T14:13:33+0300;От 3 до 6 лет;Полный день;Полная занятость;"От Вас: - программирование в системах 1С: Предприятие (желателен опыт работы с 1C:ERP, 1С:УПП);- поддержка и разработка типовых и нетиповых конфигураций;- тестирование доработанного функционала и взаимодействие с Бизнес-аналитиками. Требования: - опыт программирования в системах 1С:Предприятие 8.х не менее года (обычные/управляемые формы);- опыт работы на проектах внедрения 1С (командная работа: бизнес-аналитики и программисты);- понимание и соблюдение стандартов 1С при разработке;- высшее или средне-техническое образование;- наличие сертификатов будет плюсом;- желание и умение работать в условиях многозадачности, часто несколько задач в работе. От нас: - обучение за счет Работодателя, время выделенное на обучение для получения сертификатов - оплачивается; - участие в крупных федеральных проектах, работа с командой опытных разработчиков; - отсутствие взаимодействия с Заказчиком, вы работаете только на проектах; - пятидневная рабочая неделя, с 9:00 до 18:00, возможно с 08:00 до 17:00, выходные – суббота, воскресенье;- официальное трудоустройство, социальный пакет согласно ТК РФ;- офис расположен в районе Южного Автовокзала, в 5-ти минутах ходьбы от станции метро Чкаловская, рядом с Ботаническим садом;- комфортный и уютный офис, крутая команда профессионалов, группы по интересам, корпоративные мероприятия и праздники. Ждем Вас в нашем офисе, обсудим больше подробностей!";;опыт работы на проектах внедрения 1С (командная работа: бизнес-аналитики и <highlighttext>программисты</highlighttext>). - понимание и соблюдение стандартов 1С при...;поддержка и разработка типовых и нетиповых конфигураций. - тестирование доработанного функционала и взаимодействие с Бизнес-аналитиками. - отсутствие взаимодействия с Заказчиком, вы...;
10;34167226;Программист 1С;Москва;100000.0;140000.0;ТОП МЕДИА;2019-10-18T16:32:03+0300;От 3 до 6 лет;Удаленная работа;Полная занятость;"Обязанности:   Настройка и доработка сильно-измененной 1С: Управление торговлей 10.3; Настройка и регулярное обновление типовой 1С: Управление бухгалтерией 2.0; Разработка нового функционала по поставленному ТЗ; Консультирование пользователей; Администрирование ИБ;  Требования:   Знание платформы 1С 8.2/8.3; Знание основ бухгалтерского и управленческого учета; Опыт работы с конфигурациями 1С: Управление; бухгалтерией 2.5/3.0, 1С: Управление торговлей 10.3 Уверенное владение технологией СКД; Приветствуется знание MS SQL; Опыт программирования в среде 1С от 3-х лет; В резюме или в сопроводительном письме, указывайте свой Skype;  Условия:   Оформление по ТК; Оплачиваемый мобильный; Возможность работать удаленно (полная загрузка); Командировки в Москву 2-3 раза в год; Премии по итогам года. ";"   Оформление по ТК; Оплачиваемый мобильный; Возможность работать удаленно (полная загрузка); Командировки в Москву 2-3 раза в год; Премии по итогам года. ";"Знание платформы 1С 8.2/8.3. Знание основ бухгалтерского и управленческого учета. Опыт работы с конфигурациями &quot;1С...";"Настройка и доработка сильно-измененной &quot;1С: Управление торговлей 10.3&quot;. Настройка и регулярное обновление типовой 1С: Управление бухгалтерией...";
9;33772059;Программист 1С;Самара;;130000.0;Гамма, Группа компаний;2019-10-16T16:00:17+0300;От 1 года до 3 лет;Гибкий график;Полная занятость;Крупной логистической компании в г.Самара требуется программист 1С для поддержки пользователей системы. Обязанности:  Доработка и развитие конфигурации Управление торговлей (версия 11) на платформе 1С 8.3 Разработка мобильной платформы под 1С, совершенствование текущей конфигурации Разработка на управляемых формах Разработка методов интеграции с сервисами поставщиков и покупателей с использованием Web, HTTP, XML, SOAP Разработка системы интеграции с сайтами на Битрикс Настройка синхронизации с типовыми конфигурациями БП и ЗУП Поддержка пользователей в устранении недочетов и вопросов по работе с программами 1С Планирование архитектуры новых проектов автоматизации компании  Требования:  Опыт работы программистом 1С от 2-х лет, навыки работы с управляемыми формами, знание СКД и языка запросов Образование высшее техническое желательно.    Условия:  Доставка транспортом компании Рабочая пятидневка с 9:00 до 18:00 Комфортный офис в окружении коллег-разработчиков Возможность развиваться и обучаться за счет компании Официальное трудоустройство ;  Доставка транспортом компании Рабочая пятидневка с 9:00 до 18:00 Комфортный офис в окружении коллег-разработчиков Возможность развиваться и обучаться за счет компании Официальное трудоустройство ;Опыт работы <highlighttext>программистом</highlighttext> 1С от 2-х лет, навыки работы с управляемыми формами, знание СКД и языка запросов. ;Доработка и развитие конфигурации Управление торговлей (версия 11) на платформе 1С 8.3. Разработка мобильной платформы под 1С...;
43;32002568;Программист 1С;Омск;40000.0;120000.0;Первый Бит;2019-10-18T14:55:03+0300;От 1 года до 3 лет;Полный день;Полная занятость;"Компания Первый Бит всегда растет и развивается, в связи с чем ищем в свою команду опытных программистов 1С. ЗАДАЧИ:  Анализ и решение проблем учета с использованием типовых продуктов 1С: ЗУП, БП, УТ, КА, УПП; Самостоятельная реализация необходимых доработок; Интеграция 1С с другими системами; Переносы данных, переходы на новые редакции; Участие в продаже проектов в качестве эксперта; Внедрение типовых конфигураций 1С, а также собственных отраслевых решений на платформе 1С.  ОТ ВАС ТРЕБУЕТСЯ:  Опыт внедрения и/или программирования в среде 1С от 1 года; Знание типовых конфигураций 1С (наличие сертификатов уровня «Специалист» будет преимуществом); Знание на профессиональном уровне одного или нескольких видов учёта: бухгалтерский и налоговый, финансовый, оперативный, управленческий.  ЧТО ПРЕДЛАГАЕМ:  Белая заработная плата: оклад (обсуждается на собеседовании) + бонусная часть в виде % от выполненного объема работ; Официальное трудоустройство с первого дня; Официальная сертификация в фирме 1С за счет компании; Сложные, разноплановые и интересные задачи; Возможность профессионального и карьерного роста: 80% руководителей отделов - это сотрудники, которые выросли внутри компании; Бесплатная сертификация 1С, помощь в подготовке к экзаменам; График работы 5/2, 09:00 - 18:00. ";;Опыт внедрения и/или программирования в среде 1С от 1 года. Знание типовых конфигураций 1С (наличие сертификатов уровня...;Анализ и решение проблем учета с использованием типовых продуктов 1С: ЗУП, БП, УТ, КА, УПП. Самостоятельная реализация необходимых доработок. ;"Бухгалтерский учет; Налоговая отчетность; 1С: Предприятие 8; Бухгалтерская отчетность; Ведение переговоров"
76;28769128;Программист 1С;Казань;30000.0;110000.0;Группа Компаний Альфа;2019-09-27T06:14:24+0300;От 1 года до 3 лет;Удаленная работа;Полная занятость;"ГК “Альфа” – пять бизнес-направлений оказывающие полный спектр услуг в сфере грузового транспорта. Нас 1000+ сотрудников. Присутствуем в восьми городах. Нового сотрудника ждут интересные задачи, развитие и работа в команде профессионалов, желающих сделать ГК “Альфа” лучше!   Обязанности:  программирование на 1Сv.8.x (УПП, Альфа-авто, ДО, Битрикс); доработка типовых и нетиповых конфигураций 1Сv.8x, внесение изменений в типовые и нетиповые конфигурации; участие в проектах автоматизации; анализ ошибок ведения учета и выработка рекомендаций по их исправлению; участие в проекте по разработке и внедрению дополнительных программных модулей в 1С; тестирование разработанного функционала; обучение пользователей работе с разработанными механизмами.  Требования:  опыт работы на аналогичной позиции от 2 лет; опыт в программировании на 1Сv.8.x; аналитический склад ума, высокий уровень самоконтроля.  Условия:  интересные проекты для реализации; высокая оплата (достойная Вашего уровня профессионализма); современные условия работы; офис на Аделя Кутуя; все возможности для профессионального роста; молодой, дружный коллектив; развитая система нематериального стимулирования персонала (корпоративные мероприятия, поощрения сувенирной продукцией) ВОЗМОЖНА УДАЛЕННАЯ РАБОТА! ";"  интересные проекты для реализации; высокая оплата (достойная Вашего уровня профессионализма); современные условия работы; офис на Аделя Кутуя; все возможности для профессионального роста; молодой, дружный коллектив; развитая система нематериального стимулирования персонала (корпоративные мероприятия, поощрения сувенирной продукцией) ВОЗМОЖНА УДАЛЕННАЯ РАБОТА! ";Опыт работы на аналогичной позиции от 2 лет. Опыт в программировании на 1Сv.8.x. Аналитический склад ума, высокий...;Программирование на 1Сv.8.x (УПП, Альфа-авто, ДО, Битрикс). Доработка типовых и нетиповых конфигураций 1Сv.8x...;"1С программирование; 1С: Предприятие 8; 1С: Зарплата и управление персоналом; Обновление конфигурации 1С; 1C: Бухгалтерия; 1С: Комплексная автоматизация; 1С: Документооборот"
