;min_salarys;minCountDays;maxCountDays;avgCountDays;experience;employment;schedule;skills
0;{80000.0: 1, 60000.0: 2, 85000.0: 1, nan: 1};0.0;29.0;3.046;"От 3 до 6 лет         2;От 1 года до 3 лет    2;Нет опыта             1";Полная занятость    5;"Полный день         3;Гибкий график       1;Удаленная работа    1";{'C#': 2, ' NET Core': 1, ' Git': 1, ' PostgreSQL': 1, ' API': 1, 'Знание технологий WPE, знание языка С#': 1}
