;Index;id;name;city;min_salary;max_salary;company;days_from_publication;description;conditions;requirement;responsibility;key_skills;Тюмень;Челябинск;Казань;Екатеринбург;Другие города;experience_Более 6 лет;experience_Нет опыта;experience_От 1 года до 3 лет;experience_От 3 до 6 лет;schedule_Гибкий график;schedule_Полный день;schedule_Сменный график;schedule_Удаленная работа;employment_Полная занятость;employment_Проектная работа;employment_Стажировка;employment_Частичная занятость;PHP;MySQL;JavaScript;Git;HTML;jQuery;Yii;CSS;ООП;1С-Битрикс;Другие навыки
10;21;34158603;Программист PHP;Екатеринбург;3;3;ТриниДата;0.03333333333333333;"Компания ТриниДата - лидер российского рынка интеллектуальных систем, основанных на онтологиях. Мы работаем с крупнейшими федеральными заказчиками, ведем активную научную и популяризаторскую деятельность. Нам требуется квалифицированный разработчик для работы в проектах по созданию современных корпоративных автоматизированных систем для известных федеральных компаний. Ищем тех, кто не равнодушен к результатам своего труда и готов решать действительно важные функциональные задачи, приобрести опыт выполнения реальных проектов для серьезных заказчиков. Наши текущие проекты:- Единая цифровая платформа крупнейшей промышленной компании России;- Логическая витрина данных для обработки геолого-геофизической информации;- Ситуационный центр субъекта РФ;- Система управления знаниями крупной инжиниринговой организации;- Разработка собственных продуктов компании.   Требования: Сильное алгоритмическое и логическое мышление, готовность осваивать новые технологии (работу с графовой СУБД, онтологии). Работа с git. Крайне желательно знакомство с MongoDB, PostgreSQL, приветствуется опыт с Vue, Docker, Kubernetes, CI/CD. Также рассматриваем кандидатов, готовых работать на Node.js.Широкий кругозор, готовность погружаться в особенности разных предметных областей, рассматривать задачи не только с точки зрения написания кода; участвовать в поиске оптимальных решений.Высокая ответственность и дисциплина.   Обязанности: Разработка корпоративного ПО в команде.Широкий спектр функциональных задач: сервисы, пользовательские интерфейсы, интеграция с различными источниками данных, обработка данных (в т.ч. потоков данных IoT, интеграция с сервисами на основе нейросетей и машинного обучения, машиной логического вывода и др.).   Условия работы: Полная занятость, стабильная з/п, официальное оформление. Удобный график работы: 3 дня в офисе, 2 дня удаленно (по желанию). Современный офис в центре города, с террасой и видом на реку.Зарплата обсуждается в зависимости от квалификации.";;Ищем тех, кто не равнодушен к результатам своего труда и готов решать действительно важные функциональные задачи, приобрести опыт выполнения реальных...;Логическая витрина данных для обработки геолого-геофизической информации. - Разработка собственных продуктов компании. Разработка корпоративного ПО в команде. Широкий спектр функциональных...;"PHP;JavaScript;PostgreSQL;MongoDB;Git";0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;1
11;96;33876500;PHP-разработчик (Laravel);Новосибирск;3;3;Сайтсофт;0.06666666666666667;"Компания «Сайтсофт» — один из признанных лидеров рынка в области разработки IT-решений для государственных организаций. Компания основана в 2005 году в Екатеринбурге. Наши основные направления деятельности: создание и поддержка интернет-проектов государственных организаций и крупного бизнеса, разработка мобильных приложений, продвижение в социальных сетях. Коллектив компании состоит из более 150 высококвалифицированных специалистов, работающих в офисах Москвы и Екатеринбурга. С чем работать?  Высоконагруженные порталы (более 1 млн посетителей в сутки); информационные системы (программно-аппаратные комплексы, API для сервисов, видеотрансляции, внутренние корпоративные порталы); системы документооборота и медиахранилищ; бэкенды для мобильных приложений; интеграция и поддержка сторонних решений.    Наш стек технологий:  PHP 7+, JavaScript(+ES6), Golang; Elasticsearch/ELK, MySQL, PostgreSQL, Cassandra; CI/CD, Selenium; RabbitMQ, Redis и пр.  Frontend-разработка у нас живет отдельно. Используются:  ES6, VueJS, webpack / grunt / gulp LESS / SASS / Stylus  Требования:  опыт разработки на одном из фреймворков: Laravel, Yii, Kohana или Symfony; чистый читабельный код; понимание основ оптимизации кода на высоконагруженных проектах; умение читать документацию и разбираться в новых технологиях.  Желательно:  опыт работы командной разработки; плотное знакомство с фронтендом: JS, VueJS.  Со своей стороны предлагаем:  современный офис на Коммунистической, 40; гибкий рабочий график с началом работы с 8:00 до 12:00; полностью белая заработная плата. Уровень окладной части обсуждается индивидуально в зависимости от профессиональных компетенций; ежегодная солидная премия по итогам работы; ежегодный пересмотр заработной платы по результатам работы; возможности для профессионального и карьерного развития; качественное планирование вашей работы. Вы будете знать, чем вы будете заниматься через день, неделю, месяц; работа над востребованными продуктами, которыми пользуются миллионы граждан нашей страны.  Среди наших проектов:   Интернет-портал МВД России   Интернет-портал МЧС России   ФССП России   и множество других   Мы НЕ занимаемся разработкой простых коммерческих сайтов, визиток и т.д. Для нас разработка - это множество интеграционных решений, использование современных технологий, высоконагруженные проекты и сложные задачи. Мы понимаем ценность качественного кода и используемых решений и применяем весь спектр технологий для достижения поставленных целей. Мы поощряем инициативность, ответственность, желание развиваться и совершенствоваться. Мы также высоко ценим позитивное мышление и доброжелательность. Наш основной потенциал - это наши сотрудники. Работа в нашей жизни занимает значительное количество времени и мы делаем все для того, чтобы каждый сотрудник чувствовал себя комфортно. Минимум бюрократии - максимум человеческого отношения. Присоединяйтесь!";;Опыт разработки на одном из фреймворков: Laravel, Yii, Kohana или Symfony. Чистый читабельный код. Понимание основ оптимизации кода на высоконагруженных...;Высоконагруженные порталы (более 1 млн посетителей в сутки). Информационные системы (программно-аппаратные комплексы, API для сервисов, видеотрансляции, внутренние корпоративные порталы). ;"laravel;php7;Redis;PHP";0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1
12;48;34142078;PHP-программист на Битрикс;Самара;0;2;Студия Варнофф;0.26666666666666666;"Студия Варнофф – интернет-агентство полного цикла – ищет в свою команду PHP программиста на Битрикс с опытом работы. Мы на самарском рынке с 2001 года. За это время мы приобрели большой опыт, постоянно развивались, модернизировали и совершенствовали действующие направления. В числе наших клиентов: - крупные промышленные предприятия; - успешные коммерческие компании; - строительные компании и др. Требуемый опыт работы: 3–6 лет (рассмотрим кандидатов с меньшим опытом, но огромным желанием учиться и работать) Требования: - Опыт работы с PHP7 (желательно ООП); - JS (знание jQuery); - Знания HTML\CSS; - Сертифицированный разработчик 1C-bitrix.Обязанности: - Поддержание работоспособности сайтов - Программирование, настройка интернет-проектов, интернет-магазинов - Интегрирование готовой верстки на Битрикс - Совместная работа в команде разработчиков через GIT - Написание понятного и удобочитаемого кода Мы предлагаем: - работу в крупной стабильной компании; - сложные и интересные проекты, которыми можно гордиться; - реальную возможность карьерного роста; - работу в молодом дружном коллективе; - чай-кофе в нашем офисе – в неограниченном количестве. Итоговая зарплата определяется по результатам собеседования в зависимости от вашей квалификации.Условия: - Полный рабочий день, 5/2 - Полная занятость Ключевые навыки: PHP5 CSS3 HTML JavaScript 1С-Битрикс Если вы хотите расти и развиваться вместе с нами – ждем вас на собеседование в нашем офисе!"; - Полный рабочий день, 5/2 - Полная занятость Ключевые навыки: PHP5 CSS3 HTML JavaScript 1С-Битрикс Если вы хотите расти и развиваться вместе с нами – ждем вас на собеседование в нашем офисе!;Требуемый опыт работы: 3–6 лет (рассмотрим кандидатов с меньшим опытом, но огромным желанием учиться и работать). Требования: - Опыт работы...;Программирование, настройка интернет-проектов, интернет-магазинов. - Интегрирование готовой верстки на Битрикс. - Совместная работа в команде разработчиков через GIT. - ;"HTML;JavaScript;1С-Битрикс;CSS;PHP";0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;1;0;1;0;1;0;0;1;0;1;0
13;37;34035471;PHP-программист;Челябинск;1;2;Максимал;0.4666666666666667;"Мы ожидаем, что вы:  Знаете php; Знаете, что такое git и как с этим жить Работали с одним из популярных фреймворком Yii, Symfony, Laravel, Zend, Phalcon Понимаете, что такое ООП, и умеете применять на практике основные паттерны; Уверенно пишете SQL и умеете оптимизировать запросы; Понимаете, как устроен HTTP; Знакомы с Linux и умеете работать с командной строкой;  Мы будем рады, если вы:  Работали с фреймворком Phalcon; Имеете опыт работы с инструментами профилирования, дебага. Умеете пользоваться инструментами мониторинга, например, Grafana; Понимаете архитектуру высоконагруженных систем;  Условия работы:  Официальное оформление в компании; Плавающее начало рабочего дня; Бесплатные обеды в офисе, неограниченные чай/кофе/газировка.   ";;Понимаете, что такое ООП, и умеете применять на практике основные паттерны. Уверенно пишете SQL и умеете оптимизировать запросы. ;Работали с фреймворком Phalcon.;"Git;Linux;PHP;Phalcon;SQL";0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1
14;32;34166317;PHP-программист;Екатеринбург;1;2;Топлайнер;0.03333333333333333;Обязанности: Разработка ПО, развитие существующих проектов, тех. поддержка корпоративных программ. Требования:\Умение быстро включиться в проект, ответственность, обучаемость. Хороший опыт работы. Уверенное знание PHP (5,7), Mysql, \верстки на основе современных фреймворков. Условия: Офис в центре города. Зарплата без задержек. Полный рабочий день, небольшой коллектив, кофе.; Офис в центре города. Зарплата без задержек. Полный рабочий день, небольшой коллектив, кофе.;Требования:\Умение быстро включиться в проект, ответственность, обучаемость. Хороший опыт работы. Уверенное знание PHP (5,7), Mysql, \верстки на основе...;Обязанности: Разработка ПО, развитие существующих проектов, тех. поддержка корпоративных программ.;"PHP;MySQL;HTML5;jQuery;Yandex Maps API;CSS";0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;1;1;0;0;0;1;0;1;0;0;1
15;15;33778752;PHP-программист (Junior);Новосибирск;1;2;ИОМ Анкетолог;0.06666666666666667;Anketolog - сервис для создания онлайн-опросов и проведения исследований. Наша компания является Новосибирским инновационным интернет-проектом существующим с 2010 года. Мы ищем целеустремленного, ответственного разработчика на PHP, который способен быстро подключиться к работе над проектом. Необходимые навыки и знания:  Хорошие знания PHP 5+ Понимание ООП (классы, наследование, интерфейсы, трейты, паттерны и пр.) Понимание принципов MVC Знание HTML, CSS и Javascript Знание SQL (индексы, джоины и пр.)  Будет плюсом:  Знание фреймворков Yii, Symfony Опыт работы с mongodb, sphinx, elasticsearch Опыт работы с Javascript библиотеками: backbonejs, marionettejs, react Опыт работы с системами правления версиями (git)  Мы можем предложить:  Собственный крупный интернет-проект Молодой, дружный коллектив Много интересных задач Работа в офисе в центре города Своевременная и в полном объеме выплата заработной платы Стабильная компания с хорошим опытом работы Заработная плата по договоренности в зависимости от вашей квалификации (внимательно выслушаем ваши пожелания на счет оплаты и рабочего графика).  Качества:  Пунктуальность, ответственность. Готовность выполнить небольшое тестовое задание. ;;Необходимые навыки и знания: Хорошие знания PHP 5+. Понимание ООП (классы, наследование, интерфейсы, трейты, паттерны и пр.). ;;"Yii;PHP;CSS3;JavaScript;jQuery;Backbone";0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;1;1;0;0;0;1
16;16;34154189;PHP программист;Ростов-на-Дону;2;2;Химсервис;0.03333333333333333;Обязанности:  Разработка собственного проекта компании Поддержка проекта Составление и выполнение ТЗ по разработке и внедрению нового функционала  Требования:  Знание WEB - технологий PHP 5/7 Знание и понимание принципов работы с БД Работа на территории предприятия Знание HTML и CSS является дополнительным плюсом.  Условия:  5 дневная рабочая неделя График с 9-00 до 17-30. Суббота, воскресенье - выходные Удаленные работники не интересуют ;  5 дневная рабочая неделя График с 9-00 до 17-30. Суббота, воскресенье - выходные Удаленные работники не интересуют ;Знание WEB - технологий. PHP 5/7. Знание и понимание принципов работы с БД. Работа на территории предприятия. Знание HTML и...;Разработка собственного проекта компании. Поддержка проекта. Составление и выполнение ТЗ по разработке и внедрению нового функционала.;"Пользователь ПК;MS PowerPoint;MySQL;PHP";0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1
17;62;34275422;PHP-разработчик;Екатеринбург;1;1;Хоум Пицца;0.0;В команду разработки собственных проектов службы доставки Хоум-Пицца требуется PHP-разработчик. Ты нам подходишь, если: - Имеешь опыт разработки на PHP (мы используем 7) - Знаком с любым PHP фреймворком, например, Symfony или Laravel - Знаешь, как писать правильные SQL запросы (у нас MySQL) - Имеешь знакомство с AngularJS, JS, HTML, CSS - Понимаешь для чего нужен Git и как им пользоваться - Готов разбираться в чужом коде Что предстоит делать: - Сопровождение и модернизация существующих проектов компании - Участие в проектировании и разработке новых сервисов Мы предлагаем: - Молодой дружный коллектив - Удобный график работы - Официальное трудоустройство согласно ТК РФ - Достойный уровень заработной платы, выплачивается своевременно, 2 раза в месяц  ; - Молодой дружный коллектив - Удобный график работы - Официальное трудоустройство согласно ТК РФ - Достойный уровень заработной платы, выплачивается своевременно, 2 раза в месяц  ;Имеешь опыт разработки на PHP (мы используем 7). - Знаком с любым PHP фреймворком, например, Symfony или Laravel. - Знаешь, как писать...;Что предстоит делать: - Сопровождение и модернизация существующих проектов компании. - Участие в проектировании и разработке новых сервисов.;"MySQL;Git;AngularJS;JavaScript;PHP";0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;1;1;1;1;0;0;0;0;0;0;1
18;80;34235388;PHP-программист;Новосибирск;2;1;Самопознание.ру и ВсеТренинги .ру;0.06666666666666667;Ищем ответственного разработчика для работы над проектами “Самопознание.ру” и “Всетренинги.ру”. Нашим порталам более 10 лет, и мы регулярно занимаемся их обновлением и активным развитием. Каждый день на наши сайты приходят тысячи людей. Одни из них хотят рассказать о своём тренинге, другие – найти мероприятие под свои задачи. Мы помогаем этим двум аудиториям встречаться и быть полезными друг другу. Приглашаем присоединиться к нашей команде. Обязанности:  разработка нового функционала, поддержка и доработка существующих сервисов, интеграция со сторонними продуктами (1С, различные виджеты и API).  Необходимые навыки:  опыт разработки на PHP, опыт работы с HTML / CSS, опыт использования JavaScript и jQuery, хорошее знание MySQL (умение оптимизировать запросы для больших объемов данных), знание и понимание ООП, шаблонов проектирования, умение работать с Git, знание шаблонизатора smarty будет плюсом.  Требования:  профильный опыт работы от 1 года, умение работать в команде, опыт совместной работы над кодом, способность разобраться в чужом коде, ответственность и инициативность, дотошность и высокая самоорганизованность, интерес к тематике личностного роста и саморазвития будет преимуществом.  Условия:  удаленная работа испытательный срок – 2 месяца, уровень заработной платы определяется по результатам собеседования.  В резюме укажите, пожалуйста, желаемый заработок и примеры выполненных проектов.;  удаленная работа испытательный срок – 2 месяца, уровень заработной платы определяется по результатам собеседования.  В резюме укажите, пожалуйста, желаемый заработок и примеры выполненных проектов.;Опыт разработки на PHP. Опыт работы с HTML / CSS. Опыт использования JavaScript и jQuery. Хорошее знание MySQL (умение оптимизировать запросы...;Разработка нового функционала. Поддержка и доработка существующих сервисов. Интеграция со сторонними продуктами (1С, различные виджеты и API).;"PHP;HTML;CSS;MySQL;JavaScript;jQuery;Git";0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;0;1;0;0;0
19;85;34262031;Программист PHP (Junior);Самара;0;1;Интроверт;0.03333333333333333;"Интроверт — компания, которая занимается автоматизацией отделов продаж. Мы работаем с CRM-системой amoCRM и растем на 350% в год. За последние пять лет работы мы осуществили 200 проектов по внедрению, среди которых: Нетология-групп, Лайк Холдинг, CallbackHunter, газета Ведомости, HabraHabr, Гифтери, банк Точка и другие компании. Работы будет много. Мы строим распределенную команду, которая эффективна за счет IT-технологий и помогаем эти технологии внедрять своим клиентам. Кого мы ищем: Мы ищем трудолюбивого и ответственного человека, желающего развиваться в области программирования. Задачи: Задачи по автоматизации, работа с API сервисов телефонии, CRM, учетных систем и т.д.; Разработка fronted-приложений на JS Разработка функционала в рамках поставленных задач (PHP, MySQL, JS). Требования: Знание PHP, JS; Желание вникать в бизнес-логику выполняемых задач; Умение действовать самостоятельно; Умение разбираться в чужом коде; Плюсом будет знание CSS, HTML, JQuery; Приветствуется: умение работать с git, composer; Личные качества: ответственность, коммуникабельность, желание обучаться и вникать в задачи. Мы предлагаем: Работа на интересном проекте на растущем рынке и технически сильной команде; Возможность профессионального и карьерного роста; Обучение от технического директора (опыт в IT 8 лет) и продуктовой команды; График работы: 5/2 с 09.00 до 18.00 (возможен более гибкий график по индивидуальной договоренности); Стажировка в течение 2-х недель, оклад 15 000 рублей. По окончании стажировки работа в компании, оклад 20 000 с ростом до 40 000. Отсутствие необходимости работать в офисе: можно из дома, кафе или Таиланда; Молодой и дружный коллектив.";" Работа на интересном проекте на растущем рынке и технически сильной команде; Возможность профессионального и карьерного роста; Обучение от технического директора (опыт в IT 8 лет) и продуктовой команды; График работы: 5/2 с 09.00 до 18.00 (возможен более гибкий график по индивидуальной договоренности); Стажировка в течение 2-х недель, оклад 15 000 рублей. По окончании стажировки работа в компании, оклад 20 000 с ростом до 40 000. Отсутствие необходимости работать в офисе: можно из дома, кафе или Таиланда; Молодой и дружный коллектив.";Знание PHP, JS. Желание вникать в бизнес-логику выполняемых задач. Умение действовать самостоятельно. Умение разбираться в чужом коде. ;Задачи по автоматизации, работа с API сервисов телефонии, CRM, учетных систем и т.д.. Разработка fronted-приложений на JS. ;"CSS;PHP;HTML;jQuery;JavaScript;Git;CRM;Веб-программирование";0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;1;0;1;1;1;1;0;1;0;0;1
20;38;33948263;Начинающий PHP-программист;Челябинск;0;1;Некстайп;0.6;Мы ищем в команду начинающего backend разработчика. Научим его правильно и быстро разрабатывать приложения на PHP с использованием популярных фреймворков, в совершенстве владеть unix-подобными системами и составлять сложные SQL запросы. Все знания будем приправлять системами контроля версий, к примеру git.Если ты давно хотел программировать для веб, и понимаешь, что дорогу осилит идущий, скорее отправляй информацию о себе, нам на почту. Крайне желательно, чтобы кандидат четко отличал Backend от Frontend, хорошо владел HTML5 и умел пользоваться таблицами каскадных стилей.Плюсом будут знания JavaScript. И еще мы терпеть не можем нытиков, использующих глаголы “попробую”, “попытаюсь”, “постараюсь” в повседневной жизни, а всех остальных любим, ценим и дарим плюшки. Обязательное условие - прохождение тестового задания.;;Крайне желательно, чтобы кандидат четко отличал Backend от Frontend, хорошо владел HTML5 и умел пользоваться таблицами каскадных стилей. ;;"PHP;MySQL;JavaScript;Git;HTML";0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0
21;19;29139466;Начинающий PHP-программист;Ростов-на-Дону;0;1;ЗАЗЕКС;0.06666666666666667;"Начинающий PHP-программист Наша компания занимается предоставлением полного спектра услуг по разработке ПО для заказчиков со всего мира.Компания состоит из двух офисов – девелоперский центр в Ростове-на-Дону (он же головной офис) и офис продаж в Мельбурне, Австралия.Мы предоставляем услуги web-разработки, мобильной разработки, десктопной разработки, математического прикладного программирования, проектирования, тестирования и создания графического дизайна.   Мы приглашаем на работу Начинающего PHP- программиста в web-отдел в головной офис в Ростове-на-Дону. Требования:    ответственность; техническое образование (допускается неоконченное); обучаемость; знание PHP; желательно знание SQL‚ JavaScript; желателен какой-то опыт работы в области программирования; умение работать в команде; приветствуется наличие примеров Ваших проектов.  Условия:  оформление согласно Трудовому Кодексу РФ; только крупные и сложные проекты; работа с инновационными технологиями, о которых другие компании боятся даже подумать; большое количество коллег по цеху, скучать не будете; система премирования (помимо указанного оклада выплачиваются ежемесячные премии согласно эффективности труда); оплачиваемые переработки для трудоголиков (9-й и 10-й час в день по тарифу 150%‚ 11-й и далее по тарифу 200%); возможность корпоративного обучения; полный соц. пакет; достойная заработная плата; уважительное отношение к сотрудникам; подвозка к месту работы/домой для жителей ЗЖМ; свой повар + своя столовая; большой, хороший‚ уютный офис в натуральном деревянном стиле с большим количеством зелени; неограниченная парковка для сотрудников компании; бесплатные снэки (перекусы); доступный досуг (настольный футбол‚ PlayStation VR‚ Sega Mega Drive 2, турник‚ брусья‚ электрогитара‚ басуха‚ пианино, массажное кресло Yamaguchi YA-6000, свежий воздух); офис вблизи транспортной развязки Квадро; восьмичасовой рабочий день. Перерыв 1 час + два кофе-тайма по 15 минут; если вы дочитали до этой строчки, то вот вам бонус: фактическая зарплата, как правило, выше, чем указанная в вакансии; все вышеперечисленное - правда. ";"  оформление согласно Трудовому Кодексу РФ; только крупные и сложные проекты; работа с инновационными технологиями, о которых другие компании боятся даже подумать; большое количество коллег по цеху, скучать не будете; система премирования (помимо указанного оклада выплачиваются ежемесячные премии согласно эффективности труда); оплачиваемые переработки для трудоголиков (9-й и 10-й час в день по тарифу 150%‚ 11-й и далее по тарифу 200%); возможность корпоративного обучения; полный соц. пакет; достойная заработная плата; уважительное отношение к сотрудникам; подвозка к месту работы/домой для жителей ЗЖМ; свой повар + своя столовая; большой, хороший‚ уютный офис в натуральном деревянном стиле с большим количеством зелени; неограниченная парковка для сотрудников компании; бесплатные снэки (перекусы); доступный досуг (настольный футбол‚ PlayStation VR‚ Sega Mega Drive 2, турник‚ брусья‚ электрогитара‚ басуха‚ пианино, массажное кресло Yamaguchi YA-6000, свежий воздух); офис вблизи транспортной развязки Квадро; восьмичасовой рабочий день. Перерыв 1 час + два кофе-тайма по 15 минут; если вы дочитали до этой строчки, то вот вам бонус: фактическая зарплата, как правило, выше, чем указанная в вакансии; все вышеперечисленное - правда. ";Ответственность. Техническое образование (допускается неоконченное). Обучаемость. Знание PHP. Желательно знание SQL‚ JavaScript. Желателен какой-то опыт работы в области программирования. ;Мы предоставляем услуги web-разработки, мобильной разработки, десктопной разработки, математического прикладного программирования, проектирования, тестирования и создания графического дизайна. ;"PHP;Node.js;JavaScript;HTML;HTML5;Linux;Git;ООП;MySQL;CSS;PHP5";0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;1;1;1;1;1;0;0;1;1;0;1
22;57;34113437;PHP-программист;Казань;1;0;Прайм Тайм;0.3;Обязанности:  поддержка сайтов и сервисов  Требования:  знание php,js, git опыт работы с фреймворками базовое знание верстки базовые знание графических программ  Условия:  работа в офисе зп обсуждается после собеседования ;  работа в офисе зп обсуждается после собеседования ;Знание php,js, git. Опыт работы с фреймворками. Базовое знание верстки. Базовые знание графических программ.;Поддержка сайтов и сервисов.;"Git;PHP;HTML;phpMyAdmin";0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;1;1;0;0;0;0;0;1
23;26;34088754;PHP-программист;Екатеринбург;2;2;Ананас. ИТ Решения;0.03333333333333333;Компания Ананас. Мы специализируемся на разработке не типовых проектов, внутренних систем для бизнеса. Ищем Backend PHP разработчика, готового изучать новые технологии и развиваться вместе с нами для длительного сотрудничества Обязанности:  Разработка систем c использованием языка PHP (преимущественно Laravel) Техническая поддержка разработанных систем Разработка внутренних систем компании  Требования: Обязательно:  Уверенное знание PHP Понимание принципов ООП Пунктуальность в решении задач Умение работать с системой контроля версий GIT Знание основ баз данных Стремление развиваться и становиться все лучше и лучше  Будет плюсом:  Базовые знание HTML, CSS, JS Опыт покрытия кода тестами  Условия  Гибкое начало рабочего дня до 10:30 Официальное трудоустройство согласно ТК РФ Предоставим все необходимое для комфортной и качественной работы Дружный и сплоченный коллектив Возможность поработать в сложных и нестандартных проектах Возможность обучаться и принимать участие в различных конференциях  Плюшки:  Работа над нетипичными проектами Регулярные корпоративные мероприятия Профессиональный рост Доступ к различным обучающим материалам Компенсация обедов Возможность стать FullStack разработчиком Льготы от наших партнеров (Мозгобойня) ;;Уверенное знание PHP. Понимание принципов ООП. Пунктуальность в решении задач. Умение работать с системой контроля версий GIT. Знание основ баз...;Разработка систем c использованием языка PHP (преимущественно Laravel). Техническая поддержка разработанных систем. Разработка внутренних систем компании.;"PHP;MySQL;ООП;Git;Laravel;PostgreSQL;backend";0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;1;1;0;1;0;0;0;0;1;0;1
24;39;34204870;Разработчик / программист на PHP и 1С-Битрикс;Ростов-на-Дону;2;1;Ивит;0.0;Нужно будет делать:  Поддерживать существующие сайты и участвовать в создании новых веб-проектов. Использовать все возможности CMS, в том числе 1С-Битрикса, для решения типичных и нетипичных задач. Писать новые модули, если это необходимо. Интегрировать сайты с 1С Предприятие и другими сторонними системами заказчика. Помогать менеджерам составлять технические задания на проекты.  Обязательные требования:  Опыт разработки на PHP/MySQL не менее 1 года. Базовые знания и опыт работы с различными CMS и Framework (например, UMI, Symfony, Drupal, MODx, Wordpress, OpenCart). Уверенно знать JS, AJAX, HTML, CSS. Базовые знания по настройке хостингов и веб-серверов (через консоль).  Приветствуется:  Умение просто объяснить сложные вещи. Умение правильно прогнозировать время, необходимое для решения задачи. Активное участие в профессиональных сообществах. Наличие различных сертификатов и наград. Опыт работы в веб-студии.  Мы рады принять в свою команду компетентных специалистов:  С высшим образованием. Желательно, с техническим. Считающих, что ответственность, аккуратность, системное мышление, пунктуальность и исполнительность – это не просто слова. Готовых постоянно совершенствовать свои профессиональные навыки.  Условия работы:  Удаленная работа Полная занятость при достаточно гибком графике. Работа в динамично развивающейся компании Дружный коллектив.    Напишите о себе, не забудьте про портфолио.;;Опыт разработки на PHP/MySQL не менее 1 года. Базовые знания и опыт работы с различными CMS и Framework (например...;Поддерживать существующие сайты и участвовать в создании новых веб-проектов. Использовать все возможности CMS, в том числе 1С-Битрикса...;"PHP;MySQL;JavaScript;Git;HTML";0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0
25;20;34204869;Разработчик / программист на PHP и 1С-Битрикс;Самара;2;2;Ивит;0.0;Нужно будет делать:  Поддерживать существующие сайты и участвовать в создании новых веб-проектов. Использовать все возможности CMS, в том числе 1С-Битрикса, для решения типичных и нетипичных задач. Писать новые модули, если это необходимо. Интегрировать сайты с 1С Предприятие и другими сторонними системами заказчика. Помогать менеджерам составлять технические задания на проекты.  Обязательные требования:  Опыт разработки на PHP/MySQL не менее 1 года. Базовые знания и опыт работы с различными CMS и Framework (например, UMI, Symfony, Drupal, MODx, Wordpress, OpenCart). Уверенно знать JS, AJAX, HTML, CSS. Базовые знания по настройке хостингов и веб-серверов (через консоль).  Приветствуется:  Умение просто объяснить сложные вещи. Умение правильно прогнозировать время, необходимое для решения задачи. Активное участие в профессиональных сообществах. Наличие различных сертификатов и наград. Опыт работы в веб-студии.  Мы рады принять в свою команду компетентных специалистов:  С высшим образованием. Желательно, с техническим. Считающих, что ответственность, аккуратность, системное мышление, пунктуальность и исполнительность – это не просто слова. Готовых постоянно совершенствовать свои профессиональные навыки.  Условия работы:  Удаленная работа Полная занятость при достаточно гибком графике. Работа в динамично развивающейся компании Дружный коллектив.    Напишите о себе, не забудьте про портфолио.;;Опыт разработки на PHP/MySQL не менее 1 года. Базовые знания и опыт работы с различными CMS и Framework (например...;Поддерживать существующие сайты и участвовать в создании новых веб-проектов. Использовать все возможности CMS, в том числе 1С-Битрикса...;"PHP;MySQL;JavaScript;Git;HTML";0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0
