;Index;id;name;city;min_salary;max_salary;company;days_from_publication;description;conditions;requirement;responsibility;key_skills;Тюмень;Челябинск;Казань;Екатеринбург;Другие города;experience_Более 6 лет;experience_Нет опыта;experience_От 1 года до 3 лет;experience_От 3 до 6 лет;schedule_Гибкий график;schedule_Полный день;schedule_Сменный график;schedule_Удаленная работа;employment_Полная занятость;employment_Проектная работа;employment_Стажировка;employment_Частичная занятость;;Другие навыки
0;40;34112418;Менеджер по работе с девелоперами;Тюмень;0;0;Сова;0.0;Обязанности:  Работа с партнерами, ведение документооборота, организация экскурсий на объекты (коттеджи, земельные участки). Проведение переговоров с клиентами Ведение базы объектов и клиентов Взаимодействие с риелторами агентства  Требования:  Высокий уровень самоорганизации Знание ПК на уровне пользователя Коммуникабельность, активность Обучаемость, трудолюбие Желание зарабатывать и двигаться по карьерной лестнице Опыт работы в продажах приветствуется  Условия:  Работа в лидирующем агентстве, интенсивно и успешно развивающемся на рынке Дружный и сплоченный коллектив Оборудованный всем необходимым современный офис Трудоустройство по ТК РФ График работы с 9:00 до 18:00, 5/2 З/плата оклад + % Развитый сервис компании Возможность карьерного роста Юридическая и рекламная поддержка   ;  Работа в лидирующем агентстве, интенсивно и успешно развивающемся на рынке Дружный и сплоченный коллектив Оборудованный всем необходимым современный офис Трудоустройство по ТК РФ График работы с 9:00 до 18:00, 5/2 З/плата оклад + % Развитый сервис компании Возможность карьерного роста Юридическая и рекламная поддержка   ;Высокий уровень самоорганизации. Знание ПК на уровне пользователя. Коммуникабельность, активность. Обучаемость, трудолюбие. Желание зарабатывать и двигаться по карьерной лестнице. ;Работа с партнерами, ведение документооборота, организация экскурсий на объекты (коттеджи, земельные участки). Проведение переговоров с клиентами. Ведение базы объектов и...;;1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0
