;Index;id;name;city;min_salary;max_salary;company;days_from_publication;description;conditions;requirement;responsibility;key_skills;Тюмень;Челябинск;Казань;Екатеринбург;Другие города;experience_Более 6 лет;experience_Нет опыта;experience_От 1 года до 3 лет;experience_От 3 до 6 лет;schedule_Гибкий график;schedule_Полный день;schedule_Сменный график;schedule_Удаленная работа;employment_Полная занятость;employment_Проектная работа;employment_Стажировка;employment_Частичная занятость;PHP;MySQL;CSS;JavaScript;HTML;HTML5;jQuery;1С-Битрикс;Git;CSS3;Другие навыки
12;3;32399297;Веб-разработчик / Программист PHP;Казань;3;3;Интернет-агентство FISHLAB;0.06666666666666667;"Обязанности:  Разработка бэкенда Интернет-магазинов и Корпоративных сайтов на 1C-Битрикс (внедрение предоставленной верстки, программирование функционала, тестирование) Разработка компонентов и модулей для 1C-Битрикс Развитие функционала и техническая поддержка реализованных проектов Оценка сроков выполнения работ по техническому заданию проекта или техническому описанию задачи Рефакторинг и оптимизация старого кода  Требования:  Опыт работы в веб-студии от 3-х лет Знание PHP, MySQL, JavaScript, JQuery Опыт работы с 1С Битрикс не менее 2-х лет Знание и умение применять ООП при разработке там, где необходимо Знание английского языка на уровне чтения документации Понимание принципов работы систем контроля версий (Git) и опыт работы с ними Опыт работы с командной строкой Умение давать правильную оценку сроков выполнения задач и укладываться в них  Мы предлагаем:  Интересную работа и возможности карьерного роста; Офис в 5 минутах от м. Площадь Тукая; График работы: 5/2 с 9:00 до 18:00; Оформление по ТК РФ, оплачиваемый отпуск; Испытательный срок - 3 месяца Уровень заработной платы зависит от опыта и компетенций соискателя и определяется по результатам собеседования ";"  Интересную работа и возможности карьерного роста; Офис в 5 минутах от м. Площадь Тукая; График работы: 5/2 с 9:00 до 18:00; Оформление по ТК РФ, оплачиваемый отпуск; Испытательный срок - 3 месяца Уровень заработной платы зависит от опыта и компетенций соискателя и определяется по результатам собеседования ";Опыт работы в веб-студии от 3-х лет. Знание PHP, MySQL, JavaScript, JQuery. Опыт работы с 1С Битрикс...;Разработка бэкенда Интернет-магазинов и Корпоративных сайтов на 1C-Битрикс (внедрение предоставленной верстки, программирование функционала, тестирование). Разработка компонентов и...;"Git;1С-Битрикс;Linux;Jetbrains Phpstorm;XML;MySQL;HTML5;PHP;jQuery;Ajax;CSS3";0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;0;1;1;0;0;0;1;1;1;1;1;1
13;21;32887562;Web-программист на Bitrix;Тюмень;3;3;РостБизнесКонсалт;0.0;  Ищем разработчика на фултайм в офис. Работа на крупном проекте. Трудиться нужно будет в отделе маркетинга: молодая команда из 12 человек. 3 разработчика (помогут, подскажут по сложным задачам). Если не хватает каких-то знаний или умений - подтяните свои скилы на проекте, научитесь новому.   Обязанности:  Разработка новых проектов на Bitrix Поддержка существующих проектов на Bitrix Разработка и поддержка сайтов группы компаний. Оптимизация сайтов под требования поисковых систем (скорость загрузки, структура и т.д.) Подключение плагинов, программирование форм. Верстка сайтов по макетам. Доработка верстки существующих сайтов.    Требования:  Владение PHP / Javascript / CSS. Знание Bitrix на уровне разработчика. Уверенная работа с Bitrix Framework. Понимание основ ООП. Опыт работы с базами данных MySQL/MariaDB. Работа с Git    Приветствуется:  Наличие сертификатов: Разработчик Bitrix Framework и др. Опыт работы хотя-бы с одним из PHP фреймворков. Умение работать с менеджером пакетов Composer. Умение работать с Linux консолью. Умение работать с одним из препроцеcсоров: LESS/SASS/SCSS.    Условия:  Официальное трудоустройство, полный соц.пакет Достойный уровень дохода, предложение делается индивидуально успешному кандидату Своевременная выплата з/платы 2 раза в месяц Индексация заработной платы Офис в центре города, комфортное рабочее место, кухня для сотрудников Работа только на территории работодателя Пятидневная рабочая неделя (пн - пт, есть возможность выбрать время начала рабочего дня: с 8.00, 8.30, 9.00 и с 10.00, пятница - короткий день), 3 перерыва в течение дня Отсутствие дресс-кода ;  Официальное трудоустройство, полный соц.пакет Достойный уровень дохода, предложение делается индивидуально успешному кандидату Своевременная выплата з/платы 2 раза в месяц Индексация заработной платы Офис в центре города, комфортное рабочее место, кухня для сотрудников Работа только на территории работодателя Пятидневная рабочая неделя (пн - пт, есть возможность выбрать время начала рабочего дня: с 8.00, 8.30, 9.00 и с 10.00, пятница - короткий день), 3 перерыва в течение дня Отсутствие дресс-кода ;Владение PHP / Javascript / CSS. Знание Bitrix на уровне разработчика. Уверенная работа с Bitrix Framework. Понимание основ ООП. Опыт работы с...;Разработка новых проектов на Bitrix. Поддержка существующих проектов на Bitrix. Разработка и поддержка сайтов группы компаний. Оптимизация сайтов под требования...;"MySQL;JavaScript;Git;Linux;PHP";1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;1;0;1;0;0;0;0;1;0;1
14;34;34193394;Web-программист;Екатеринбург;4;3;МЗМИ;0.13333333333333333;Обязанности: Ищем программиста на доработку туристического сайта-портала. Стек:Laravel, Nuxt(Vue) (SSR), GraphQL, NovaLaravel - бэкэндNuxt - фронтэнд, работает в режиме SSRGraphQL - APINova - администрирование бэка     Требования:  ответственное отношение к работе    Условия:  удаленная работа   ;  удаленная работа   ;Nuxt - фронтэнд, работает в режиме SSR. Ответственное отношение к работе.;GraphQL - API. Nova - администрирование бэка.;"HTML;CSS;Администрирование сайтов;Pascal;Turbo Pascal";0;0;0;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1
15;46;33707663;Web-программист / Frontend developer;Тюмень;1;2;Легаси;0.03333333333333333;Что нужно делать: Нам нужен человек, который возьмет на себя часть задач разработчиков. Чаще всего необходимо разрабатывать интернет-магазины, маркетплейсы, B2B-порталы по конкретным ТЗ, написанными техническими специалистами. Иногда будут задачи по доработкам уже существующих проектов. В работе мы ждем от вас ответственности, самостоятельности, внимательности и аккуратности. Если столкнетесь с чем то сложным и решения не будет в наших внутренних документах не бойтесь обратиться к коллегам за помощью.   Какие требования:   уверенные знания HTML, CSS, JavaScript   использование препроцессоров SASS/SCSS   Gulp/webpack   опыт работы с Git/Git-flow   хорошее понимание ООП, опыт его использования   знание одного из фреймворков, желательно vue.js     Условия работы:   Профессиональная команда. Будет у кого поучиться новым технологиям, практикам и инструментам   Если требуется, покупаем новые инструменты для повышения эффективности работы   Опыт работы в реальных проектах федерального масштаба: интернет-магазины, маркетплейсы, B2B-порталы.   Отличная рабочая атмосфера без дресс-кода и лишней бюрократии   Рабочая станция с SSD-диском и двумя мониторами   Работа в комфортном офисе рядом с перекрёстком ул. Мельникайте/50 лет Октября. До офиса удобно добираться на автобусе из любого района города, остановки рядом. Есть парковки для автомобилей   В офисе отдельный кабинет формата переговорка/кухня: холодильник, кофемашина, микроволновка, чайник, печеньки. Чистая питьевая бутилированная вода. Большие окна, свежий воздух, тишина   График работы обсуждаем: 5/2, 8-часовой рабочий день в период с 9-00 до 22-00   Рядом: множество заведений общепита, тренажёрный зал, парикмахерская   Официальное оформление по ТК РФ с записью в трудовой книжке   Оплачиваемый испытательный срок 3 месяца. Обучаем в период испытательного срока     Дополнительные инструкции  После отклика нужно будет заполнить небольшую анкету      9 преимуществ работы в компании Legacy:   Вы устроитесь в нашу компанию и уже через 1 год получите компетенции для участия в крупных технологичных проектах.   Разработаете минимум 12 проектов, получите квалификацию и опыт, которые пополнят портфолио.   Работа в команде с другими людьми (аналитики, проектировщики, дизайнеры, специалисты по продвижению), которые подпитывают новыми знаниями.   Сформированные рабочие процессы (проект разрабатывается плавно и прогнозируемо). Возможность влиять на процессы в компании (по окончанию каждого проекта работаем над ошибками).   Составляем личный план развития + старший товарищ, который поможет.   Современные инструменты для управления проектами. Вы научитесь работать с передовыми инструментами.   Компания оплачивает учёбу и сертификацию.  ;;В работе мы ждем от вас ответственности, самостоятельности, внимательности и аккуратности. Если столкнетесь с чем то сложным и решения не...;Дополнительные инструкции. Работа в команде с другими людьми (аналитики, проектировщики, дизайнеры, специалисты по продвижению), которые подпитывают новыми знаниями. ;"Веб разработка;Backend development;PHP;1С-Битрикс;JavaScript;Git;PostgreSQL;ООП;MySQL;Веб-программирование;Bitrix;SQL;Ajax";1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;1;0;1;0;0;0;1;1;0;1
16;48;33706904;Web-программист / Backend developer;Тюмень;1;2;Легаси;0.03333333333333333;Что нужно делать: Нам нужен человек, который возьмет на себя часть задач разработчиков. Чаще всего необходимо разрабатывать интернет-магазины на 1С-Битрикс по конкретным ТЗ, написанными техническими специалистами. Иногда будут задачи по доработкам уже существующих проектов. В работе мы ждем от вас ответственности, самостоятельности, внимательности и аккуратности. Если столкнетесь с чем то сложным и решения не будет в наших внутренних документах не бойтесь обратиться к коллегам за помощью.   Какие требования:   PHP 5, PHP 7, MySQL, HTML+CSS   Опыт работы с Битрикс   GIT/GIT-flow   Хорошее понимание ООП, опыт его использования   Отсутствие страха перед HTML, CSS, JS. Для верстки и сложного js-кодинга есть специальные люди, но базовые знания должны присутствовать и использоваться   Развиваться профессионально и помогать развиваться коллегам   Будет плюсом знание:   Laravel   Vue.js   Bitrix API D7   умение настройки серверов на UNIX     Условия работы:   Профессиональная команда. Будет у кого поучиться новым технологиям, практикам и инструментам   Не надо продавать свои услуги. За вас это сделают специальные люди   Если требуется, покупаем новые инструменты для повышения эффективности работы   Опыт работы в реальных проектах федерального масштаба: интернет-магазины, маркетплейсы, B2B-порталы.   Отличная рабочая атмосфера без дресс-кода и лишней бюрократии   Рабочая станция с SSD-диском и двумя мониторами   Работа в комфортном офисе рядом с перекрёстком ул. Мельникайте/50 лет Октября. До офиса удобно добираться на автобусе из любого района города, остановки рядом. Есть парковки для автомобилей   В офисе отдельный кабинет формата переговорка/кухня: холодильник, кофемашина, микроволновка, чайник, печеньки. Чистая питьевая бутилированная вода. Большие окна, свежий воздух, тишина   График работы обсуждаем: 5/2, 8-часовой рабочий день в период с 9-00 до 22-00   Рядом: множество заведений общепита, тренажёрный зал, парикмахерская   Официальное оформление по ТК РФ с записью в трудовой книжке   Оплачиваемый испытательный срок 3 месяца. Обучаем в период испытательного срока     Дополнительные инструкции  После отклика нужно будет заполнить небольшую анкету    9 преимуществ работы в компании Legacy:   Вы устроитесь в нашу компанию и уже через 1 год получите компетенции для участия в крупных технологичных проектах.   Разработаете минимум 12 проектов, получите квалификацию и опыт, которые пополнят портфолио.   Работа в команде с другими людьми (аналитики, проектировщики, дизайнеры, специалисты по продвижению), которые подпитывают новыми знаниями.   Сформированные рабочие процессы (проект разрабатывается плавно и прогнозируемо). Возможность влиять на процессы в компании (по окончанию каждого проекта работаем над ошибками).   Составляем личный план развития + старший товарищ, который поможет.   Современные инструменты для управления проектами. Вы научитесь работать с передовыми инструментами.   Компания оплачивает учёбу и сертификацию.  ;;В работе мы ждем от вас ответственности, самостоятельности, внимательности и аккуратности. Если столкнетесь с чем то сложным и решения не...;Дополнительные инструкции. Работа в команде с другими людьми (аналитики, проектировщики, дизайнеры, специалисты по продвижению), которые подпитывают новыми знаниями. ;"Веб разработка;Backend development;PHP;1С-Битрикс;JavaScript;Git;PostgreSQL;ООП;MySQL;Веб-программирование;Bitrix;SQL;Ajax";1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;1;0;1;0;0;0;1;1;0;1
17;22;34249995;Программист PHP/ Web программист;Екатеринбург;1;2;Юверст;0.03333333333333333;"Драйв Проджект - современная компания - более 7 лет успешной работы в Екатеринбурге в сфере разработки интернет решений автомобильной тематики, военной министерства обороны и других областях. Приглашаем на работу человека для работы в должности веб программиста. Совместно будем создавать интересные и нужные людям и государству проекты. Мы предлагаем достойную оплату труда и дополнительные финансовые бонусы за максимальное погружение в работу. Обязанности:  Разработка современных решений на современных языках программирования; Работа с базами данных, написание запросов.  Требования:  Знание HTML‚ PHP, CSS, JS, AJAX, XML, JSON Опыт разработки на PHP, MySQL или альтернативные варианты Фраймворки любые  Условия:  5-и или 6-и дневная рабочая неделя Расположение в центре города Современный офис Несколько графиков работы Возможность зарабатывать больше и не ограничивать себя Рост зарплаты за выслугу лет ";  5-и или 6-и дневная рабочая неделя Расположение в центре города Современный офис Несколько графиков работы Возможность зарабатывать больше и не ограничивать себя Рост зарплаты за выслугу лет ;Знание HTML‚ PHP, CSS, JS, AJAX, XML, JSON. Опыт разработки на PHP, MySQL или альтернативные варианты. Фраймворки любые.;Разработка современных решений на современных языках программирования. Работа с базами данных, написание запросов.;"MySQL;JavaScript;HTML;CSS;jQuery;PHP;Bootstrap;JSON API;HTML5;PHP5";0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;1;1;1;1;1;1;1;0;0;0;1
18;88;32663850;Web-разработчик;Самара;1;2;Первый Бит;0.0;"Большая часть наших проектов написана с использованием PHP, HTML, CSS, JavaScript на Bitrix, поэтому нам важны знания этих инструментов и достаточный уровень владения ими для выполнения практических задач. Рассматриваем кандидатов для работы в офисе и на удаленную занятость. Функционал:  Разработка приложений и новых модулей к существующим проектам на Битрикс24; Интеграции с внешними системами; Анализ и оптимизация производительности; Интеграция верстки в проект; Разработка новых проектов с нуля на стандартных и самописных компонентах.  Требования:  Знание PHP, MySQL, JS, понимание принципов ООП; Знание архитектуры 1С-Битрикс; Умение писать собственные компоненты и модули.  Условия:  Работа над интересными проектами для известных брендов; Прозрачная система мотивации: фиксированный оклад + выработка; Возможности управленческого роста до технического директора; Удобный график 5/2 с 9:00 до 18:00; Официальное трудоустройство, полностью белая з/п; Постоянное развитие, внутреннее обучение, сертификация за счет Компании. ";"  Работа над интересными проектами для известных брендов; Прозрачная система мотивации: фиксированный оклад + выработка; Возможности управленческого роста до технического директора; Удобный график 5/2 с 9:00 до 18:00; Официальное трудоустройство, полностью белая з/п; Постоянное развитие, внутреннее обучение, сертификация за счет Компании. ";Знание PHP, MySQL, JS, понимание принципов ООП. Знание архитектуры 1С-Битрикс. Умение писать собственные компоненты и модули.;Разработка приложений и новых модулей к существующим проектам на Битрикс24. Интеграции с внешними системами. Анализ и оптимизация производительности. ;"1С-Битрикс;Битрикс24;Bitrix24;PHP;CRM";0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1
19;26;34269515;Web-разработчик;Тюмень;1;2;Автоград Центр;0.0;Требуются программист для разработки приложений на PWA В зависимости от уровня профессионализма обсуждаются пожелания кандидатов по з.п. Мы можем предоставить много интересных задач и возможность развиваться в профессиональном плане и достойную заработную плату. Требуемый опыт работы: 1–3 года Полная занятость, полный день   Обязанности:  Разработка микросервисов в рамках решения задач компании Разработка Frontend  Требования:   • Образование: высшее, неоконченное высшее, • Стаж работы: от двух лет, • Обязательно наличие реализованных и работающих проектов (Bitrix и landingPage не показывать) • Личностные качества: быстрая обучаемость, ответственность, целеустремленность, добросовестность, аккуратность и пунктуальность.   • JS, PHP (обязательно)   Python, Linux (приветствуется)   Условия:   Отличный профессиональный коллектив , возможность профессионального развития и самореализации, карьерного роста. • Трудоустройство официальное, корпоративные мероприятия и спорт.  ;   Отличный профессиональный коллектив , возможность профессионального развития и самореализации, карьерного роста. • Трудоустройство официальное, корпоративные мероприятия и спорт.  ;Образование: высшее, неоконченное высшее. Стаж работы: от двух лет. Обязательно наличие реализованных и работающих проектов (Bitrix и landingPage не показывать). ;Разработка микросервисов в рамках решения задач компании. Разработка Frontend.;"Web Application Development;JavaScript;Python;PHP;Ruby";1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1
20;23;33921433;Full - stack - developer (Bitrix, PHP, JavaScript, jQuery, CMS);Челябинск;1;2;Первый Гипермаркет Мебели;0.0;"В наш замечательный ИТ - отдел, где каждый - специалист своего дела как раз требуется талантливый разработчик  хороший человек - в офисе или удаленно! У нас понятные задания, отзывчивые пользователи! А если Вы хотите стать частью проекта мебельный маркетплейс - дайте нам знать!   Приглашаем Вас сразу на итоговое интервью, если Вы:   Имеете опыт от 1 года (PHP, JavaScript, jQuery)? Реализовали интересные проекты Back - end или Full - stack? Уже догадались, что опыт с bitrix - важная составляющая для кандидатов на удаленную вакансию!  Откликайтесь и мы назначим Вам встречу в течение 3 дней! Также можно оставить отклик СООБЩЕНИЕМ в TELEGRAMM!  Что мы Вам предоставим:  Крутой офис, постоянный контакт с командой ИТ-службы, приятная рабочая атмосфера; Уровень оплаты труда (fix) оговариваем с финальным кандидатом индивидуально! Уединенная кухня в 33 шагах от рабочего стола, с релаксирующим видом из окна; Отдельное место для бесплатного чая и кофе прямо рядом с рабочим местом; Работа в команде full-time (5/2 09.00-18.00 по местному времени) - В ОФИСЕ ИЛИ УДАЛЕННО;  Для студентов и будущих выпускников профильных факультетов - особые условия!  Мы работаем в Open Space, но для ИТ-отдела выделен отдельный кабинет (!); Подтвержденный официально стаж, гарантия занятости в развивающейся компании; Рабочее мощное железо (совсем новенькое), мы даже переписываемся в Discord; Отличная команда: с нами работают и студенты, и опытные разработчики! Ценные денежные подарки именинникам; корпоративные мероприятия; Регулярная оплата труда 2 раза в месяц, без зависимости от заказчика; Оплачиваемые отпуска 2 раза в год; Уровень дохода оговаривается по итогам интервью и прямо пропорционален навыкам; За знания и умения мы платим больше, чем конкурент - проверено.  Важно: сразу проводим тех.интервью, без сложных этапов отбора, 30-40 минут;   ! Конфиденциальность гарантируем - наш HR умудренный опытом и дружит с кандидатами и доступен в телеграмм!      объявление не является публичной офертой! ";;Имеете опыт от 1 года (PHP, JavaScript, jQuery)? Реализовали интересные проекты Back - end или Full - stack? Для студентов и будущих...;;"PHP;HTTP;JavaScript;MySQL;Ajax;XML;Linux;SQL;Управление проектами;CSS;Java;Nginx;CSS3;Git;HTML;HTML5;jQuery;CMS Bitrix";0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;1;1;1;1;1;1;0;1;1;1
21;40;33939028;Senior 1С-Битрикс Веб-программист;Ростов-на-Дону;2;2;Симбиозис.Лаб;0.03333333333333333;Компании требуется опытный разработчик 1С-Битрикс. Работать потребуется преимущественно с проектами с нуля. Проекты разные. Также будет приветствоваться желание и развитие в сторону разработки на Laravel.   Мы в Симбиозис.Лаб постоянно следим, чтобы качество сайта не ухудшалось от этапа к этапу. Каждый этап закрывается путем формирования соответствующего документа для следующего. По этой причине стараемся работать только с лучшими дизайнерами и опытными технологами. Аналогичной отдачи ожидаем и от реализатора программной части. В конечном итоге важен целостный продукт, который с гордостью будем всем вместе презентовать.   Обязанности:  Разработка сайтов на CMS 1С-Битрикс. Качественная интеграция верстки в шаблоны CMS 1С-Битрикс.  Требования:  Опыт работы с CMS 1С-Битрикс. Использование модулей и компонентов CMS 1С-Битрикс. Знание структуры папок, понимание логики работы, уверенное пользование административной панелью 1C-Битрикс. Опыт интеграции CMS 1С-Битрикс и 1С. Написание различных парсеров, использование XML, YML. Разработка и применение собственных компонентов. Работа с клиентской частью HTML, CSS, JS. Проведение оптимизации скриптов, запросов, настроек. Оперативно разбираться в чужом коде. Работы и настройки веб-сервера (PHP, Apache, Nginx).  Приветствуется:   Опыт разработки собственных модулей и компонентов CMS 1С-Битрикс. Опыт работы с системами контроля версий кода (GIT). Опыт работы и настройки веб-сервера (PHP, Apache, Nginx). Опыт написания документации, концепций разработки и используемых технологий. Опыт обучения и передачи знаний менее опытным сотрудникам, опыт управления небольшой командой разработчиков. Опыт работы с фреймворком Laravel. Данная платформа используется в компании как вспомогательная для специфичных задач и проектов, веб-сервисов, интерактивных буклетов, элементов поисковых систем.  Условия:   Офис в центре г.Ростова-на-Дону. У нас каждый — профессионал своего дела. Всегда есть возможность расти, разрабатывая интересные проекты с качественным визуальным исполнением и версткой. Возможность официального карьерного роста, основанная на росте персональных и командных компетенций (assistant 1С-Битрикс программист→ junior 1С-Битрикс программист→ middle 1С-Битрикс программист → senior 1С-Битрикс программист → teamlead). Компания имеет большое количество наград за разработанные проекты, а также все возможности и подкрепленные амбиции на завоевание новых. В офисе есть все для работы, вкусное кофе из кофемашины, печенье, xbox (выдаем под залог), стол, стул и печатная машинка :)    Будем рады общению, дружбе и работе с толковыми людьми.   @Симбиозис.Лаб — нам можно;   Офис в центре г.Ростова-на-Дону. У нас каждый — профессионал своего дела. Всегда есть возможность расти, разрабатывая интересные проекты с качественным визуальным исполнением и версткой. Возможность официального карьерного роста, основанная на росте персональных и командных компетенций (assistant 1С-Битрикс программист→ junior 1С-Битрикс программист→ middle 1С-Битрикс программист → senior 1С-Битрикс программист → teamlead). Компания имеет большое количество наград за разработанные проекты, а также все возможности и подкрепленные амбиции на завоевание новых. В офисе есть все для работы, вкусное кофе из кофемашины, печенье, xbox (выдаем под залог), стол, стул и печатная машинка :)    Будем рады общению, дружбе и работе с толковыми людьми.   @Симбиозис.Лаб — нам можно;Опыт обучения и передачи знаний менее опытным сотрудникам, опыт управления небольшой командой разработчиков. Опыт работы с фреймворком Laravel. ;Разработка сайтов на CMS 1С-Битрикс. Качественная интеграция верстки в шаблоны CMS 1С-Битрикс.;"1С-Битрикс;PHP;Laravel;HTML5;CSS;Git;Ajax;ООП;XML;jQuery;MySQL";0;0;0;0;1;0;0;0;1;1;0;0;0;1;0;0;0;1;1;1;0;0;1;1;1;1;0;1
22;41;33865928;Web-программист;Ростов-на-Дону;0;2;RuSln;0.0;В связи с расширением штата, в нашу команду требуются веб разработчики. Мы ищем web программиста для участия в разработке интересных проектов.Если у тебя нет опыта, но есть желание программировать, звони, обсудим и найдем точки взаимодействия.Требования к кандидату:  Владение одним или несколькими стеками технологий: PHP(фреймворки: yii, codeigniter , laravel, или хотя бы любой фреймворк ), Ruby on Rails, Node.js, Meteor.js и т.д. Плюсом является опыт работы с современными Front-End фреймворками, например AngularJS, React. Умение работать с SQL и NoSQL базами данных. Понимание Git. Умение работать в команде. Знание технического английского языка является плюсом. Знание Linux является плюсом.    Условия:  Офис - Ростов-на-Дону, CЖМ, Шайба.   ;  Офис - Ростов-на-Дону, CЖМ, Шайба.   ;Если у тебя нет опыта, но есть желание программировать, звони, обсудим и найдем точки взаимодействия. Требования к кандидату: Владение одним...;;"PHP;MySQL;CSS;JavaScript;HTML";0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0
23;44;33050933;Junior PHP-разработчик / веб программист;Санкт-Петербург;1;2;НаПоправку.ру;0.0;"НаПоправку.ру - крупнейший медицинский онлайн-сервис в Петербурге и один из ключевых игроков в Москве. Для нас важно, что каждый день десятки тысяч людей в нашей стране могут решить свои проблемы со здоровьем, благодаря нашей работе. Мы хотим сделать медицину проще и дружелюбнее, изменив то, как люди выбирают врача и взаимодействуют с ним. Сейчас мы развиваем уникальный сервис реал-тайм записи для быстрой и удобной записи на прием к хорошему врачу онлайн. Впереди - мобильное приложение, телеконсультации и другие онлайн-сервисы, которые помогают быстрее решать проблемы со здоровьем. Мы ищем в команду перспективного бэкэнд разработчика, который хочет быстро учиться и участвовать в разработке интересного и полезного продукта. Что надо делать:   Участвовать в разработке инновационного сервиса реал-тайм записи на прием к врачу и на медицинские услуги;   Поддерживать работу текущего функционала проекта;   Оптимизировать текущий функционал и интерфейс портала.   Это вакансия для вас, если вы:   Имеете законченное профильное образование или учитесь на последних курсах вечернего / заочного отделения;   Имеете хотя бы небольшой опыт работы с PHP, ООП, мейнстрим PHP-фреймворками, MySQL, JS;   Обладаете гибким живым умом, быстро учитесь и осваиваете новые технологии, активно используете готовые решения и сервисы, чтобы не изобретать велосипед;   Хотите не просто писать код и прокачивать свои скилы, а делать классный продукт, который будет помогать людям и даже спасать жизни.   Почему Вам надо идти к нам:   Социально значимый проект, о котором можно с гордостью рассказать даже бабушке;   Много интересных и нестандартных технических задач;   У нас есть чему и у кого поучиться;   Быстрый профессиональный рост - границы роста ограничиваются только вашими способностями;   Молодая, веселая и динамичная команда единомышленников.   Приятные мелочи   Белая зарплата, размер обсуждается с успешным кандидатом;   Оплачиваемое профессиональное развитие – книги, онлайн курсы, семинары и конференции;   Фрукты, снеки, чай и кофе; возможность заказа ужина в офис и корпоративного такси для тех, кто задерживается на работе;   Гибкое начало рабочего дня;   Веселые корпоративы.   Не стесняйтесь откликаться! Мы ищем юные таланты и готовы инвестировать в ваше развитие!";;Имеете законченное профильное образование или учитесь на последних курсах вечернего / заочного отделения. Имеете хотя бы небольшой опыт работы с PHP...;Участвовать в разработке инновационного сервиса реал-тайм записи на прием к врачу и на медицинские услуги. Поддерживать работу текущего функционала...;"ООП;PHP;MySQL;Jetbrains Phpstorm;Git";0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;1
