;Index;id;name;city;min_salary;max_salary;company;days_from_publication;description;conditions;requirement;responsibility;key_skills;Тюмень;Челябинск;Казань;Екатеринбург;Другие города;experience_Более 6 лет;experience_Нет опыта;experience_От 1 года до 3 лет;experience_От 3 до 6 лет;schedule_Гибкий график;schedule_Полный день;schedule_Сменный график;schedule_Удаленная работа;employment_Полная занятость;employment_Проектная работа;employment_Стажировка;employment_Частичная занятость;PHP;MySQL;CSS;JavaScript;HTML;HTML5;jQuery;1С-Битрикс;Git;CSS3;Другие навыки
49;49;33931943;Web-разработчик Junior;Санкт-Петербург;1;4;СК Основа;0.0;"Строительная компания Основа - команда профессионалов, строящая загородные дома для ценителей высокого уровня качества и комфорта. Для достижения результата мы тщательно подходим к выбору и обучению сотрудников: как среди строительных специалистов, так и в области маркетинга.Поэтому сейчас мы ищем специалиста, имеющего небольшой опыт в веб-разработке, но который очень хочет развиваться в этом направлении.   Обязанности:  большая часть работы связана с развитием текущих сайтов, их рефакторинг, автоматизация бизнес-процессов, отладка багов, реже будут приходить задачи по разработке новых сайтов.  Требования:  знания HTML5 и CSS3, умение писать несложные скрипты на JS, знания PHP на базовом уровне, желание развиваться в этом языке, базовые знания MySQL, Дополнительным преимуществом будет знание MODx и шаблонизатора Fenom, знание Git, препроцессоров, webpack, Vue.js, Laravel.  Условия:  Все проекты - внутренние сайты компании. Рабочий график выстраиваешь так, как тебе удобно. Можно приходить на работу с 8:00 до 12:00 и уходить из офиса с 17:00 до 21:00, можно уходить с работы раньше и отрабатывать время потом, главное, чтобы с 12:00 до 17:00 вся команда была в офисе и каждый отработал в конце недели 45 часов (включая обеды); Работаем ПН-ПТ; Опытная команда отдела маркетинга, имеющая большой опыт обучения сотрудников без опыта, и которая ценит стремление развиваться; Большая база учебных материалов: книги, курсы, вебинары. Раз в 2 недели собираемся покурить кальян, поиграть в настольные игры. Офис в 5 минутах от метро. ";"  Все проекты - внутренние сайты компании. Рабочий график выстраиваешь так, как тебе удобно. Можно приходить на работу с 8:00 до 12:00 и уходить из офиса с 17:00 до 21:00, можно уходить с работы раньше и отрабатывать время потом, главное, чтобы с 12:00 до 17:00 вся команда была в офисе и каждый отработал в конце недели 45 часов (включая обеды); Работаем ПН-ПТ; Опытная команда отдела маркетинга, имеющая большой опыт обучения сотрудников без опыта, и которая ценит стремление развиваться; Большая база учебных материалов: книги, курсы, вебинары. Раз в 2 недели собираемся покурить кальян, поиграть в настольные игры. Офис в 5 минутах от метро. ";Знания HTML5 и CSS3, умение писать несложные скрипты на JS. Знания PHP на базовом уровне, желание развиваться в...;Большая часть работы связана с развитием текущих сайтов, их рефакторинг. Автоматизация бизнес-процессов. Отладка багов. Реже будут приходить задачи по...;"HTML5;CSS3;JavaScript;PHP";0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0
50;28;33868878;Web-программист;Екатеринбург;1;2;К Телеком,ООО;0.06666666666666667;"Мы еще не знакомы? Тогда немного о нашей Компании… Компания «К Телеком» на телекоммуникационном рынке уже более 10 лет, мы предоставляем свои услуги в более чем 80-ти городах Свердловской, Челябинской областях и Пермском крае. Более 90 000 абонентов пользуются нашими услугами, более 500 сотрудников работают в нашей Компании. Какие услуги предоставляет наша Компания?  высокоскоростной безлимитный интернет; местная, внутризоновая, междугородная и международная телефонная связь; виртуальная АТС; организация виртуальных частей сетей (VPN); Wi-Fi Hot Spot; «умное» видеонаблюдение; программное обеспечение: Облачная 1С, антивирус; Co-location (размещение оборудования).  Что мы ждем от кандидата?  Если ты хорошо знаком с Wordpress: опыт разработки тем, знание стандартов разработки под WP Если тебе известны такие языки, как PHP, HTML, CSS, JS Если тебя не пугает работа с git Если ты нацелен на результат и ты желаешь развиваться,  тогда ТЫ точно подходишь НАМ! Чем Ты будешь заниматься? Твоими основными продуктами деятельности станут - сайты Компании, Тебе предстоит:  Производить верстку лендингов по готовому дизайну Заниматься разработкой web-интерфейсов Верстать,учитывая тонкости работы разных браузеров Разрабатывать и дорабатывать функционал web-приложений Компании  а также участвовать в разработке новых проектов Компании Почему именно МЫ? Работая в нашей компании, Ты получаешь  Официальное трудоустройство согласно ТК РФ Официальный и стабильный доход Работу в молодом и дружном коллективе Возможность профессионального и карьерного роста и возможность реализации своих идей  Где Ты будешь работать? В современном комфортабельном офисе в Пионерсоком районе (ост. Современник) Также на территории офиса имеется бесплатная охраняемая парковка  ";;Если ты хорошо знаком с Wordpress: опыт разработки тем, знание стандартов разработки под WP. Если тебе известны такие языки, как...;Высокоскоростной безлимитный интернет. Местная, внутризоновая, междугородная и международная телефонная связь. Виртуальная АТС. Организация виртуальных частей сетей (VPN). Wi-Fi Hot...;"CSS;HTML;Git;Web-дизайн;Web Design;Создание сайтов";0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;1;0;1
51;76;34205350;Web-программист;Омск;1;4;ТД Омскопторг;0.1;"Что потребуется от тебя: - Выполнять доработки, вносить изменения и решать другие технические задачи на сайтах Компании на основании ТЗ; -Выполнять интеграцию с 1С на стороне сайта; - Отладка кода (в том числе стороннего); - Участие в коллективном поиске решения сложных задач; - Опыт работы в сфере web-программирования не менее 1 года - CSS+HTML - опыт адаптивной верстки:  PHP + MYSQL - умение разобраться в чужом коде, исправить, написать свой; Уметь делать запросы к базе данных Обязательно!!!: профессионально расти и развиваться!  Что мы готовы предложить:  Достойную заработную плату, на которую влияешь ты сам: . оклад + % от результата, в итоге при выполнении поставленных задач у тебя будет доход, выше средне рыночного по этой должности. Комфортные условия работы в современном офисе, оборудованном по последнему слову техники. Все гарантии, предусмотренные трудовым законодательством. Возможность приобретать товары для личного пользования по специальным ценам. ";;Что потребуется от тебя: - Опыт работы в сфере web-программирования не менее 1 года. - CSS+HTML - опыт адаптивной верстки: PHP +...;Выполнять доработки, вносить изменения и решать другие технические задачи на сайтах Компании на основании ТЗ. -Выполнять интеграцию с 1С...;"MySQL;CSS;HTML;PHP;PHP5";0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;1;1;0;1;0;0;0;0;0;1
52;39;33934629;Веб-программист;Челябинск;1;2;Tian Group;0.6666666666666666;Обязанности:  Создание веб-сайтов на системах: 1C-Битрикс, NetCat, собственный фреймворк. Взаимодействие с отделом разработки, отделом рекламы и отделом продаж. Поддержка существующих и контроль качества вновь создаваемых веб-сайтов.  Требования:  Знания PHP, xHTML, CSS, JavaScript, mySQL, библиотек и фреймворков. Опыт веб-разработок от 1-го года. Уметь работать в команде, быстро и продуктивно. Уметь самостоятельно находить решение задач, с которыми ранее не приходилось сталкиваться.  Условия:  Постоянная и стабильная работа в офисе в Челябинске. Официальное оформление, рабочее место, оборудовано в соответствии с трудовым кодексом. Уникальный опыт работы в профессиональной команде. Возможность постоянного повышения собственной квалификации, уровня знаний. Режим работы 5 дней в неделю с 09-00 до 18-00. ;  Постоянная и стабильная работа в офисе в Челябинске. Официальное оформление, рабочее место, оборудовано в соответствии с трудовым кодексом. Уникальный опыт работы в профессиональной команде. Возможность постоянного повышения собственной квалификации, уровня знаний. Режим работы 5 дней в неделю с 09-00 до 18-00. ;Знания PHP, xHTML, CSS, JavaScript, mySQL, библиотек и фреймворков. Опыт веб-разработок от 1-го года. Уметь работать в команде...;Создание веб-сайтов на системах: 1C-Битрикс, NetCat, собственный фреймворк. Взаимодействие с отделом разработки, отделом рекламы и отделом продаж. ;"1С-Битрикс;PHP;HTML;JavaScript;CSS;MySQL";0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;1;1;1;1;0;0;1;0;0;0
53;98;34187645;Веб-разработчик / web-разработчик / PHP-программист;Челябинск;1;2;Цифровой элемент;0.13333333333333333;Компания Цифровой Элемент – ведущее интернет-агентство Челябинска. Мы входим в ТОП 20 компаний России и с каждым днем стремимся стать лучше. Мы специализируемся на разработке и поддержке проектов любого уровня сложности, включая highload и gamedev. Свои проекты нам доверяют как крупные компании, так и небольшие фирмы со всей России. О нас:  Нам 10 лет. В Челябинске более 50 сотрудников. Мы работаем с известными брендами и крупнейшим бизнесом: ПАО «Газпром», ОАО «РЖД», ПАО Банк «ФК Открытие», «РОСАТОМ», «РОСНЕФТЬ», РАО ЕЭС, ПАО «Фортум», ХК «Трактор», МЦ «Лотос», «Оптик-Центр», «ШИНИНВЕСТ», Сеть аптек «Рифарм», Сеть аптека «Классика» и с многими другими известными компаниями города и страны.  Обязанности:  Разработка корпоративный сайтов, интернет-магазинов, корпоративных порталов, API для мобильных приложений, внутренних проектов компании и др. Работа с интересными крупными проектами с достаточно высокой нагрузкой и интересными решениями. Интеграции с различными системами и сервисами.  Требования:  Не менее 2 лет опыта веб-разработки. Понимание и использование принципов ООП. Знание и опыт работы на PHP, HTML, CSS, JavaScript, mySQL. Четкое представление о том, как работают Unix, веб-сервера Apache и nGinx, mySQL, PHP и т.п. Опыт программирования на других языках программирование приветствуется. Опыт разработки под разные системы управления контентом и фреймворки приветствуется. Умение оценивать трудоемкость задач и укладываться в оговоренные сроки. Собеседование только после предоставления резюме. В резюме необходимо указать, на какую вакансию претендуете.    Условия:  Официальное трудоустройство, социальный пакет (праздники, оплата отпуска, больничного). Стабильная высокая заработная плата. Бонусы по успешному завершению проектов. Интересные и сложные задачи. Внутрикорпоративные семинары и треннинги, профессиональный и личностный рост. Офис в центре города рядом с парком, чай, кофе, печенки. Молодой дружный коллектив.   ;  Официальное трудоустройство, социальный пакет (праздники, оплата отпуска, больничного). Стабильная высокая заработная плата. Бонусы по успешному завершению проектов. Интересные и сложные задачи. Внутрикорпоративные семинары и треннинги, профессиональный и личностный рост. Офис в центре города рядом с парком, чай, кофе, печенки. Молодой дружный коллектив.   ;Не менее 2 лет опыта веб-разработки. Понимание и использование принципов ООП. Знание и опыт работы на PHP, HTML, CSS...;Разработка корпоративный сайтов, интернет-магазинов, корпоративных порталов, API для мобильных приложений, внутренних проектов компании и др. Работа с интересными крупными...;"PHP;MySQL;CSS;JavaScript;HTML";0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0
54;61;34278090;Web-программист (React.js);Санкт-Петербург;2;4;Квантрон;0.0;Требуется web-разработчик. Нам нужен грамотный и талантливый специалист, обладающий рациональным мышлением и способностью к обучению и самоорганизации. От кандидата ждем желания решать сложные задачи на пределе возможностей, а также умения оценивать результаты своего труда и исправлять ошибки.   Обязанности:  Разработка и поддержка web-проектов на основе React.js.  Требования:  Опыт работы от года. Уверенное знание HTML, CSS, JavaScript. Владение React.js. Технический английский.  Желательно:  Опыт верстки для мобильных устройств. Опыт работы с postcss/sass/less, webpack, es2017. Опыт работы с TypeScript Опыт работы с mobx. Знакомство с Node.js.  Условия:  Гибкий рабочий график. Профессиональный рост. Молодой дружный коллектив и интересные творческие задачи. Офис в центре города в пяти минутах ходьбы от станции метро Горьковская (Австрийская площадь). ;  Гибкий рабочий график. Профессиональный рост. Молодой дружный коллектив и интересные творческие задачи. Офис в центре города в пяти минутах ходьбы от станции метро Горьковская (Австрийская площадь). ;Опыт работы от года. Уверенное знание HTML, CSS, JavaScript. Владение React.js. Технический английский. Опыт верстки для мобильных устройств. ;Разработка и поддержка web-проектов на основе React.js.;"JavaScript;HTML5;CSS;HTML;React.js";0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;1;1;1;0;0;0;0;1
55;66;33977044;Web-программист;Екатеринбург;2;2;Практик-Центр;0.13333333333333333;"Крупная оптовая торговая компания (электротовары) приглашает web-программиста. Обязанности:  создание web-сайтов, интернет-магазина и т.д.  Требования:  высшее оконченное образование; опыт работы обязателен; знание PHP, Java, mySQL, css; умение ориентироваться в Bitrix и Linux.  Условия:  офис в ДД Демидов, возможна работа home-office; график работы обсуждается индивидуально; зарплата от 50000 руб.; официальное трудоустройство. ";"  офис в ДД Демидов, возможна работа home-office; график работы обсуждается индивидуально; зарплата от 50000 руб.; официальное трудоустройство. ";Высшее оконченное образование. Опыт работы обязателен. Знание PHP, Java, mySQL, css. Умение ориентироваться в Bitrix и Linux.;Создание web-сайтов, интернет-магазина и т.д.;"PHP;MySQL;CSS;JavaScript;HTML";0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0
56;50;33939809;Web-разработчик;Новосибирск;2;2;Профи Hard Services Soft;0.0;"В IT-компанию требуется Web-программист (Программист Bitrix) Обязанности: Создание новых сайтов. Поддержка, настройка и доработка существующих сайтов на CMS 1С-Битрикс. Работа во Front-end и Back-end. Настройка интеграции с 1С (обмен между 1С и сайтом) Требования: - знание Битрикс (API Bitrix), - знание HTML, CSS, JS, PHP (приветствуются). Личные качества: Организованность, порядочность, ответственность, коммуникабельность, системность мышления. Условия: - работа в стабильной компании (на рынке более 15 лет); - комфортный офис в центре, по линии метро; - трудоустройство согласно ТК РФ; - своевременная оплата труда.  ";" - работа в стабильной компании (на рынке более 15 лет); - комфортный офис в центре, по линии метро; - трудоустройство согласно ТК РФ; - своевременная оплата труда.  ";знание Битрикс (API Bitrix). - знание HTML, CSS, JS, PHP (приветствуются). Личные качества: Организованность, порядочность, ответственность, коммуникабельность, системность мышления.;Создание новых сайтов. Поддержка, настройка и доработка существующих сайтов на CMS 1С-Битрикс. Работа во Front-end и Back...;"PHP;MySQL;CSS;JavaScript;HTML";0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0
57;27;34123247;Web-разработчик / PHP программист;Омск;2;4;Арт Продукт,web-студия;0.3;"  Требования:  Уверенное знание PHP, HTML‚ CSS Javascript‚ MySQL; Опыт работы с популярными CMS (Битрикс, WordPress, Joomla и др.) Умение разбираться в чужом коде    Условия работы:  Официальное трудоустройство по ТК РФ; График работы ПН-ПТ неполный рабочий день (время по договоренности) Заработная плата по результатам собеседования  Если наша вакансия Вас заинтересовала, предлагаем Вам отправить своё резюме.";;Уверенное знание PHP, HTML‚ CSS Javascript‚ MySQL. Опыт работы с популярными CMS (Битрикс, WordPress, Joomla и др.). Умение разбираться в...;;"CSS;Joomla CMS;1С-Битрикс;MySQL;JavaScript;PHP;HTML;CMS Wordpress";0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;1;1;1;1;0;0;1;0;0;1
58;65;34150521;Web-программист;Ростов-на-Дону;2;2;Ян Маар;0.26666666666666666;Требования:  Желателен опыт работы по специальности от 3-х лет. Если по факту опыт меньше, но есть уверенные знания и успешно выполненные проекты — добро пожаловать, за формальности не цепляемся.    Front End:   Знание HTML, JS, CSS (препроцессоры SCSS).   Плюсом будут знания React или Vue.   Опыт работы с Bootstrap.   Умение верстать сложные макеты Figma/Adobe XD/Sketch/Photoshop.   Знание систем контроля версий (git). Back End:Уверенные знания PHP.Плюсом будем знание фреймворков (Codeigniter, Laravel).Знания популярных CMS (WordPress, OpenCart, ModX).   Условия:  Официальный доход от 50000₽. Зарплатный вопрос в том числе зависит от опыта и знаний. Полное оформление по ТК, трудовой договор, оплачиваемый отпуск.Гибкий рабочий день, возможность иногда работать удалённо, при условии выполнения задач и достаточного уровня самоорганизации. Работа в небольшом молодом коллективе Интересные и разнообразные проекты. ;  Официальный доход от 50000₽. Зарплатный вопрос в том числе зависит от опыта и знаний. Полное оформление по ТК, трудовой договор, оплачиваемый отпуск.Гибкий рабочий день, возможность иногда работать удалённо, при условии выполнения задач и достаточного уровня самоорганизации. Работа в небольшом молодом коллективе Интересные и разнообразные проекты. ;Желателен опыт работы по специальности от 3-х лет. Если по факту опыт меньше, но есть уверенные знания и успешно...;;"Adobe Photoshop;Bootstrap;Jetbrains Phpstorm;Работа с людьми";0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
59;21;33791398;Веб-разработчик;Самара;2;2;Merex Digital;0.06666666666666667;"Компания Merex Digital ищет в свою команду веб-разработчика.   О нас:   Компания Merex Digital занимается разработкой сложных проектов и performance-маркетингом. Делаем все, чтобы компаниям и их клиентам было уютно в цифровой среде.   Ваши задачи:    Разработка сайтов; Техническая поддержка сайтов; Написание новых модулей при необходимости; Качественное и быстрое выполнение поставленных задач.    Знания и качества, которые требуются от Вас:    Уверенные знания HTML5, CSS3, JavaScript, JQuery, Ajax, Bootstrap4, БЭМ LESS, SASS, PHP, MySQL, ООП, MVC, SOAP, REST; Умение использовать все возможности 1С-Битрикс, для решения типичных и нетипичных задач; Опыт в интеграции с различными системами; Опыт работы с системами контроля версий; Правильно прогнозировать время, необходимое для задачи; Умение предлагать рациональные решения поставленных задач; Стремление к профессиональному росту‚ обязательность‚ ответственность; Самостоятельность и активная жизненная позиция.    Мы предлагаем:    Достойная, конкурентная зарплата; Рабочий день с Пн.-Пт., с 9.00 до 18.00; Молодой, дружный, профессиональный коллектив. Мы любим вместе работать и вместе отдыхать; Уютный офис и приятную рабочую атмосферу; Интересную и многозадачную работу; Возможности профессионального и карьерного роста. Ты можешь быть ограничен только своим желанием. Мы приветствуем и поддерживаем развитие каждого сотрудника и поэтому готовы делиться знаниями    Ждем Вас в Merex Digital!";"    Достойная, конкурентная зарплата; Рабочий день с Пн.-Пт., с 9.00 до 18.00; Молодой, дружный, профессиональный коллектив. Мы любим вместе работать и вместе отдыхать; Уютный офис и приятную рабочую атмосферу; Интересную и многозадачную работу; Возможности профессионального и карьерного роста. Ты можешь быть ограничен только своим желанием. Мы приветствуем и поддерживаем развитие каждого сотрудника и поэтому готовы делиться знаниями    Ждем Вас в Merex Digital!";Уверенные знания HTML5, CSS3, JavaScript, JQuery, Ajax, Bootstrap4, БЭМ LESS, SASS, PHP, MySQL, ООП, MVC, SOAP, REST. ;Разработка сайтов. Техническая поддержка сайтов. Написание новых модулей при необходимости. Качественное и быстрое выполнение поставленных задач.;"CSS;1С-Битрикс;HTML;CSS3;SQL;Adobe Photoshop;jQuery;XML;MySQL;HTML5;PHP;Bootstrap;SEO;Less;CMS Wordpress";0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;1;1;0;1;1;1;1;0;1;1
60;82;33215834;Веб-программист;Тюмень;2;2;РУСОЙЛ;0.13333333333333333;"Обязанности:  Разработка, внедрение, поддержка сайтов компании и корпоративного портала под управлением CMS 1С-Битрикс.  Требования:  Уверенные знания: PHP‚ MySQL;  Основные знания по разработке сайтов: HTML‚ CSS‚ JavaScript‚ Ajax‚ XML,; Опыт разработки и внедрения проектов под управлением CMS 1С-Битрикс; Приветствуется: уверенная работа в пакете графических программ, наличие выполненных проектов‚ знание CMS 1С-Битрикс,WordPress и других систем управления сайтами‚ знание *nix приветствуется; Опыт интеграции продуктов 1С-Битрикс с конфигурациями «1С:Предприятие 8».    Условия:  5-ти дневный график работы, 08.30 - 17.30; Официальное трудоустройство; Молодой и дружный коллектив; ";"  5-ти дневный график работы, 08.30 - 17.30; Официальное трудоустройство; Молодой и дружный коллектив; ";Уверенные знания: PHP‚ MySQL. Основные знания по разработке сайтов: HTML‚ CSS‚ JavaScript‚ Ajax‚ XML,. Опыт разработки и внедрения проектов под...;Разработка, внедрение, поддержка сайтов компании и корпоративного портала под управлением CMS 1С-Битрикс.;"PHP;MySQL;CSS;JavaScript;HTML";1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0
61;33;34131319;Веб-программист;Челябинск;2;2;АРБ-Консалтинг;0.26666666666666666;"Требования:  Знание PHP, JS, SQL, CSS, HTML5; Знание AJAX, CMS Bitrix, CMS NetCat, основы ООП; Опыт веб-разработки; Умение работать в команде, быстро и продуктивно; Умение самостоятельно находить решение задач, с которыми ранее не приходилось сталкиваться.  Приветствуется:  Знание адаптивной верстки; Опыт использования Git; Желание работать в команде; Знание Framework Yii2; Знание других языков программирования и технологий.  Условия:  Официальное трудоустройство; Пятидневная рабочая неделя; Зарплата обсуждается на собеседовании, исходя из способностей кандидата; Карьерный рост, напрямую связанный с повышением уровня з/п. ";"  Официальное трудоустройство; Пятидневная рабочая неделя; Зарплата обсуждается на собеседовании, исходя из способностей кандидата; Карьерный рост, напрямую связанный с повышением уровня з/п. ";Знание PHP, JS, SQL, CSS, HTML5. Знание AJAX, CMS Bitrix, CMS NetCat, основы ООП. Опыт веб-разработки. ;;"HTML5;JavaScript;PHP5;jQuery;CSS";0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;1
62;72;34206186;Full-stack developer;Тюмень;2;2;Медиаполис;0.1;Чем нужно будет заниматься?  программирование и поддержка сайтов, приложений, игр, ЛК, web сервисов  Мы бы хотели, чтобы ты:  владел PHP, JS (а в идеале и их фреймворками React, Laravel, JQuery умел работать с API в vk и др. соц сетях и мессенджерах знал как работать с GitHub имел опыт работы с тайм-трекерами  От нас:​​​​​​​  максимально адекватный, молодой коллектив работа над федеральными и международными проектами комфортный и уютный офис с чаем и кофе где нет дресс кода свободный график с ориентиром на результат, а не выработку часов ЗП обсуждается по итогам собеседования возможность прокачать свои скиллы  Жми «откликнуться», и становись частью молодой креативной команды профессионалов.;;Владел PHP, JS (а в идеале и их фреймворками React, Laravel, JQuery. Умел работать с API в vk и др. ;Программирование и поддержка сайтов, приложений, игр, ЛК, web сервисов.;"JavaScript;jQuery;PHP;laravel";1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;1
63;31;33863388;Full-stack web developer (PHP/JS-программист);Ростов-на-Дону;2;2;DIRECTsoft;0.0;В команду интернет-разработчиков требуется PHP и JS программист, с опытом работы от 1 года. Нужно любить программировать сайты, уметь делать их лучше и писать качественный код. Работа удаленная, 8-часовой рабочий день в диапазоне 8-22 по MSK, организация и контроль по таймтрекеру TimeDoctor.   Необходимые навыки: - знание и опыт работы с PHP и MySQL- знание и опыт JavaScript, jQuery, AJAX и т.д. - писать человеко-читаемый, форматированый, модульный многократно-используемый код, применять ООП - знание HTML, опыт работы с современной HTML-верстки (адаптивность и т.д.: уметь использовать для большей части верстки стандартные теги и предопределенные классы Bootstrap, не создавать лишних элементов там, где этого можно избежать) - знание протокола HTTP, взаимодействия клиент/сервер, заголовков и т.д. - опыт работы с Git - умение документировать код - ответственность и обязательность- желательно значение основ продвижения сайтов - будет плюсом опыт прикладного программирования под Windows и/или разработки Android/iOS приложений, либо же бекенда под них Обязанности: - поддержка/совершенствование существующих сайтов и собственных проектов, программирование сайтов и элементов управления с нуля - написание модулей, решение прикладных задач, доработка мелких функций и элементов на различных вебсайтах- проектирование и оптимизация баз данных MySQL Условия работы: - заработная плата после испытательного срока от 60000 руб./месяц (2500 руб. / день) по результатам собеседования с учетом навыков и опыта работы. - работа с установленным TimeDoctor - 5-дневная рабочая неделя в согласованное время (можно выбрать диапазон) - постановка задач в Task Tracker, рабочие моменты обычно обсуждаем в мессенджерах, планерки голосом обычно не чаще 1 раза в неделю - интересные проекты, возможности для самореализации, получения опыта и роста в рамках компании - возможность по желанию работать также в выходные/праздники и зарабатывать больше;;В команду интернет-разработчиков требуется PHP и JS программист, с опытом работы от 1 года. Нужно любить программировать сайты, уметь...;поддержка/совершенствование существующих сайтов и собственных проектов, программирование сайтов и элементов управления с нуля. - написание модулей, решение прикладных задач, доработка...;"PHP;MySQL;CSS;JavaScript;HTML";0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0
64;13;34223651;Front-end/Full-stack веб-разработчик;Новосибирск;3;2;ЗИП Сервис;0.1;Ищем в команду Web-программиста Front-end или Full-stack Для разработки IT продукта компании - ERP системы обработки заказов и учета приобретенного сырья для производителей напитков. Первично - перевести с устаревшего AngularJS на более современную версию Angular (7 или 8) текущую функциональность.Последующая деятельность - написание модулей согласно отрисованным макетам в формате Sketch. Работа в составе небольшой и дружной команды разработчика back-end-a, дизайнера, менеджера и владельца проекта. Есть трекер задач и короткая связь между всей командой. 1.1 Web-Сайт Front Office: Angular, внутренний API на NodeJS + Express. Обмен между back и front посредством REST API Back Office: Apache, PHP, Firebird 1.2 Мобильное приложение для платформ ios и android с использованием существующего API на котором работает web сайт. Обязанности:+ Перевод существующего проекта на Angular 7 / 8+ Написание новых и развитие уже созданных модулей в проекте+ Постановка задач на доработку функций API под требования функций Front-a+ Создание архитектуры под высокие нагрузки+ Оптимизация Front-а под задачи отображения на всех современных устройствах Стек в проекте: Angular 7-8, CSS, JavaScript, Firebird, HTML, NodeJS, Git, PHP, Rest-api, git Опыт:+ желательно опыт программирования не менее 3 лет+ опыт работы с системой контроля версий git Приветствуется:+ знание английского языка или чтение технической литературы+ желание саморазвиваться в проф и личных областях/качествах Условия:+ Оплата от 80т.р.+ Удаленно или в офисе+ Полная занятость;+ Оплата от 80т.р.+ Удаленно или в офисе+ Полная занятость;Front-end или Full-stack. Стек в проекте: Angular 7-8, CSS, JavaScript, Firebird, HTML, NodeJS, Git, PHP, Rest-api...;Работа в составе небольшой и дружной команды разработчика back-end-a, дизайнера, менеджера и владельца проекта. Есть трекер задач и...;"PHP;MySQL;JavaScript;HTML;HTML5;FirebirdSQL;ANGULAR 7-8";0;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0;1;1;0;1;1;1;0;0;0;0;1
