;Index;id;name;city;min_salary;max_salary;company;days_from_publication;description;conditions;requirement;responsibility;key_skills;Тюмень;Челябинск;Казань;Екатеринбург;Другие города;experience_Более 6 лет;experience_Нет опыта;experience_От 1 года до 3 лет;experience_От 3 до 6 лет;schedule_Гибкий график;schedule_Полный день;schedule_Сменный график;schedule_Удаленная работа;employment_Полная занятость;employment_Проектная работа;employment_Стажировка;employment_Частичная занятость;Java;Spring Framework;PostgreSQL;SQL;HTML;Git;Intellij IDEA;JavaScript;JDBC;ООП;Другие навыки
11;90;34242378;Программист Java Middle;Новосибирск;4;0;БизнесКомпьютер;0.06666666666666667;"Обязанности:  Развитие одного из самых перспективных программных продуктов федерального уровня: система ОНКОР (https://онко-нет.рф/); Использование современных технологий программирования.  Требования:  Java Middle Приветствуется знание kotlin, опыт работы с postgre, git, intellij idea  Условия:  Оформление в соответствии с ТК РФ Работа в динамично развивающейся компании, выходящей на федеральный уровень Район УПИ Заработная плата официальная ";  Оформление в соответствии с ТК РФ Работа в динамично развивающейся компании, выходящей на федеральный уровень Район УПИ Заработная плата официальная ;Приветствуется знание kotlin, опыт работы с postgre, git, intellij idea.;Java Middle.;"Java;PostgreSQL;Git;ООП;XML;HTML;Intellij IDEA";0;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0;1;0;1;0;1;1;1;0;0;1;1
12;18;33804255;Java-программист;Тюмень;4;4;Стабильный Программный Код;0.9333333333333333;Обязанности:  Доработка и сопровождение серверной части системы приема платежей от населения Разработка и сопровождение серверной части мобильного кошелька  Требования:  Знание основных фреймворков SpringFramework, Hibernate, SpringBoot, Vaadin Принципы сетевого взаимодействия, сетевые протоколы HTTP/HTTPS, XMPP, AMQP Основы микросервисов, виртуализация на базе Docker (docker-compose) CI/CD на базе GitLab Английский письменный (обязательно !!!)  Условия:  Полный рабочий день Белая зарплата Работа в офисе в центре города Небольшой коллектив ;  Полный рабочий день Белая зарплата Работа в офисе в центре города Небольшой коллектив ;Знание основных фреймворков SpringFramework, Hibernate, SpringBoot, Vaadin. Принципы сетевого взаимодействия, сетевые протоколы HTTP/HTTPS, XMPP, AMQP. Основы микросервисов, виртуализация на...;Доработка и сопровождение серверной части системы приема платежей от населения. Разработка и сопровождение серверной части мобильного кошелька.;"Java;Spring Framework;PostgreSQL;SQL;HTML";1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0
13;21;34242381;Программист Java Middle;Челябинск;4;5;БизнесКомпьютер;0.06666666666666667;"Обязанности:  Развитие одного из самых перспективных программных продуктов федерального уровня: система ОНКОР (https://онко-нет.рф/); Использование современных технологий программирования.  Требования:  Java Middle Приветствуется знание kotlin, опыт работы с postgre, git, intellij idea  Условия:  Оформление в соответствии с ТК РФ Работа в динамично развивающейся компании, выходящей на федеральный уровень Район УПИ Заработная плата официальная ";  Оформление в соответствии с ТК РФ Работа в динамично развивающейся компании, выходящей на федеральный уровень Район УПИ Заработная плата официальная ;Приветствуется знание kotlin, опыт работы с postgre, git, intellij idea.;Java Middle.;"Java;PostgreSQL;Git;ООП;XML;HTML;Intellij IDEA";0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;1;0;1;0;1;1;1;0;0;1;1
14;76;33717546;Java-разработчик;Тюмень;5;4;ХОСТ, Группа компаний;0.1;"Приглашаем опытного java-разработчика в нашу Команду. Группа Компаний ХОСТ входит в ТОП-100 крупнейших IT-компаний России. Одним из ключевых направлений бизнеса является разработка информационно-аналитических систем «МедВедь». Это комплекс информационных систем для автоматизации процессов в области здравоохранения и предоставления услуг населению. Продукты:  интеграционная шина система сбора отчетности региональная информационно-аналитическая система автоматизация административных регламентов.  Задачи:  разработка веб-сервисов; разработка микросервисов; разработка веб-приложений.  Требования к технологическому стеку:  языки программирования: Java 8 EE, SQL, XML; базы данных: Oracle, MS SQL, PostgreSQL; ORM – Hibernate; фреймворки – Spring, Maven, ZK; контейнер для запуска веб-приложений – Apache Tomcat; система контроля версий - Git.  Мы предлагаем:  возможность удаленной работы; полноценную проектную команду: менеджер проектов, аналитик, разработчики, тестировщик, технический писатель; внутреннее и внешнее обучение; заботу компании о своих сотрудниках (ДМС, софинансирование спорта и изучения иностранных языков, дополнительно 7 дней социального отпуска); уровень заработной платы обсуждается индивидуально и зависит от уровня компетенций; каждый год мы ездим на сплав, отмечаем Новый год, играем в интеллектуальные игры, ходим в походы. За 2018 год покорили Конжак, Юрму и Зюраткуль. ";"  возможность удаленной работы; полноценную проектную команду: менеджер проектов, аналитик, разработчики, тестировщик, технический писатель; внутреннее и внешнее обучение; заботу компании о своих сотрудниках (ДМС, софинансирование спорта и изучения иностранных языков, дополнительно 7 дней социального отпуска); уровень заработной платы обсуждается индивидуально и зависит от уровня компетенций; каждый год мы ездим на сплав, отмечаем Новый год, играем в интеллектуальные игры, ходим в походы. За 2018 год покорили Конжак, Юрму и Зюраткуль. ";Языки программирования: Java 8 EE, SQL, XML. Базы данных: Oracle, MS SQL, PostgreSQL.;Одним из ключевых направлений бизнеса является разработка информационно-аналитических систем «МедВедь». Это комплекс информационных систем для автоматизации процессов в области...;"Java;Spring Framework;PostgreSQL;SQL;HTML";1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0
15;78;30294725;JAVA / Spring разработчик;Екатеринбург;2;5;СКБ ЛАБ;0.0;"Мы - СКБ ЛАБ. У нас в работе есть МНОГО интересных проектов, требующих незамедлительного участия.Мы набираем команду разработчиков, с желанием развиваться, которые смогут не просто реализовать идеи, но и сделать это красиво. У нас работают талантливые разработчики, архитекторы, проектировщики, тестировщики, использующие новые технологии в реальных проектах, которые мы создаем с нуля.Ниже описаны возможные варианты применения Ваших профессиональных интересов. Что делать:  Разработка нового и доработка текущего функционала ДБО.  Мы ждем от вас:  Опыт разработки на Java, Spring от 1 года. Иметь представление JMS, Hibernate, PostgreSQL. Умение работать с системой контроля версий, CI. Знание классических алгоритмов и структур данных Стремление повышать собственный уровень профессиональной квалификации. Знание технического английского языка.  Что предлагаем:  Уровень дохода зависит от ваших навыков и технических знаний; Премии. Не только по итогам года; Возможность развить профессиональную мускулатуру, работая вместе с профессионалами. Познакомиться с лучшими практиками. Возможность участвовать в развитии, предлагать идеи и технологии; Участвовать в мероприятиях для профессионального развития. Тренинги, учебные курсы; Удобное рабочее место с современной техникой; Компенсация занятий спортом; Оплата паркинга для автолюбителей, и Е-карта для пешеходов; Отличный офис с великолепным панорамным видом на город, кухней (фрукты, булки, чай, кофе прилагаются - как без глюкозы? ;)) и зонами релакса; Велопарковка, душ, кикер, теннисный стол, боксёрская груша :) и гимнастический станок; Отлаженные процессы. Минимум бюрократии; Лояльный график рабочего дня.  Мы ценим:   Тех, кто уважает мнение Заказчика Тех, кто не боится ответственности Тех, кто работает на результат. Тех, кто не требует микроменеджмента и постоянного менторства Тех, кто сказал, что все будет готово в пятницу, и финишировал в четверг вечером Тех, кто готов делиться своим опытом Красивый код Чувство юмора  Мы живем:  По agile (скрам, канбан - знакомо? Отлично! Нет- не страшно!  Приходите. Ждем Вас в нашем офисе! Обсудим больше подробностей.   З/Ы: При любых вопросах - не стесняйтесь писать.";;Опыт разработки на Java, Spring от 1 года. Иметь представление JMS, Hibernate, PostgreSQL. Умение работать с системой контроля версий, CI. ;Разработка нового и доработка текущего функционала ДБО.;"PostgreSQL;Опыт с Continuous Delivery;Умение писать Unit/Integration Test;Unit Testing;Integration Test;JVM profiling;Databases;database profiling;Java;Spring Framework";0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;1
16;84;22949683;Java/Groovy разработчик;Екатеринбург;2;5;СКБ ЛАБ;0.03333333333333333;  Чего мы ждем от Вас:  Опыт разработки на Java или Groovy от 1 года. Иметь представление о Grails, JMS, Hibernate, PostgreSQL. Умение работать с системой контроля версий, CI. Знание классических алгоритмов и структур данных. Знание Python/Angular2+/HTML будет плюсом. Стремление повышать собственный уровень профессиональной квалификации. Знание технического английского языка.  От нас условия:  Заработная плата, которая будет радовать (уровень дохода зависит от Ваших навыков и технических знаний). Премии (не только по итогам года). Даем простор в развитии профессиональной мускулатуры, работая вместе с профессионалами. Мы можем доверить Вам участие в развитии наших продуктов, предлагать идеи и технологии. Предлагаем возможность участия в мероприятиях для профессионального развития. Конференции, тренинги, учебные курсы. Обустроим для Вас удобное рабочее место с современной техникой. Компенсируем занятия спортом. Оплатим паркинг, если Вы на машине, а если машины нет, то мы оплатим Ваш проезд на общественном транспорте (дадим безлимитную Е-карту) и припаркуем Ваш велосипед. Мы располагаемся в отличном офисе с великолепным панорамным видом на город. На кофе-поинте Вас всегда будут ждать плюшки и свежий кофе. Мы даже подумали о том, как Вы будете расслабляться в офисе. У нас есть зоны релакса, массажист, душ, кикер, аэрохоккей, боксёрская груша и гимнастический станок. Мы отладили все наши процессы таким образом, чтобы Вас не тревожили вопросы бюрократии.  Мы ценим:  Тех, кто не боится ответственности. Тех, кто работает на результат. Тех, кто не требует микроменеджмента и постоянного менторства. Тех, кто сказал, что все будет готово в пятницу, и финишировал в четверг вечером. Тех, кто готов делиться своим опытом. Красивый код. Чувство юмора :)  Мы живем по agile!  Скрам, канбан... знакомо? Если не знакомо - не страшно, расскажем!  Ждем Вас в нашем офисе! Обсудим больше подробностей. З.Ы.: При любых вопросах - не стесняйтесь звонить или писать.;;Опыт разработки на Java или Groovy от 1 года. Иметь представление о Grails, JMS, Hibernate, PostgreSQL. Умение работать с системой...;;"Java;Spring Framework;PostgreSQL;SQL;HTML";0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0
17;78;33418527;Старший Java-разработчик;Омск;0;0;АйДи – Технологии управления;0.06666666666666667;"Обязанности:  Разработка новых и развитие уже существующих решений СЭД на собственной платформе (Java 11, Guice, Rest Api):  o Участие в разработке решения; o Разработка и проектирование модели данных; o Проектирование и реализация новых модулей; o Проектирование и реализация интеграционных механизмов с внешними системами;  Исправление ошибок; Подготовка документации по реализованному решению; Распределение и контроль задач.  Обязательные требования:  Знания и наличие опыта разработки на Java (не менее 3 лет); Понимание назначения, ограничений и применение на практике шаблонов проектирования; Опыт работы с реляционными базами данных: построение и анализ производительности SQL запросов, понимание назначения индексов, представлений, функций, процедур и триггеров; Опыт разработки СЭД от 1 года; VCS: GIT; Maven; Нацеленность на достижение результата и ответственность; Умение работать в команде; Знание английского языка на достаточном для чтения технической литературы уровне.  Желательные требования:  Опыт работы с Java Messaging Service; Опыт работы с JNI; Знание C/С++/C#/JS; Опыт работы с JAXWS; Опыт работы с Java RMI.  Условия:  Офис - ст.м. Павелецкая; Оформление по ТК РФ, ДМС; Прозрачная схема профессионального и карьерного роста; Интересные масштабные проекты в компаниях лидерах энергетической отрасли; Премии по итогам года; Зарплата с успешным кандидатом обсуждается в индивидуальном порядке. ";"  Офис - ст.м. Павелецкая; Оформление по ТК РФ, ДМС; Прозрачная схема профессионального и карьерного роста; Интересные масштабные проекты в компаниях лидерах энергетической отрасли; Премии по итогам года; Зарплата с успешным кандидатом обсуждается в индивидуальном порядке. ";Знания и наличие опыта разработки на Java (не менее 3 лет). Понимание назначения, ограничений и применение на практике шаблонов проектирования. ;Разработка новых и развитие уже существующих решений СЭД на собственной платформе (Java 11, Guice, Rest Api): Исправление ошибок. ;"Java;Spring Framework;PostgreSQL;SQL;HTML";0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0
18;99;33440268;Java developer;Омск;0;0;ЦРПТ (Центр развития перспективных технологий);0.16666666666666666;Позиция старшего Java разработчика открыта в Санкт-Петербурге.  Для сотрудников из других городов мы предлагаем релокационный пакет и содействие в переезде. Мы создаем первую в мире единую систему маркировки и прослеживаемости товаров - Честный знак. С ее помощью мы можем на всех этапах от производства и логистики до реализации, отследить любую единицу товара и проверить его подлинность. Как это работает? Наш сервис – это большая и сложная высоконагруженная система построенная на микросервисной архитектуре. Он рассчитан на 5 триллионов транзакций и отвечает всем требованиям по георезервированию, производительности, отказоустойчивости и надежности. К 2024 году на всей территории РФ в любом магазине не останется товаров без уникального кода маркировки, которые мы создаем. Эта экосистема будет охватывать все товары, производимые или ввозимые в страну, и будет обрабатывать в реальном времени все товарные транзакции на территории России. Мы создаем, внедряем этот продукт, а, в дальнейшем, эксплуатируем его. Каждый день мы:  Разрабатываем простые и отказоустойчивые сервисы Принимаем десятки миллионов кодов в сутки (хотим сотни) Катаем в прод по готовности  Мы используем:  Java и Kotlin Spring и Reactor Netty и NIO Postgres и Kafka Docker и Kubernetes  Нам нужен кандидат, который:  Знаком с нашим стеком Активный, любит учиться Уверен в своем коде и готов подтвердить тестами  Мы предлагаем:  Крупный проект всероссийского масштаба Интересные задачи Возможность пощупать новые технологии и прокачать скиллы Белая заработная плата два раза в месяц, оформление по ТК РФ Релокационный пакет при переезде в Санкт-Петербург Молодая и технически сильная команда ДМС после испытательного срока ;  Крупный проект всероссийского масштаба Интересные задачи Возможность пощупать новые технологии и прокачать скиллы Белая заработная плата два раза в месяц, оформление по ТК РФ Релокационный пакет при переезде в Санкт-Петербург Молодая и технически сильная команда ДМС после испытательного срока ;Катаем в прод по готовности. Netty и NIO. Postgres и Kafka. Docker и Kubernetes.;Мы создаем первую в мире единую систему маркировки и прослеживаемости товаров - Честный знак. С ее помощью мы можем на всех...;"Java SE;Spring Framework;Kotlin;Kafka";0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1
19;81;34273055;Ведущий разработчик Java;Самара;4;3;VOICE Communication;0.0;"Описание: Voice Communication – высокотехнологичная компания, работающая на рынке голосовых технологий с 2009 года. Обладает богатым опытом реализации проектов в области распознавания и синтеза речи, голосовой биометрии. В компании выделен отдельный RD департамент, занимающийся разработкой новых продуктов, применением инновационных технологий (в том числе искусственный интеллект) в существующих и потенциальных проектах. Мы создали уникальный продукт MAIC System, обладающий большим потенциалом и широким перечнем. Суть продукта – эмуляция работы оператора контактного центра, ведение разговора с абонентом по заранее заложенной логике с использованием технологий искусственного интеллекта, распознавания и синтеза речи. В настоящий момент мы расширяем команду, отвечающую за разработку программного обеспечения Работа возможно удаленная или в офисе в г.Москва или в офисе г. Владимир.   Что предстоит делать:  разработка многоуровневых Web-приложений, с реализацией серверов на Java;   участие в определении и выборе архитектурных и технических решений в проектах; координация задач между разработчиками в команде;    Что мы ждем от Вас:  опыт в данной области от 6 лет; опты работы в реальных проектах разработки ПО на Java; знания архитектуры современных Web-приложений с Java-серверами – в плюс; знания и опыт разработки на Java – обязательно; знания и опыт работы с Spring Framework, Spring Boot; опыт использования инструментов сборки Java-проектов – gradle (предпочтительно), maven; опыт использования ORM-решений, библиотек уровня слоя хранения в Java; знания и опыт в разработке Java-сервера для Web-приложений; желательны знания и опыт в JavaScript, jQuery, фреймворках Web-приложений (Angular, React, или Vue) – такой опыт это несомненный и оцениваемый плюс; опыт постановки, формулирования и контроля выполнения задач для разработчиков в команде; умения находить проектные решения для бизнес-задач; желание изучать новые технологии, находить и предлагать новые решения; ответственность за принятые решения; уважение к срокам проекта.   ";;Опыт постановки, формулирования и контроля выполнения задач для разработчиков в команде. Умения находить проектные решения для бизнес-задач. ;...серверов на Java. Участие в определении и выборе архитектурных и технических решений в проектах. Координация задач между разработчиками в команде.;"JavaScript;jQuery;Spring Framework;Java;HTML";0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;1;0;0;1;0;0;1
20;91;34270030;Java-разработчик;Самара;4;3;VOICE Communication;0.0;"Voice Communication – высокотехнологичная компания, работающая на рынке голосовых технологий с 2009 года. Обладает богатым опытом реализации проектов в области распознавания и синтеза речи, голосовой биометрии. В компании выделен отдельный RD департамент, занимающийся разработкой новых продуктов, применением инновационных технологий (в том числе искусственный интеллект) в существующих и потенциальных проектах. Мы создали уникальный продукт MAIC System, обладающий большим потенциалом и широким перечнем. Суть продукта – эмуляция работы оператора контактного центра, ведение разговора с абонентом по заранее заложенной логике с использованием технологий искусственного интеллекта, распознавания и синтеза речи. http://lab.voice-com.ru/index.html В настоящий момент мы расширяем команду, отвечающую за разработку программного обеспечения Работа удаленно Чем именно предстоит заниматься:  разработка многоуровневых Web-приложений, с реализацией серверов на Java;   участие в определении и выборе архитектурных и технических решений в проектах.  Наш идеал обладает следующими качествами:  опыт в данной области от 3 лет; опыт работы в реальных проектах разработки ПО на Java; знание архитектуры современных Web-приложений с Java-серверами – плюс в карму; знание и опыт разработки на Java – обязательно; знание и опыт работы с Spring Framework, Spring Boot; опыт использования ORM-решений, библиотек уровня слоя хранения в Java, желательно знание MyBatis: опыт использования gradle; знания и опыт в разработке Java-сервера для Web-приложений; желательны знания и опыт в СУБД PostgreSQL; умения находить проектные решения для бизнес-задач; желание изучать новые технологии, находить и предлагать новые решения; ответственность за принятые решения; уважение к срокам проекта.  Взамен мы обеспечим тебя всеми возможными благами цивилизации, ведь у нас:  Возможность работать из дома; Заработная плата, которая растет вместе с твоими компетенциями; Молодой веселый коллектив и адекватное начальство; Реальная возможность профессионального и карьерного роста.    Просим обратить внимание, что перед интервью Вам необходимо будет выполнить наше тестовое задание ";;Опыт в данной области от 3 лет. Опыт работы в реальных проектах разработки ПО на Java. Знание архитектуры современных Web...;Разработка многоуровневых Web-приложений, с реализацией серверов на Java. Участие в определении и выборе архитектурных и технических решений в проектах.;"Java;PostgreSQL;ORM;Spring Framework";0;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;1
21;94;33895657;Java-разработчик;Самара;4;3;IT2G;0.03333333333333333;"В связи с открытием Самарского офиса, в команду требуются Java-разработчики уровня middle и выше. Мы предлагаем:  Гибкое начало дня Работа в комфортном офисе Кофе из кофемашины, чай, фрукты, йогурты, бутерброды в течение дня не ограничено Оформление по ТК РФ Полугодовые премии по результату работы  Обязанности:  Разработка новых функциональных возможностей системы; Рефакторинг кода; Контроль интеграционных зависимостей со смежными ИС; Участие в проектировании архитектуры приложений и баз данных; Написание unit-тестов;  Требования:  Обязательные  Опыт от 2 лет Java SE 7 и выше (Collections, Exception handling, Synchronization, JDBC) SQL (Oracle или PostgreSQL) HTTP, HTTPS, Log4j или Logback Apache Tomcat или Eclipse Jetty или JBoss App Server или другой app server ООП Web сервисы (REST или SOAP).   Будет плюсом  AngularJS 1.6+   ";"  Гибкое начало дня Работа в комфортном офисе Кофе из кофемашины, чай, фрукты, йогурты, бутерброды в течение дня не ограничено Оформление по ТК РФ Полугодовые премии по результату работы  Обязанности:  Разработка новых функциональных возможностей системы; Рефакторинг кода; Контроль интеграционных зависимостей со смежными ИС; Участие в проектировании архитектуры приложений и баз данных; Написание unit-тестов;  Требования:  Обязательные  Опыт от 2 лет Java SE 7 и выше (Collections, Exception handling, Synchronization, JDBC) SQL (Oracle или PostgreSQL) HTTP, HTTPS, Log4j или Logback Apache Tomcat или Eclipse Jetty или JBoss App Server или другой app server ООП Web сервисы (REST или SOAP).   Будет плюсом  AngularJS 1.6+   ";Обязательные. Опыт от 2 лет. Java SE 7 и выше (Collections, Exception handling, Synchronization, JDBC). SQL (Oracle или PostgreSQL). ;Разработка новых функциональных возможностей системы. Рефакторинг кода. Контроль интеграционных зависимостей со смежными ИС. Участие в проектировании архитектуры приложений и баз...;"Java;PostgreSQL;JDBC;Java SE;Spring Framework;ООП;REST;SOAP;ORACLE;Hibernate ORM";0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;1;1;0;0;0;0;0;1;1;1
22;15;33725700;Программист Java;Казань;2;3;Provectus;0.03333333333333333;  Provectus is looking for an experienced Java Developer to join our team. About project You will be crafting advanced backend platform based on Microservices architecture and “Netflix stack”. The platform disrupts legacy corporate travel market and promises to become an Expedia for B2B in upcoming years. Requirements  Java 8+ Spring Framework + Spring Boot 1.5/2.0 + Spring Security Hibernate/JOOQ Swagger GRPC and Protobuf Docker Maven MySQL  Will be a plus  ELK stack Grafana OpenZipkin Amazon Web Services Kafka or Kinesis ElasticSearch, Redis, Redshift, CouchBase Amazon Athena or PrestoDB  Grow yourself  Formula 1 - dedicated program for employees who want to develop managerial skills Data Science Meetups - talks among scientists to create close-to-scientific Rewarding the most active speakers by certificates for attending the most popular conferences at the end of the year Attendance at any conference as speaker Employee development and training programs (Soft Skills  Hard Skills Club) Corporate English School Expert Fridays every month  Have fun  Board games, darts, table tennis and recreation areas in office Great variety of drinks and snacks, fruit and ice cream in the office kitchen area A great corporate culture full of events and parties  Nice to have  Medical insurance or sport subscription in any training club of the city for all employees Corporate MacBook after passing the approbation period Nice souvenirs for newcomers Food Day on Tuesdays - there is such a thing like free lunch! Demo Days on Thursdays - informal small talks on programming topics Gifts for newly married couples and young parents Comfortable working place in coworking space Flexible schedule Corporate trips to USA ;;Java 8+. Spring Framework + Spring Boot 1.5/2.0 + Spring Security. Hibernate/JOOQ. Swagger. ;Formula 1 - dedicated program for employees who want to develop managerial skills. Data Science Meetups - talks among scientists to create...;"Java;Spring Framework;PostgreSQL;SQL;HTML";0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0
23;12;34058808;Java-разработчик;Тюмень;3;4;IT2G;0.06666666666666667;Обязанности:   Участие в проектах по разработке интеграционных и BPM-решений, систем документооборота на базе Java EE.   Участие в проектировании архитектуры информационных систем, подготовка внутренней документации.   Проектирование и реализация компонентов информационных систем.   Требования:   Опыт от 2 лет.   Java SE 7 или 8 (Collections, Exception handling, Synchronization, Lambda Expressions).   Spring, Spring MVC. Понимание Servlet API.   Проектирование и разработка Web сервисов (обязательно REST и желательно SOAP). Понимание принципов работы HTTP(S).Apache Tomcat или Eclipse Jetty или другой app server.   Понимание ООП, SOLID-принципов.   Умение строить SQL запросы.     Базовые навыки Javascript.   Взамен мы предлагаем:   молодой и дружный коллектив.   график работы: 5/2 с 9.00 до 18.00 с возможностью его сдвигать.   оформление в строгом соответствии ТК РФ.   оклад + полугодовые премии.   спортивные и культурные мероприятия.   возможность кадрового и экспертного роста.   компенсации и Льготы   мотивационная программа признания заслуг   оплата мобильной связи     обучение в индивидуальном и корпоративном форматах.   Условия:   полный рабочий день.   конкурентоспособная заработная плата по результатам собеседования.   оформление по ТК РФ.  ;   полный рабочий день.   конкурентоспособная заработная плата по результатам собеседования.   оформление по ТК РФ.  ;Опыт от 2 лет. Java SE 7 или 8 (Collections, Exception handling, Synchronization, Lambda Expressions). Spring, Spring MVC. ;Участие в проектах по разработке интеграционных и BPM-решений, систем документооборота на базе Java EE. Участие в проектировании архитектуры информационных...;"Java;Java EE;Java Servlets;REST;Spring Framework;SOAP;SQL;MVC";1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;1
24;74;34180109;Java Developer;Челябинск;3;5;NAUMEN;0.03333333333333333;"Naumen – один из IT-лидеров в России*. С 2001 года мы разрабатываем и внедряем интеллектуальные системы и сервисы, которые приносят пользу бизнесу и государству в реальной жизни, а не «на бумаге». Нашими ИТ-продуктами пользуются крупнейшие компании России, входящие в топ-500, из разных отраслей: энергетика, финансовый сектор, телекоммуникации, промышленность, ритейл и госструктуры. Мы амбициозны и не останавливаемся на достигнутом: ежегодно оборот Naumen растет на 30%, количество сотрудников увеличивается на 17%, открываются новые офисы компании. * ТОП-10 крупнейших разработчиков ПО по числу инсталляций в РФ (по версии TAdviser), разработчик №1 в России в сегменте аутсорсинговых контакт-центров (по версии iKS-Consulting) и входим в ТОП-10 IT-работодателей России (по версии HeadHunter). Российская динамично развивающаяся компания Naumen – ведущий разработчик и поставщик ИТ-решений для бизнеса и органов власти – приглашает на работу Java Developer в команду разработки Naumen Service Desk. Программный продукт Naumen Service Desk предназначен для автоматизации процессов управления ИТ и сервисным обслуживанием на предприятиях. С помощью Naumen Service Desk наши клиенты реализуют сервисную модель управления в ИТ-подразделениях и других внутренних службах, а также используют все преимущества сервисного подхода при оказании услуг клиентам компании. Нашими клиентами являются ИнтерРАО ЕС, Минкомсвязь России, Мираторг, Кари, Госуслуги и многие другие. Также Naumen Service Desk - обладатель международного сертификата PinkVERIFY. У нас:  современные технологии (Java 8, Spring, Hibernate, HTML5 и др.); удобные инструменты и инфраструктурные процессы (Git, Maven, Scrum, непрерывная интеграция: Jenkins; автоматизированное и нагрузочное тестирование: JUnit, Selenium); интересные задачи: расширение функциональности платформы, горизонтальное масштабирование, графическое представление объектов и их связей, разработка архитектурных решений, повышение usability web-интерфейса и др.; сотни внедрений в компаниях по всей России и странам СНГ. Выход на мировой рынок. Среди наших клиентов: Газпром, Сбербанк, Транснефть, СКБ-Банк, Тинькофф, LSR, СО ЕЭС, Интер РАО и многие другие.  У Вас:  опыт разработки на объектно-ориентированном языке (Java, C#, C++, Python или др.) от 1 года; желательно знание шаблонов проектирования приложений; опыт работы с реляционными базами данных; понимание структуры бизнес – приложений; дружелюбие (работа в команде); креативность (поиск новых решений, не бояться сложностей); ответственность (довести дело до конца); клиентоориентированность (желание найти решение, которое удовлетворит и клиента, и нас).  Вам в помощь:  команда: дружный коллектив разработчиков, тестировщиков и аналитиков; роботы: десятки серверов во главе с сервером непрерывной интеграции для автоматизированного тестирования и проверок кода; обучение за счет средств компании: конференции, семинары, учебные курсы, литература.  В Naumen мы создали все условия для продуктивной и интересной работы:  индивидуально обсуждаем с каждым кандидатом зарплатные ожидания; лояльный график работы и минимум бюрократии; работа в команде профессионалов в атмосфере взаимопомощи и поддержки; реальная возможность влиять на развитие и качество продукта; возможность профессионального обучения за счет компании; мы поддерживаем развитие ИТ-сообщества и обмен опытом: участвуем во внешних и внутренних конференциях не только в качестве слушателя, но и в качестве спикера, обучаем школьников и студентам программированию, проводим собственные образовательные программы; практикуем индивидуальное планирование карьеры, Performance Review 2 раза в год (80% ключевых сотрудников компании выросли внутри Naumen); заботимся о здоровье наших сотрудников:  ДМС сразу после испытательного срока: посещение специалистов в лучших поликлиниках и стоматологиях города, вызов врача на дом, госпитализация, телемедицина; полис выезжающих за рубеж (покрытие весь мир); вакцинация от гриппа;   насыщенная корпоративная жизнь компании: яркие корпоративы, поздравления с календарными и профессиональными праздниками. Подарки в честь значимых событий в жизни сотрудников: рождение ребенка, свадьба, подарки детям на Новый год; возможна частичная компенсация занятий спортом; современный и комфортный офис (самый центр города, БЦ Челябинск-СИТИ), кафе на территории бизнес-центра, в офисе оборудована мини-кухня, всегда в наличии разнообразные перекусы. ";;Опыт разработки на объектно-ориентированном языке (Java, C#, C++, Python или др.) от 1 года. Желательно знание шаблонов проектирования приложений. ;Команда: дружный коллектив разработчиков, тестировщиков и аналитиков. Роботы: десятки серверов во главе с сервером непрерывной интеграции для автоматизированного тестирования и...;"Java;Spring Framework;PostgreSQL;SQL;HTML";0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0
