;Index;id;name;city;min_salary;max_salary;company;days_from_publication;description;conditions;requirement;responsibility;key_skills;Тюмень;Челябинск;Казань;Екатеринбург;Другие города;experience_Более 6 лет;experience_Нет опыта;experience_От 1 года до 3 лет;experience_От 3 до 6 лет;schedule_Гибкий график;schedule_Полный день;schedule_Сменный график;schedule_Удаленная работа;employment_Полная занятость;employment_Проектная работа;employment_Стажировка;employment_Частичная занятость;JavaScript;SQL;C#;HTML;MySQL;ООП;Python;MS SQL;CSS;1С программирование;Другие навыки
15;14;32330456;Junior Developer / Младший программист (Unity);Новосибирск;2;2;Matryoshka Games;0.06666666666666667;"Matryohka Games - разработчик мобильных кэжуал игр с офисами в Новосибирске и Санкт-Петербурге. Мы создаём качественные игры с простыми и увлекательными механиками. Наш флагманский проект - Cooking Craze (в русском сторе Безумный Кулинар) был выпущен в 2017 году в партнёрстве с американским издателем Big Fish. К настоящему моменту Cooking Craze стал международным хитом с ежедневной аудиторией более миллиона игроков. Помимо поддержки Cooking Craze (ежемесячно мы запускаем новые ивенты, добавляем новые уровни и открываем новые города), наша команда занимается разработкой ещё двух новых проектов. Мы приглашаем к сотрудничеству талантливых программистов для работы над проектами компании. Результаты вашего труда увидят миллионы игроков по всему миру! При отклике присылайте, пожалуйста, примеры кода на Unity. Задачи:  Работа с контентными фичами; Помощь в разработке механик.  Мы ожидаем от кандидата:  Знание структур данных и алгоритмов обработки данных; Понимания, как происходит работа с памятью на низком уровне; Опыт работы с Unity редактором; Наличие опыта в разработке игр (не обязательно коммерческого, подойдут любые домашние проекты); Технический английский.  Мы предлагаем:  Официальное оформление: полностью белая зарплата, отпуск, больничные; Офис на выбор: в Академгородке или на площади Ленина; С первого дня работы оформляем максимально полный пакет ДМС, включая стоматологию. Компенсация затрат на любые занятия спортом; Компенсация затрат на занятия английским языком; Профессиональный коллектив; Комфортные условия: гибкий график, большой выбор чая, кофе, печеньки и т.д. Помощь в переезде кандидатов. ";"  Официальное оформление: полностью белая зарплата, отпуск, больничные; Офис на выбор: в Академгородке или на площади Ленина; С первого дня работы оформляем максимально полный пакет ДМС, включая стоматологию. Компенсация затрат на любые занятия спортом; Компенсация затрат на занятия английским языком; Профессиональный коллектив; Комфортные условия: гибкий график, большой выбор чая, кофе, печеньки и т.д. Помощь в переезде кандидатов. ";Знание структур данных и алгоритмов обработки данных. Понимания, как происходит работа с памятью на низком уровне. Опыт работы с Unity...;Работа с контентными фичами. Помощь в разработке механик.;"GameDev;Game Programming;Unity;C#;Разработка мобильных игр";0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1
16;51;33532833;Unity Developer;Тюмень;1;2;Ключевой фактор;0.06666666666666667;Обязанности:  разработка проектов с с AR и VR технологиями  Требования:   C#   опыт разработки на Unity/Unreal от 1 года   навыки работы в Substance Designer, Substance Painter   опыт создания мультиплеерных игр (Photon Network/Unet)   умение профайлить и оптимизировать   Условия:  работа в скрам-команде полный рабочий день офис в бизнес-центре ЕрмакВы можете более подробно ознакомиться с нашими проектами на сайте компании: http://kfactor.ru/ ;  работа в скрам-команде полный рабочий день офис в бизнес-центре ЕрмакВы можете более подробно ознакомиться с нашими проектами на сайте компании: http://kfactor.ru/ ;C#. Опыт разработки на Unity/Unreal от 1 года. Навыки работы в Substance Designer, Substance Painter. Опыт создания мультиплеерных игр...;Разработка проектов с с AR и VR технологиями.;"Unity;C#";1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1
17;26;34202705;Программист-разработчик;Самара;2;2;ТК Пол Мира;0.1;Обязанности:  Доработка CMS интернет-магазина под требования заказчика Реализация новых функций фильтров поиска Написание новых модулей и расширений Расширение функционала карточки товара  Требования:  Опыт разработки Web-приложений не менее 3-х лет  Опыт разработки расширений под CMS   PHP, MySQL, javaScript, знание паттернов ООП   Условия:  График работы 5/2, с 9:00 до 18:00 (сб,вс - выходной) Официальное трудоустройство Работа в офисе компании ;  График работы 5/2, с 9:00 до 18:00 (сб,вс - выходной) Официальное трудоустройство Работа в офисе компании ;Опыт разработки Web-приложений не менее 3-х лет. Опыт разработки расширений под CMS. PHP, MySQL, javaScript, знание паттернов ООП.;Доработка CMS интернет-магазина под требования заказчика. Реализация новых функций фильтров поиска. Написание новых модулей и расширений. Расширение функционала карточки...;"MySQL;JavaScript;PHP5;PHP;ООП";0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;1
18;36;33631099;Программист;Тюмень;1;1;ГАУ ТО ЦЗН города Тюмени и Тюменского района;0.0;"Обязанности:   Ваша работа будет заключаться в ... - Консультации пользователей по вопросам работы в программных продуктах 1С (УПП, Бухгалтерия, ЗУП); - Программировании и доработке конфигураций 1С в соответствии с техническими заданиями; - Мониторинге выхода новых типовых конфигураций необходимых для обновления программ на базе 1С, контроль изменений в новых конфигурациях; - Разработке конфигурации в 1С по представленным техническим заданиям других отделов и подразделений предприятия.  Требования:   нет требований к стажу Работа с компьютером на профессиональном уровне Эта работа для Вас если… - Вы имеете высшее техническое образование; - Умеете проектировать информационные системы и базы данных, владеть встроенным языком программирования 1С, имеете опыт программирования в иных формализованных языках программирования; - Ориентируетесь в основных конфигурациях 1С связанных с функционированием средних и крупных предприятий; - Знаете устройство и принципы работы операционных систем и компьютерной техники; - Умеете работать в режиме многозадачности.   Условия:   Пятидневная рабочая неделя с 8-00 до 17-00   оформление в рамках трудового законодательства   Повременно-премиальная оплата труда  Адрес рабочего места: рп Винзили, р-н Тюменский, ул Вокзальная развозка людей питание в столовой обучение за счет работодателя вакансия рассматривается по результатам изучения резюме ";   Пятидневная рабочая неделя с 8-00 до 17-00   оформление в рамках трудового законодательства   Повременно-премиальная оплата труда  Адрес рабочего места: рп Винзили, р-н Тюменский, ул Вокзальная развозка людей питание в столовой обучение за счет работодателя вакансия рассматривается по результатам изучения резюме ;Нет требований к стажу. Работа с компьютером на профессиональном уровне. Эта работа для Вас если…. - Вы имеете высшее техническое образование. - ;Ваша работа будет заключаться в ... - Консультации пользователей по вопросам работы в программных продуктах 1С (УПП, Бухгалтерия, ЗУП). - ;"JavaScript;SQL;C#;HTML;MySQL";1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0
19;91;34277902;Программист;Казань;2;1;HRKazan;0.0;"Я - HR менеджер компании Клиентская База , наша компания занимается разработкой CRM-систем и продажей по всей России более 10 лет. Если вы готовы развиваться и осваивать новые технологии, участвовать в разработке CRM системы, входящей в топ 10 по РФ, то добро пожаловать в молодую и дружную команду КБ! Обязанности:  Разработка новых функциональных модулей crm-системы Клиентская база. Техническая поддержка и сопровождение crm-системы Клиентская база. Разработка индивидуальных конфигураций. Участие в проектировании и планировании процесса разработки.  Требования:  Навыки разработки ( PHP / MySQL) ; Знание стандартов разработки - psr php 1 и 2; Cпособность находить и применять оптимальные пути решения задачи; Рассмотрим начинающих специалистов( Junior)  Условия:  Работа в офисе по графику 5/2 с 9:00 - 18:00; Официальное трудоустройство; Оклад от 35.000 - 40.000 + бонусы; Повышение профессионального уровня; Участие в разработках новых проектов; Ново - Савиновский рай.- н, Ямашева. ";"  Работа в офисе по графику 5/2 с 9:00 - 18:00; Официальное трудоустройство; Оклад от 35.000 - 40.000 + бонусы; Повышение профессионального уровня; Участие в разработках новых проектов; Ново - Савиновский рай.- н, Ямашева. ";Навыки разработки ( PHP / MySQL) . Знание стандартов разработки - psr php 1 и 2. Cпособность находить и применять оптимальные пути решения задачи. ;Разработка новых функциональных модулей crm-системы Клиентская база. Техническая поддержка и сопровождение crm-системы Клиентская база. Разработка индивидуальных конфигураций. ;"PHP;JS;jQuery;Ajax;HTML;CSS;MySQL";0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;1
20;8;34189911;Программист (разработчик ПО);Челябинск;1;1;Workflow Systems;0.03333333333333333;Обязанности: 1. Разработка ПО под платформу WT (краткий обзор платформы есть на сайте в разделе Платформа\Описание, знакомство с основами - в разделе Платформа\Обучение).2. Проектирование базы данных.3. Написание SQL-запросов.4. Разработка компонент на C# для заказных решений и для платформы WT. Требования: 1. Знание одной из реляционных баз данных (желательно PostgreSQL) и умение писать SQL-запросы.2. Опыт программирования на любом языке (желательно на C#), понятие об ООП.3. Понятие об XML.4. Желание совершенствоваться и обучаться. Условия: Компания ООО «Программные системы» занимается разработкой и внедрением заказного программного обеспечения для автоматизации бизнеса. На рынке с 2012 года. За это время реализовано более 200 проектов в более чем 20 сферах бизнеса в 50 регионах России, Украины, Беларуси, Грузии и Швейцарии.Компания является победителем всероссийских грантов (в 2015, 2017 и 2018 годах) в области информационных технологий от государственного «Фонда содействия инновациям». В нашей компании создана специальная программная платформа Workflow Technology для разработки корпоративного ПО, которая позволяет:1. Сократить время проектирования заказного ПО.2. Существенно облегчить его сопровождение (в том числе дальнейшее расширение и доработки).3. Значительно увеличить эффективность самого разработчика. Для новых разработчиков мы проводим бесплатное обучение платформе WT. Занятия — индивидуальные, проходят в нашем офисе по будням в вечернее время. Обучение основам происходит за 4 занятия (2 очных занятия по 2 часа + 2 домашних занятия), выполнение тестового проекта — еще 1 неделю (2 очных занятия по 2 часа + домашняя работа). Вакансия подходит для начинающих технических специалистов (новоиспеченных выпускников вузов), пока не имеющих опыта в профессиональном программировании, но желающих его приобрести. Ваши преимущества работы в команде Workflow Systems: 1. Ваш доход зависит от вас (от опыта и навыков) и после вычета налогов будет составлять — от 28 000 до 45 000.2. В компании действует система повышения окладов в зависимости от результативности.3. При реализации тех или иных задач разработчик в нашей компании имеет много творческой свободы. Также внутри компании помимо проектов для клиентов ведется разработка внутренних программ и систем, где ваши творческие идеи и решения будут максимально востребованы.4. Полная поддержка на стадии испытательного срока и в течение всей вашей деятельности уже внутри команды, повышение вашей эффективности.; Компания ООО «Программные системы» занимается разработкой и внедрением заказного программного обеспечения для автоматизации бизнеса. На рынке с 2012 года. За это время реализовано более 200 проектов в более чем 20 сферах бизнеса в 50 регионах России, Украины, Беларуси, Грузии и Швейцарии.Компания является победителем всероссийских грантов (в 2015, 2017 и 2018 годах) в области информационных технологий от государственного «Фонда содействия инновациям». В нашей компании создана специальная программная платформа Workflow Technology для разработки корпоративного ПО, которая позволяет:1. Сократить время проектирования заказного ПО.2. Существенно облегчить его сопровождение (в том числе дальнейшее расширение и доработки).3. Значительно увеличить эффективность самого разработчика. Для новых разработчиков мы проводим бесплатное обучение платформе WT. Занятия — индивидуальные, проходят в нашем офисе по будням в вечернее время. Обучение основам происходит за 4 занятия (2 очных занятия по 2 часа + 2 домашних занятия), выполнение тестового проекта — еще 1 неделю (2 очных занятия по 2 часа + домашняя работа). Вакансия подходит для начинающих технических специалистов (новоиспеченных выпускников вузов), пока не имеющих опыта в профессиональном программировании, но желающих его приобрести. Ваши преимущества работы в команде Workflow Systems: 1. Ваш доход зависит от вас (от опыта и навыков) и после вычета налогов будет составлять — от 28 000 до 45 000.2. В компании действует система повышения окладов в зависимости от результативности.3. При реализации тех или иных задач разработчик в нашей компании имеет много творческой свободы. Также внутри компании помимо проектов для клиентов ведется разработка внутренних программ и систем, где ваши творческие идеи и решения будут максимально востребованы.4. Полная поддержка на стадии испытательного срока и в течение всей вашей деятельности уже внутри команды, повышение вашей эффективности.;1. Знание одной из реляционных баз данных (желательно PostgreSQL) и умение писать SQL-запросы. 2. Опыт программирования на любом языке...;1. Разработка ПО под платформу WT (краткий обзор платформы есть на сайте в разделе Платформа\Описание, знакомство с основами - в...;"SQL;C#;ООП;XML";0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;1;0;0;0;0;1
21;11;33790929;Программист;Самара;1;1;777;0.06666666666666667;"Обязанности :  подключение и настройка оборудования  Поддержка и консультирование пользователей 1С.  Работа с данными (поиск и исправление ошибок, обработка данных, участие в переносах и проверке данных).  Создание пользовательских инструкций для разрабатываемых и поддерживаемых ИС   Создание отчетов и обработок для оперативного получения/изменения информации в БД.   Локализация, исправление ошибок в штатном функционале.   Поддержка интеграционных механизмов со смежными системами.   Требования:  Практический опыт по самостоятельному поиску решения проблем пользователей при каждодневном использовании ими систем 1С. Умение читать чужой код Навык разработки приложений на платформе 1С не мене уровня написания логики обработок данных и формирования запросов для получения данных. Знание платформы 1С и опыт разработки под клиент-серверную архитектуру и управляемые формы Опыт работы и разработки на базе конфигурации 1С: Бухгалтерия Предприятия 3.0,1С Розница Работа по интеграции с другими учетными системами на платформе 1С.  Условия:  официальное трудоустройство; своевременная выплата заработной платы ";"  официальное трудоустройство; своевременная выплата заработной платы ";Практический опыт по самостоятельному поиску решения проблем пользователей при каждодневном использовании ими систем 1С. Умение читать чужой код. ;Подключение и настройка оборудования. Поддержка и консультирование пользователей 1С. Работа с данными (поиск и исправление ошибок, обработка данных, участие...;"1С: Комплексная автоматизация;1С: Торговля;Настройка сетевых подключений;Торговля;1С: Розница;1С программирование";0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1
22;89;34037183;Разработчик;Тюмень;1;1;Восток, Энергосбытовая компания;0.26666666666666666;"  «Энергосбытовая компания «Восток» (АО «ЭК «Восток») успешно работает в энергосбытовом секторе уже более пятнадцати лет и в настоящее время поставляет электроэнергию клиентам на территории десяти субъектов Российской Федерации. Каждому сотруднику нашей компании предоставлена реальная возможность реализовать свой потенциал, получить ценный опыт работы, повысить свой статус в успешной команде профессионалов. Чем предстоит заниматься?   Разработка программного кода (BackEnd) высоконагруженной системы   Что мы ожидаем от будущего кандидата?   Знание PHP 7.x   Понимание принципов MVC в программировании   Опыт работы с популярными PHP фреймворками   Знание SQL, JavaScript, CSS, HTML   Опыт работы в команде, понимание Git   Мы постарались создать все условия для продуктивной и интересной работы:   Официальное трудоустройство согласно ТК РФ;   Стабильный, а главное полностью официальный доход;   Реальный карьерный рост в крупнейшей компании;   Атмосфера взаимопомощи и дружелюбия;     Работа в команде профессионалов в атмосфере взаимопомощи и поддержки;   Классическая пятидневка с фиксированными выходными;   График работы: с 8-00 до 17-00;   Обучение за счет предприятия.   А также в качестве бонуса:   Забота о здоровье: соц. пакет и бесплатные мед. обследования, ДМС;   Подарки в честь значимых событий в жизни сотрудников: рождение ребенка, свадьба, подарки детям на Новый год.   Если Вы ищите стабильную и интересную работу, то будем рады Вашим резюме!";;Знание PHP 7.x. Понимание принципов MVC в программировании. Опыт работы с популярными PHP фреймворками. Знание SQL, JavaScript, CSS, HTML. ;Разработка программного кода (BackEnd) высоконагруженной системы.;"JavaScript;SQL;C#;HTML;MySQL";1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0
23;8;34261742;Программист;Самара;1;1;ГБУЗ СГКБ №1 им. Н.И. Пирогова;0.03333333333333333;Обязанности: - Разрабатывает инструкции по работе с программами, оформляет техническую документацию. - Осуществляет сопровождение внедренных готовых программных продуктов. - Производит установку и конфигурирование на рабочих станциях операционных систем и программного обеспечения. - Обеспечивает бесперебойное функционирование рабочих станций, копировально-множительной техники, информационных систем. - Обучает и консультирует пользователей работе в информационных системах. - Организует доступ к локальной и глобальной информационным сетям. - Монтирует локальные вычислительные сети. - Участвует в восстановлении работоспособности информационных систем при сбоях и выходе из строя сетевого оборудования. - Выявляет ошибки пользователей, сетевого программного обеспечения и восстанавливает работоспособность информационных систем. - Разрабатывает предложения по развитию инфраструктуры информационных систем в пределах своей компетенции, подготавливает предложения по модернизации и приобретению оборудования. - Проводит мероприятия по выявлению и устранению последствий, вызванных действием вредоносного программного обеспечения. - Производит учет движения расходных материалов копировально-множительной техники, работает с поставщиками и ведет учет документов по роду своей деятельности. Требования: - Образование высшее профессиональное в сфере информационных технологий. - Опыт работы по настройке и сопровождению рабочих мест для работы с ЭЦП. - Работа в сфере информационной безопасности. - Стаж работы по специальности от 2 лет. Условия: - График работы 5/2 (пон-пятн с 8.00 до 16.45, пятн с 8.00 до 15.30, суб-вс выходные дни). - Официальное трудоустройство согласно ТК РФ. - Своевременная выплата заработной платы 2 раза в месяц. - Социальные гарантии.  ; - График работы 5/2 (пон-пятн с 8.00 до 16.45, пятн с 8.00 до 15.30, суб-вс выходные дни). - Официальное трудоустройство согласно ТК РФ. - Своевременная выплата заработной платы 2 раза в месяц. - Социальные гарантии.  ;Образование высшее профессиональное в сфере информационных технологий. - Опыт работы по настройке и сопровождению рабочих мест для работы с ЭЦП. - ;Разрабатывает инструкции по работе с программами, оформляет техническую документацию. - Осуществляет сопровождение внедренных готовых программных продуктов. - Производит установку и конфигурирование на...;"JavaScript;SQL;C#;HTML;MySQL";0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0
24;6;33812932;Программист в Германию;Москва;0;0;Сметанин Владимир Анатольевич;0.03333333333333333;Обязанности:  Проектирование, разработка, отладка, тестирование программных решений Полная занятость, полный день  Требования:   Высшее образование   Знание ООП главное, умения из следующего списка опциональны   Опыт работы программистом C/С++/С#, JAVA/JavaScript/JScript, php, .NET, Delphi, Python, Ruby, VB.NET, Perl от 2х лет (в любом из языков из предложенного списка)   Желателен опыт работы с базами данных   Знание алгоритмов и структур данных   Владение английским языком на уровне В2 (!)   Условия:   Заработная плата в среднем 2800-3500€ нетто   Предложения о работе минимум от 3 немецких работодателей   Работа программистом в фирмах разного масштаба в городах Германии   Индивидуальный подбор вакансий и условия труда в соответствии с Вашей компетенцией   Информационная поддержка во время оформления рабочей визы или blue card (будет зависеть от выбранной вакансии), переезда и первого года работы в Германии   Помощь в организации комфортных условий для проживания в городах Германии. Вид жилья будет зависеть от выбранной вакансии, места трудоустройства и города размещения   Право на пользование социальным пакетом: оплачиваемый отпуск, больничный лист и пр   Дополнительная информация: При успешном трудоустройстве существует комиссионное вознаграждение за услуги немецкого кадрового агентства 15% от зарплаты брутто первые 12 месяцев работы.;   Заработная плата в среднем 2800-3500€ нетто   Предложения о работе минимум от 3 немецких работодателей   Работа программистом в фирмах разного масштаба в городах Германии   Индивидуальный подбор вакансий и условия труда в соответствии с Вашей компетенцией   Информационная поддержка во время оформления рабочей визы или blue card (будет зависеть от выбранной вакансии), переезда и первого года работы в Германии   Помощь в организации комфортных условий для проживания в городах Германии. Вид жилья будет зависеть от выбранной вакансии, места трудоустройства и города размещения   Право на пользование социальным пакетом: оплачиваемый отпуск, больничный лист и пр   Дополнительная информация: При успешном трудоустройстве существует комиссионное вознаграждение за услуги немецкого кадрового агентства 15% от зарплаты брутто первые 12 месяцев работы.;Знание ООП главное, умения из следующего списка опциональны. Опыт работы программистом C/С++/С#, JAVA/JavaScript/JScript, php, .NET, Delphi...;Проектирование, разработка, отладка, тестирование программных решений. Полная занятость, полный день.;"ООП;C#;Delphi;Английский язык;PHP;Базы данных;Ruby;Пользователь ПК;C/C++;.NET Framework;Python;Java;STL;Linux;SQL;JavaScript;C++";0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;1;1;0;0;1;1;0;0;0;1
25;52;34027967;Стажер-программист Unity3D в игровую студию;Казань;0;2;GD Forge;0.5;Требуется:  Стажер-программист в среде Unity3D в студию разработки игр и VR/AR-проектов    Если ты:  Мечтаешь построить карьеру в игровой индустрии и создавать новые реальности Хочешь поработать с передовыми технологиями (Oculus, GearVR, Fibrum, Leap Motion) Обладаешь базовыми навыками работы в среде Untiy3D А главное, видишь свою жизнь полной приключений    Тогда с нас:  Оплачиваемая стажировка, обучение, рост до полноценного члена команды Возможность работать под руководством опытного наставника Работа над интересными игровыми проектами Гибкий график и комфортное совмещение с учебой для студентов    Дополнительное преимущество на отборе:  Качественное и грамотное сопроводительное письмо (!) ;;Качественное и грамотное сопроводительное письмо (!).;Стажер-программист в среде Unity3D в студию разработки игр и VR/AR-проектов.;"JavaScript;SQL;C#;HTML;MySQL";0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;1;1;1;1;0;0;0;0;0;0
26;2;34262578;Стажер-программист;Ростов-на-Дону;0;0;Интернет-агентство NOKNOK;0.03333333333333333;"Компания «NOKNOK» работает более 5 лет. Мы помогаем другим компаниям увеличивать продажи и развивать бизнес. Мы имеем статус «Золотого сертифицированного партнера 1С-Битрикс» и места в топах рейтингов веб студий. О работе:Ищем начинающего специалиста для работы с сайтами. В ходе работы вам предстоит поработать с разными технологиями, познакомится с фронтендом и бекендом и в дальнейшем определить направление своего развития. В процессе работы необходимо будет дорабатывать сайты на 1С Битрикс, устанавливать сайты и модули, делать настройку, работать с хостингом. Вам подойдет вакансия, если:    учитесь на последних курсах или заочно, на технической специальности; хотите совмещать учебу и применять свои знания на реальных задачах; быстро учитесь и любите технологии; Имеете понимание об html css, cms; Хотите развиваться в вебе;    Условия:  Плавающее начало рабочего дня с 8 до 11; 5 дневная рабочая неделя, 8 часовой рабочий день, если вы студент, график обсуждается индивидуально; Без переработок; Оформление по ТК; Офис в центре города.   ";"  Плавающее начало рабочего дня с 8 до 11; 5 дневная рабочая неделя, 8 часовой рабочий день, если вы студент, график обсуждается индивидуально; Без переработок; Оформление по ТК; Офис в центре города.   ";Учитесь на последних курсах или заочно, на технической специальности. Имеете понимание об html css, cms.;О работе: Ищем начинающего специалиста для работы с сайтами. В ходе работы вам предстоит поработать с разными технологиями, познакомится с...;"HTML;CSS;1С-Битрикс;Настройка ПК;Adobe Dreamweaver";0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1
27;67;33800702;Программист-стажер;Казань;0;2;ТАТСОЦБАНК;0.9333333333333333;"Требуемый опыт работы: без опыта Частичная / полная занятость, гибкий график Обязанности  Приобретение опыта и навыков работы на должность Программиста; Изучение модулей АБС и смежных систем; Выполнение типовых операций сопровождения АБС; Развитие АБС (создание / модификация шаблонов, скриптов и отчетов).  Профессиональные навыки  Знание: SQL, VBA (Excel, Word).  Требования  Образование по профилю ИТ или финансы (возможно, неполное или неоконченное).  Условия  Место работы: Головной офис, г.Казань, ул.Чернышевского ; Оформление: В соответствии с ТК РФ; Режим работы: Гибкий график; Дресс-код: Casual Оплата: Оклад + стабильная ежемесячная премия Льготы: Кредитные и розничные условия для сотрудников; Развитие: Тренинги, киноклуб, курсы профессионального обучения; Корпоративы: Спортивные, командообразующие, праздничные. ";;Знание: SQL, VBA (Excel, Word). Образование по профилю ИТ или финансы (возможно, неполное или неоконченное).;Приобретение опыта и навыков работы на должность Программиста. Изучение модулей АБС и смежных систем. Выполнение типовых операций сопровождения АБС. ;"VBA;SQL;Обучение и развитие;Sony Vegas;Pascal";0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1
