;Index;id;name;city;min_salary;max_salary;company;days_from_publication;description;conditions;requirement;responsibility;key_skills;Тюмень;Челябинск;Казань;Екатеринбург;Другие города;experience_Более 6 лет;experience_Нет опыта;experience_От 1 года до 3 лет;experience_От 3 до 6 лет;schedule_Гибкий график;schedule_Полный день;schedule_Сменный график;schedule_Удаленная работа;employment_Полная занятость;employment_Проектная работа;employment_Стажировка;employment_Частичная занятость;JavaScript;CSS;HTML;HTML5;Git;CSS3;jQuery;AngularJS;React;Node.js;Другие навыки
91;56;29491586;React/Vue.js-разработчик;Ростов-на-Дону;1;2;АйТи Консалт;0.03333333333333333;"Международная компания ProgForce (Россия/Израиль/США), специализирующаяся в разработке программного обеспечения, приглашает на работу программистов. Требования:  Отличное знание JavaScript; Опыт создания Vuejs или Reactjs приложений; Умение пользоваться системой контроля версий Git; Умение писать чистый, производительный и поддерживаемый JavaScript; Умение анализировать и решать сложные задачи; Навык планирования сроков и их соблюдения; Приветствуется знание английского.  Условия:   Работа в международной компании.   Интересные проекты, профессиональный рост, новые технологии.   Белая з/п   Работа на территории работодателя (пн-пт с 9:00 до 18:00)   Приятная демократичная атмосфера в компании   Своя кухня (чай/кофе)   Комфортабельный офис в центре города   Корпоративные мероприятия с семьями  ";   Работа в международной компании.   Интересные проекты, профессиональный рост, новые технологии.   Белая з/п   Работа на территории работодателя (пн-пт с 9:00 до 18:00)   Приятная демократичная атмосфера в компании   Своя кухня (чай/кофе)   Комфортабельный офис в центре города   Корпоративные мероприятия с семьями  ;Отличное знание JavaScript. Опыт создания Vuejs или Reactjs приложений. Умение пользоваться системой контроля версий Git. Умение писать чистый, производительный и...;;"JavaScript;Git;React;Vue.js";0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;1
92;57;33793585;Frontend-разработчик;Ростов-на-Дону;1;2;GrowApp Solutions;0.06666666666666667;Обязанности:  Вёрстка Разработка Frontend на Angular  Требования:  Agular 8, HTML5, CSS3, Typescript, JavaScript Сборщики и бандлеры для статики, желательна автоматическая генерация клиентского кода по документации Swagger.  Условия:  Интересные проекты Комфортный офис Хорошую атмосферу и адекватное управление Трудоустройство по ТК РФ Оплачиваемые больничные и отпуска Профессиональный и карьерный рост. ;  Интересные проекты Комфортный офис Хорошую атмосферу и адекватное управление Трудоустройство по ТК РФ Оплачиваемые больничные и отпуска Профессиональный и карьерный рост. ;Agular 8, HTML5, CSS3, Typescript, JavaScript.;Вёрстка. Разработка Frontend на Angular. Сборщики и бандлеры для статики, желательна автоматическая генерация клиентского кода по документации Swagger.;"ООП;Git;HTML5;JavaScript;Bootstrap;CSS3";0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;1;1;1;0;0;0;0;1
93;77;29491514;Back-end разработчик (Node.js);Ростов-на-Дону;1;2;АйТи Консалт;0.3333333333333333;"Международная компания ProgForce (Россия/Израиль/США), специализирующаяся в разработке программного обеспечения, приглашает на работу программистов. Требования:  Знание Node.js, NoSQL или SQL; Основы работы с Git; Отличное знание JavaScript; Опыт работы в среде *nix; Иметь представление об асинхронном программировании; Опыт разработки на Node.js; Способность разбираться в чужом коде, быстро понимать поставленную задачу; Приветствуется знание английского; Дополнительным плюсом будет знание react/vue.js  Условия:   Работа в международной компании.   Интересные проекты, профессиональный рост, новые технологии.   Белая з/п   Работа на территории работодателя (пн-пт с 9:00 до 18:00)   Приятная демократичная атмосфера в компании   Своя кухня (чай/кофе)   Комфортабельный офис в центре города   Корпоративные мероприятия с семьями  ";   Работа в международной компании.   Интересные проекты, профессиональный рост, новые технологии.   Белая з/п   Работа на территории работодателя (пн-пт с 9:00 до 18:00)   Приятная демократичная атмосфера в компании   Своя кухня (чай/кофе)   Комфортабельный офис в центре города   Корпоративные мероприятия с семьями  ;Знание Node.js, NoSQL или SQL. Основы работы с Git. Отличное знание JavaScript. Опыт работы в среде *nix. Иметь представление об...;;"JavaScript;Git;SQL;NoSQL;Node.js";0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;1
94;87;33772472;Front-end разработчик;Ростов-на-Дону;1;2;GoodFactory;1.0;"Good-factory - это студия по производству современных digital-решений. Наша специализация сложные интерфейсы на высоконагруженных проектах. Что нужно делать:  Разработка проектов с нуля; доработка существующих проектов; работа как над внешними проектами, так и над нашими внутренними; анализ и улучшение качества кода.  Требования:   отличное знание HTML5, CSS3, JavaScript;   адаптивная и кросс-браузерная верстка;   знание основ PHP, MYSQL и React будет плюсом;   понимание принципов ООП.   Условия:   Достойную заработную плату по результатам собеседования;   интересные задачи;   удобный график работы 5/2 (с 9-00, с 10-00 или с 11-00).  ";"   Достойную заработную плату по результатам собеседования;   интересные задачи;   удобный график работы 5/2 (с 9-00, с 10-00 или с 11-00).  ";Отличное знание HTML5, CSS3, JavaScript. Адаптивная и кросс-браузерная верстка. Знание основ PHP, MYSQL и React будет плюсом. ;Разработка проектов с нуля. Доработка существующих проектов. Работа как над внешними проектами, так и над нашими внутренними. Анализ и улучшение...;"HTML5;CSS3;JavaScript;ООП;React";0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;1;0;1;0;0;1;0;1
95;92;34283789;React Frontend Developer;Ростов-на-Дону;1;2;Студия Олега Чулакова;0.0;"Студия Олега Чулакова — дизайн-студия № 1 в России по версии Tagline. Мы разрабатываем сервисы, сайты и мобильные приложения для крупнейших международных и российских компаний: Papa Johns, Авито, Tele2, МегаФон, БКС, Райффайзенбанк, Совкомбанк, IKEA и др. Нам нужен тот, кто виртуозно создает сложные и быстрые frontend-приложения. Вжух — и сервис готов! Работать предстоит в дизайнерском офисе на 700 кв. м. творческого пространства в центре города. Посмотреть фото можно здесь: https://chulakov.ru  Обязанности:  проектирование архитектуры веб-продуктов;  разработка сайтов и сервисов;   развитие и поддержка существующих сайтов и сервисов.   Требования:   React;   React Router;   Redux;   работа с REST API;   ECMAScript 6;   препроцессоры (Stylus, SASS или LESS);   Git;   Sketch или Zeplin;   уверенный опыт статической верстки HTML5/CSS.   Условия:  график — 5/2; оформление согласно ТК; белую заработную плату; командировки в Москву; корпоративный английский; офис со спортзалом, душем, гамаками; вкусные кофе, чай, конфеты и печенье за наш счет; библиотека с профессиональной, учебной и бизнес-литературой; постоянное развитие, бесплатное обучение и повышение квалификации. ";"  график — 5/2; оформление согласно ТК; белую заработную плату; командировки в Москву; корпоративный английский; офис со спортзалом, душем, гамаками; вкусные кофе, чай, конфеты и печенье за наш счет; библиотека с профессиональной, учебной и бизнес-литературой; постоянное развитие, бесплатное обучение и повышение квалификации. ";React. React Router. Redux. Работа с REST API. ECMAScript 6. Препроцессоры (Stylus, SASS или LESS). Git. Sketch или Zeplin. ;Проектирование архитектуры веб-продуктов. Разработка сайтов и сервисов. Развитие и поддержка существующих сайтов и сервисов.;"Git;Less;HTML5;Adobe Photoshop;CSS;JavaScript";0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;1;1;0;1;1;0;0;0;0;0;1
96;24;34263353;Frontend-разработчик;Самара;2;3;АНМЕДИО;0.03333333333333333;Ищем frontend-разработчиков уровня «Middle» с опытом работы от 1 года на сложные сервисные проекты. Не рассматриваем без опыта и на удаленной основе.   Необходимые знания:  Опыт коммерческой Frontend разработки от 1 года Уверенные знания HTML, CSS Отличные знания Javascript Уверенное владение одним из фреймворков (React, Vue, Angular) Опыт работы с библиотеками управления состоянием приложения (Redux, Vuex, MobX) Знания основ Computer Science (алгоритмы, структуры данных) Понимание клиент-серверного взаимодействия Понимание архитектуры SPA и компонентного подхода Владение unix-based системами на уровне уверенного пользователя Понимание принципов работы браузеров Опыт командной работы в Git Умение адекватно оценивать сложность задачи и сроки выполнения Умение работать как в команде, так и самостоятельно    Плюсом будет:  Опыт коммерческой разработки на TypeScript Знание одного из языков (PHP, Java, C#, C++) Способность анализировать задачу и предлагать свои решения    Что гарантируем  Исключительно сложные проекты, которыми пользуются десятки и сотни тысяч людей Возможность видеть прямую пользу от своей работы и влиять на проекты Комфортную атмосферу молодой скилловой команды Все, что нужно для работы и обучения Достойная белая зарплата 2 раза в месяц, оформление по ТК    Зарплата:  по результатам собеседования ;;Ищем frontend-разработчиков уровня «Middle» с опытом работы от 1 года на сложные сервисные проекты. Не рассматриваем без опыта и...;;"JavaScript;Git;CSS;AngularJS;Java;HTML";0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;1;1;0;1;0;0;1;0;0;1
97;38;30718731;Frontend-разработчик (Vue.js Angular);Самара;2;3;Открытый код;0.03333333333333333;"Компания Открытый код- это команда квалифицированных специалистов, профессионалов своего дела, ставящие перед собой амбициозные задачи и с блеском справляющиеся с реализацией запланированного. Если Вы инициативны, ориентированы на достижение лучших результатов, готовы искать наиболее эффективное решение любой поставленной задачи и при этом обладаете необходимыми для работы навыками и способностями, мы приглашаем Вас в нашу команду!   Что мы предлагаем:  современный стек технологий; удобные рабочие места в современном офисе в центре города с видом на Волгу (офисный центр Галактика, ул. Ярмарочная), места и время для отдыха в течение дня; 5-дневная рабочая неделя. Возможен гибкий график и удаленная работа; оформление трудовых отношений по Трудовому кодексу РФ, полный социальный пакет, дополнительный корпоративный пакет (корпоративный спорт: фитнес, бассейн, футбол/волейбол), культурные мероприятия, занятия английским языком в офисе компании) ; уровень дохода обсуждается в зависимости от компетенции соискателя; интересные, сложные задачи, высокая степень самостоятельности; перспектива карьерного и профессионального роста; работа в дружной команде профессионалов; заслуженные плюшки и ништяки!  Знания и компетенции:  опыт работы в frontend разработке от 2 лет, знание HTML5, CSS3(Flexbox, плюсом будет Grid), Опыт создание адаптивной верстки(mobile-first, desktop-first), понимание методологии БЭМ, опыт использования CSS препроцессоров (SCSS, LESS), JavaScript (ES5/6), ( плюсом будет TypeScript 2.7), Знание или опыт работы со стеком Vue.js или Angular 2+, знание и понимание ajax(fetch, axios), event stream, websocket, (плюсом будет знание Storage API), знания кросс-браузерной совместимости, опыт использования Gulp, WebPack, vue-cli(angular-cli).   ";;Знания и компетенции: Опыт работы в frontend разработке от 2 лет. Знание HTML5, CSS3(Flexbox, плюсом будет Grid). ;;"HTML5;Flexbox;CSS3;JavaScript;TypeScript;AngularJS;Vue.js;Ajax;Webscoket;SCSS;Less;Gulp;Кроссбраузерная верстка";0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;1;0;1;0;1;0;0;1
98;41;33260807;Frontend-разработчик (AngularJS, Angular);Самара;2;3;IT2G;0.06666666666666667;"В связи с открытием Самарского офиса, в команду разыскиваются frontend-разработчики уровня middle и выше. Мы предлагаем:  Гибкое начало дня Работа в комфортном офисе Кофе из кофемашины, чай, фрукты, йогурты, бутерброды в течение дня не ограничено Оформление по ТК РФ Полугодовые премии по результату работы  Обязанности:  Разработка задач в рамках релизных/проектных планов работ; Проектирование и разработка новых функциональных возможностей системы; Оптимизация постановок по отношению к существующей архитектуре системы; Рефакторинг кода; Участие в проектировании архитектуры приложений; Написание unit-тестов; Подготовка JavaScript-тестов (Jasmine/Karma/…);  Требования:  Опыт от 1 года. AngularJS 1.6+ || Angular 2+ JavaScript ES6+ TypeScript. Базовые парадигмы ООП Использование модульного/компонентного подхода в разработке CSS, Html, Bootstrap, верстка на flex, grid Gulp, Webpack, Npm, YARN Понимание архитектуры REST Разработка Unit-тестов ";"  Гибкое начало дня Работа в комфортном офисе Кофе из кофемашины, чай, фрукты, йогурты, бутерброды в течение дня не ограничено Оформление по ТК РФ Полугодовые премии по результату работы  Обязанности:  Разработка задач в рамках релизных/проектных планов работ; Проектирование и разработка новых функциональных возможностей системы; Оптимизация постановок по отношению к существующей архитектуре системы; Рефакторинг кода; Участие в проектировании архитектуры приложений; Написание unit-тестов; Подготовка JavaScript-тестов (Jasmine/Karma/…);  Требования:  Опыт от 1 года. AngularJS 1.6+ || Angular 2+ JavaScript ES6+ TypeScript. Базовые парадигмы ООП Использование модульного/компонентного подхода в разработке CSS, Html, Bootstrap, верстка на flex, grid Gulp, Webpack, Npm, YARN Понимание архитектуры REST Разработка Unit-тестов ";Опыт от 1 года. AngularJS 1.6+ || Angular 2+. JavaScript ES6+. TypeScript. Базовые парадигмы ООП. ;Разработка задач в рамках релизных/проектных планов работ. Проектирование и разработка новых функциональных возможностей системы. Оптимизация постановок по отношению к...;"AngularJS;JavaScript;Bootstrap;CSS;HTML;REST;Angular";0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;1;1;0;0;0;0;1;0;0;1
99;44;31749496;Front-end разработчик;Самара;2;3;СМС-ИНФОРМАЦИОННЫЕ ТЕХНОЛОГИИ;0.3;"Компания “СМС-Информационные технологии”, занимающаяся разработкой и внедрением информационных систем для энергетики, производит набор квалифицированных специалистов. Наша компания уже 16 лет занимается разработкой программного обеспечения для отечественной энергетики. У вас есть все шансы влиться в наш молодой и передовой коллектив и ощутить это приятное чувство гордости, когда нашими продуктами пользуются в каждом уголке страны. На данный момент мы работаем более чем над 10 проектами и ищем Frontend разработчиков. Проекты разрабатывается с использованием технологий HTML5/JS, Angular, WebPack, WebAPI с использованием инструментария VisualStudio 2017, Mercurial, Redmine, MediaWiki, CI/CD. Наши процессы впитали в себя (и продолжают впитывать) лучшие практики Agile/Scrum/XP/Lean. Обязанности:  Адаптивная верстка страниц по макетам и адаптация существующих; Создание пользовательских веб-интерфейсов.  Требования:  Высшее образование; Опыт работы Frontend разработчиком от 1 года; Уверенное владение JS/CSS3/HTML5; Опыт работы с Bootstrap 3/4 и Angular 2+, JQuery; Представление о юзабилити интерфейсов.  Приветствуется:  Опыт совместной разработки; Умение работы с Mercurial/Git; Опыт и желание участвовать в разработке прототипов UI, графических элементов, владение графическими редакторами;   Базовые знания C# и .NET Framework, умение использовать Web Api/ Rest сервисы.  Условия:  Условия: достойная заработная плата и оформление по ТК РФ; Здоровье: расширенный ДМС в лучших клиниках с первого дня работы; Обучение: повышение квалификации и обучение за счет компании; Команда: молодой, дружный коллектив, который умеет не только работать, но и отдыхать; Спорт и отдых: настольный теннис и хоккей в офисе, участие в корпоративных мероприятиях; Комфортный офис: отличное расположение в центре города и шикарный вид на Волгу с 20-го этажа. ";  ;Высшее образование. Опыт работы Frontend разработчиком от 1 года. Уверенное владение JS/CSS3/HTML5. Опыт работы с Bootstrap...;Адаптивная верстка страниц по макетам и адаптация существующих. Создание пользовательских веб-интерфейсов.;"JavaScript;CSS;HTML;HTML5;Git";0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0
100;57;33772473;Front-end разработчик;Самара;2;3;GoodFactory;1.0;"Good-factory - это студия по производству современных digital-решений. Наша специализация сложные интерфейсы на высоконагруженных проектах. Что нужно делать:  Разработка проектов с нуля; доработка существующих проектов; работа как над внешними проектами, так и над нашими внутренними; анализ и улучшение качества кода.  Требования:   отличное знание HTML5, CSS3, JavaScript;   адаптивная и кросс-браузерная верстка;   знание основ PHP, MYSQL и React будет плюсом;   понимание принципов ООП.   Условия:   Достойную заработную плату по результатам собеседования;   интересные задачи;   удобный график работы 5/2 (с 9-00, с 10-00 или с 11-00).  ";"   Достойную заработную плату по результатам собеседования;   интересные задачи;   удобный график работы 5/2 (с 9-00, с 10-00 или с 11-00).  ";Отличное знание HTML5, CSS3, JavaScript. Адаптивная и кросс-браузерная верстка. Знание основ PHP, MYSQL и React будет плюсом. ;Разработка проектов с нуля. Доработка существующих проектов. Работа как над внешними проектами, так и над нашими внутренними. Анализ и улучшение...;"HTML5;CSS3;JavaScript;ООП;React";0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;1;0;1;0;0;1;0;1
101;60;33476015;JavaScript - разработчик/ Front-end (Angular);Самара;2;3;СимбирСофт,ООО;0.0;"В рамках нашего направления Front-end разработки мы создаем и развиваем интерфейсы для сервисов Abbyy, QIWI, проекта Дополненной Реальности и приложений ведущих банков страны. В команду выделенного центра разработки IT подразделения банка требуется Ведущий front-end разработчик. Наши команды работают над созданием и развитием банковских сервисов и приложений: мобильные приложения и онлайн-банк.    Основная задача: реализация новой функциональности продукта (angular 5+, html5) Поддержка существующего кода Написание unit тестов на ключевой функционал приложения Работа в большой команде, участие в ежедневных митингах, обсуждениях задач  Требования:  Опыта разработки на Angular2+ от 1 года Опыт разработки SPA с использованием таких технологий как AngularJS/ReactJS/Ember.js/Vue.js/... от 2х лет Высокий уровень знаний javaScript, ES6 Уверенные знания RxJS HTML5, CSS3, Flexbox Karma, Jasmine Webpack Git Опыт работы с препроцессорами (sass, less) Понимание принципов DRY, SOLID  Плюсом будет:  Уверенное знание паттернов проектирования ООП Опыт работы в больших командах разработчиков Знакомство с agile методологией разработки Опыт оптимизации загрузки и производительности веб-приложений Опыт разработки на любом другом языке программирования Понимание принципов UI/UX;  Условия:  работу в крупной компании, в сплоченном коллективе единомышленников; сертификация за счёт компании; возможность прокачаться в разных направлениях: глубже изучить JS, либо стать full-stack разработчиком; возможность стать тимлидом, (можешь тимлидить сразу, тогда тем более приходи); современная зона отдыха с чаем/кофе/печеньками/пинг-понгом/хbox/игровыми автоматами - все так пишут, но у нас это и правда есть; работа без привязки к рабочему месту; гибкий график работы, который позволяет выспаться; белоснежные условия - оформление по ТК РФ, белая зарплата, отпускные и больничный ";"  работу в крупной компании, в сплоченном коллективе единомышленников; сертификация за счёт компании; возможность прокачаться в разных направлениях: глубже изучить JS, либо стать full-stack разработчиком; возможность стать тимлидом, (можешь тимлидить сразу, тогда тем более приходи); современная зона отдыха с чаем/кофе/печеньками/пинг-понгом/хbox/игровыми автоматами - все так пишут, но у нас это и правда есть; работа без привязки к рабочему месту; гибкий график работы, который позволяет выспаться; белоснежные условия - оформление по ТК РФ, белая зарплата, отпускные и больничный ";Уверенное знание паттернов проектирования ООП. Опыт работы в больших командах разработчиков. Знакомство с agile методологией разработки. Опыт оптимизации загрузки и...;Основная задача: реализация новой функциональности продукта (angular 5+, html5). Поддержка существующего кода. Написание unit тестов на ключевой функционал...;"JavaScript;CSS;HTML;HTML5;Git";0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0
102;75;34278309;Frontend developer;Самара;2;3;Magenta Technology;0.0;"Мы ищем regular FRONTEND-разработчика и предлагаем присоединиться к нашей дружной интернациональной команде (коллеги находятся в США, Индии и Самаре). Проект занимается разработкой решений для крупных корпоративных американских и европейских заказчиков. В их числе крупнейшие производители и ритейловые сети Америки, такие как DHL, General Motors и Kroger. Эта вакансия - прекрасная возможность прокачать свой skillset, поднять свою цену на рынке, расширить круг своих возможностей. И для этого не нужно никуда переезжать, проектная команда работает в нашем самарском офисе. Что нужно делать:  Переписывать frontend нашего продукта с ExtJS на React; Реализовывать новые frontend компоненты; Участвовать в обсуждения реализуемого функционала на английском языке. Для начала необходимо уметь писать и читать, разговаривать мы научим.  Мы ожидаем:  опыт разработки на JS от двух лет; знание HTML/ CSS / React / ES6; знание современных подходов к разработке веб-приложений; знание принципов оптимизации интерфейсов;  Будет плюсом:  знание MOBX; ООП (SOLID, DRY) в JavaScript. Не только уметь рассказать, но и грамотно применять в коде; базовое знание Java; знание Oracle;  Мы предлагаем:  оформление трудовых отношений по Трудовому кодексу РФ, полный социальный пакет (включая ДМС или оплату фитнеса, занятия английским языком в офисе компании); достойную, белую заработную плату и высокие квартальные премии; ежегодное performance review и пересмотр зарплаты по результатам работы; сертификация за счет компании; возможность работать в нескольких проектах в рамках одной международной компании; благоприятные условия работы и очень дружный коллектив; удобные рабочие места (современные рабочие станции, наличие двух мониторов, одним словом — всё необходимое оборудование для эффективной работы); комфортный большой офис, удобное расположение. У нас есть всё необходимое для отдыха: удобная кухня, переговорки, кофемашины, теннисный стол, дартс, гамак для йоги, велопарковка, душевые. Комплексная доставка обедов в офис по желанию.       ";"  оформление трудовых отношений по Трудовому кодексу РФ, полный социальный пакет (включая ДМС или оплату фитнеса, занятия английским языком в офисе компании); достойную, белую заработную плату и высокие квартальные премии; ежегодное performance review и пересмотр зарплаты по результатам работы; сертификация за счет компании; возможность работать в нескольких проектах в рамках одной международной компании; благоприятные условия работы и очень дружный коллектив; удобные рабочие места (современные рабочие станции, наличие двух мониторов, одним словом — всё необходимое оборудование для эффективной работы); комфортный большой офис, удобное расположение. У нас есть всё необходимое для отдыха: удобная кухня, переговорки, кофемашины, теннисный стол, дартс, гамак для йоги, велопарковка, душевые. Комплексная доставка обедов в офис по желанию.       ";Опыт разработки на JS от двух лет. Знание HTML/ CSS / React / ES6. Знание современных подходов к разработке веб-приложений. ;Переписывать frontend нашего продукта с ExtJS на React. Реализовывать новые frontend компоненты. Участвовать в обсуждения реализуемого функционала на английском языке. ;"JavaScript;Java;CSS;HTML;Английский язык";0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;1
103;87;34275770;Front-End Developer (Параплан);Самара;2;3;Haulmont;0.0;О команде Система «Параплан» предназначена для автоматизации детских, спортивных и языковых центров. Сейчас продукт находится на этапе активного роста и выхода на федеральный уровень. Автоматизация работы учреждений дополнительного образования — очень перспективное направление. В этой сфере практически нет серийных продуктов федерального масштаба. «Параплан» был создан специально для внешкольных учебных заведений с учетом их потребностей и особенностей работы. Если вы хотите принять участие в развитии нового продукта международной компании, то эта вакансия для вас! О вакансии Вас ждет работа в молодом и дружном коллективе в одним из перспективных продуктов компании. «Параплан» включает в себя клиентскую часть, написанную на Angular и серверную часть, где используется Java и Cuba Platform. Весь API подробно задокументирован при помощи Swagger. Сложная логика покрывается unit-тестами. Сode-style помогает обеспечить единообразие кода и предотвратить возможные ошибки в продукте. Каждый член команды разработки задействован в code-review работы своих коллег. В работе используются короткие релиз-циклы: от 3 до 5 недель. Также в команде есть возможность попробовать себя в качестве full-stack разработчика. Задачи ✔ Разработка клиентской части веб-приложения (Angular). ✔ Проведение code review. Навыки ✔ Опыт веб-разработки от 1 года. ✔ Знание основ работы HTTP протокола (заголовки, cookies и т. д.). ✔ Опыт верстки под мобильные устройства. Преимуществом будет ✔ Знание уязвимостей веб-приложений и способов борьбы с ними. ✔ Опыт профилирования производительности веб-приложений. ✔ SQL (на уровне select/join). ✔Знание Java.  ;;Навыки. ✔ Опыт веб-разработки от 1 года. ✔ Знание основ работы HTTP протокола (заголовки, cookies и т. д.). ✔ Опыт верстки под...;Разработка клиентской части веб-приложения (Angular). ✔ Проведение code review.;"HTTP;SQL;Java;AngularJS";0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1
104;96;32497600;Frontend-разработчик;Самара;2;3;Интерфакс;0.03333333333333333;"Международная информационная группа «Интерфакс» - лидер российского информационного рынка в сегменте В2В. Основа бизнеса Интерфакса - это качественная информация и высокотехнологичные информационно-аналитические продукты для принятия решений в политике и бизнесе: СПАРК, СПАРК-Маркетинг, СКАН, ЭФИР. Свою деятельность компании «Интерфакс» ведет в России и ряде стран ближнего и дальнего зарубежья.Наши офисы находятся в Москве, Санкт-Петербурге, Воронеже, Самаре, Берлине, Лондоне, Гонконге и еще в 50 городах. Сейчас мы интенсивно развиваем и наращиваем команду продукта Интерфакс-СКАУТ. Продукт - СКАУТ(scout.interfax.ru) - интеграционное решение для автоматизации процедур комплексной проверки контрагентов. Задачи стоящие перед группой разработки касаются таких направлений, как: - обработка больших массивов данных, - разработка интеллектуальных алгоритмов моделей расчетов рисков и - обеспечение высочайшего уровня юзабилити в графических интерфейсах. Мы ищем ответственного, опытного, энергичного специалиста, front-end разработки. Что от Вас будет требоваться: По задачам:  Разработка проектов в команде с Back-end специалистами Участие в разработке высоконагруженных информационных систем; Создание фронтенда для крупных проектов (от 10000 посетителей)  По знаниям:  Web API / JS + эмуляторы / CSS3 / HTML5, опыт работы с препроцессорами, кроссбраузерность; Опыт верстки адаптивных страниц; Уверенное знание JavaScript; Опыт работы с Angular 4+ Понимание RestAPI; Знание npm, es6, webpack, gulp; Опыт работы в команде (TFS, GIT-flow); Понимать и уметь применять на практике основные ООП дизайн-паттерны    От себя мы обеспечиваем:  Полностью белая зарплата точно в срок, регулярное премирование, ДМС; возможности профессиональной реализации и карьерного роста с масштабированием проекта; Гибкий подход к организации рабочего дня; Комфортные условия работы в центре БЦ Капитал. Возможности образования, участие в профессиональных мероприятиях и конференциях. ";;Web API / JS + эмуляторы / CSS3 / HTML5, опыт работы с препроцессорами, кроссбраузерность. Опыт верстки адаптивных страниц. ;Разработка проектов в команде с Back-end специалистами. Участие в разработке высоконагруженных информационных систем. Создание фронтенда для крупных проектов (от...;"JavaScript;HTML5;CSS3";0;0;0;0;1;0;0;0;1;1;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0
