;Index;id;name;city;min_salary;max_salary;company;days_from_publication;description;conditions;requirement;responsibility;key_skills;Тюмень;Челябинск;Казань;Екатеринбург;Другие города;experience_Более 6 лет;experience_Нет опыта;experience_От 1 года до 3 лет;experience_От 3 до 6 лет;schedule_Гибкий график;schedule_Полный день;schedule_Сменный график;schedule_Удаленная работа;employment_Полная занятость;employment_Проектная работа;employment_Стажировка;employment_Частичная занятость;1С программирование;1С: Предприятие 8;1С: Зарплата и управление персоналом;1С: Бухгалтерия;1С: Управление Производственным Предприятием;1С: Управление Торговлей;1С: Документооборот;1C: Бухгалтерия;Обновление конфигурации 1С;MS SQL;Другие навыки
15;78;33918614;Программист 1С;Санкт-Петербург;3;4;РУМИКОН;0.0;"РУМИКОН – это проектная студия по внедрению и автоматизации бизнеса на платформе 1С. Мы специализируемся на постановке управленческого и финансового учета, а также на внедрении решений класса ERP, но по факту спектр решаемых нами задач охватывает все возможности платформы 1С – от печатных форм до мобильных приложений и интеграции с государственными сервисами.Задачи:  Разрабатывать новые и вносить изменения в существующие функции, инструменты, интерфейсы etc в соответствии с задачей; Тестировать разработанное ПО; Моделировать и описывать входящие задачи по заданному формату; Презентовать результаты перед руководителем проекта; Создавать описательную документацию по результатам разработки; Проводить внутренние консультации сотрудников на проекте в рамках задач.  Требования:  Знание архитектуры и механизмов платформы 1С Предприятие 8.3; Умение писать хороший код, разбираться в чужом, проводить тестирование; Опыт участия в проектах в качестве разработчика; Системное мышление; Самостоятельность и умение принимать решения; Опыт работы с конвертацией данных будет существенным преимуществом; Наличие сертификата Специалист по разработке и модификации прикладных решений на технологической платформе системы программ 1С Предприятие 8.3 будет весомым преимуществом.  Условия:  Современный офис в 10 минутах ходьбы от метро Новочеркасская; Возможность профессионального развития и карьерного роста; Возможность обучаться за счет компании: курсы, семинары, тренинги; Доступ к корпоративной библиотеке; Молодой, дружный коллектив, готовый оказать помощь и поддержку на всех этапах работы; Оборудованное рабочее место, ноутбук; Неограниченный доступ к чаю, кофе для сотрудников; Возможность самому влиять на уровень з/п; График работы 5/2 c 10:00 до 19:00; Оформление по ТК РФ; ДМС + ДМС Стоматология; Испытательный срок – 2 месяца. ";"  Современный офис в 10 минутах ходьбы от метро Новочеркасская; Возможность профессионального развития и карьерного роста; Возможность обучаться за счет компании: курсы, семинары, тренинги; Доступ к корпоративной библиотеке; Молодой, дружный коллектив, готовый оказать помощь и поддержку на всех этапах работы; Оборудованное рабочее место, ноутбук; Неограниченный доступ к чаю, кофе для сотрудников; Возможность самому влиять на уровень з/п; График работы 5/2 c 10:00 до 19:00; Оформление по ТК РФ; ДМС + ДМС Стоматология; Испытательный срок – 2 месяца. ";Опыт участия в проектах в качестве разработчика. Системное мышление. Самостоятельность и умение принимать решения. Опыт работы с конвертацией данных будет...;Разрабатывать новые и вносить изменения в существующие функции, инструменты, интерфейсы etc в соответствии с задачей. Тестировать разработанное ПО. ;"1С программирование;1С: Предприятие 8;Системное мышление";0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1
16;75;30482719;Программист 1С;Омск;4;4;Завод Сибгазстройдеталь;0.1;"Завод Сибгазстройдеталь - проверенный временем работодатель, уверенно смотрящий в будущее! Вот уже 40 лет мы производим оборудование для нужд ГАЗПРОМа, Роснефти и других предприятий ТЭК, оборудование общепромышленного назначения. Мы приглашаем для работы над интересным проектом программиста 1С. Обязанности:  Работа с 1C 8.x: Управление Производственным Предприятием Поддержка (консультации пользователей, доработка функционала, исправление ошибок и документов, обновления) Развитие (участие в проектах внедрения различных блоков, обновление до ERP 2)  Требования  Реальный опыт работы с платформой 8.х от 3 лет, с 1С:УПП - от 1 года; Знание основ бухгалтерского учёта; Знание конфигурации УПП на уровне консультанта/постановщика задач; Знание принципов работы производственного блока УПП; Желательно наличие сертификатов 1С уровня Специалист; Практический опыт работы с 1С:УПП на промышленных предприятиях; Аналитический склад ума; Коммуникабельность; Личная ответственность.  Условия  Официальная конкурентоспособная заработная плата работника по ТК РФ, она полностью и своевременно перечисляется на банковскую карту дважды в месяц ; Гарантии, предоставляемые ТК РФ; При необходимости доставка на Завод служебным транспортом; Возможность профессионального развития и роста. Возможен частично свободный график/удаленная работа (до 60% общего рабочего времени). Вакансия доступна для иногородних жителей (проживание оплачивается). ";;Реальный опыт работы с платформой 8.х от 3 лет, с 1С:УПП - от 1 года. Знание основ бухгалтерского...;Работа с 1C 8.x: Управление Производственным Предприятием. Поддержка (консультации пользователей, доработка функционала, исправление ошибок и документов, обновления). ;"1С программирование;1С: Предприятие 8;1С: Зарплата и управление персоналом;1С: Бухгалтерия;1С: Управление Производственным Предприятием";0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0
17;62;30318484;Инженер-программист 1С;Челябинск;5;4;Промышленная группа СТРОЙСИСТЕМА;0.03333333333333333;"  Обязанности:  Обновление и изменение конфигураций 1С УПП. Изменение действующих конфигураций 1С УПП под нужды предприятия. Разработка новых документов, отчетов, обработок по техническим заданиям. Консультация пользователей по вопросам работы с программой 1С.  Требования:  Опыт работы от пяти лет - ОБЯЗАТЕЛЬНО! Знание типовых конфигураций: УПП, Бухгалтерия 3.0, Управление торговлей. Производство Желание работать и развиваться, как профессионал; Законченное высшее образование.  Условия:  Работа в стабильной компании, одной из лидеров своей отрасли в Уральском регионе, на рынке с 1974 года; Возможность для профессионального и карьерного роста; Пятидневная рабочая неделя с 08.00-16.45 ч., пятница до 15.30; Оформление согласно ТК РФ; Своевременная выплата заработной платы; Корпоративное питание и медработник на территории завода; ";"  Работа в стабильной компании, одной из лидеров своей отрасли в Уральском регионе, на рынке с 1974 года; Возможность для профессионального и карьерного роста; Пятидневная рабочая неделя с 08.00-16.45 ч., пятница до 15.30; Оформление согласно ТК РФ; Своевременная выплата заработной платы; Корпоративное питание и медработник на территории завода; ";Опыт работы от пяти лет - ОБЯЗАТЕЛЬНО! Знание типовых конфигураций: УПП, Бухгалтерия 3.0, Управление торговлей. Производство. Желание работать и развиваться...;Обновление и изменение конфигураций 1С УПП. Изменение действующих конфигураций 1С УПП под нужды предприятия. Разработка новых документов, отчетов...;"1С программирование;1С: Предприятие 8;1С: Зарплата и управление персоналом;1С: Бухгалтерия;1С: Управление Производственным Предприятием";0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0
18;96;33762925;Ведущий программист 1С;Казань;2;4;PROFI.RU;0.0;Кто мы Наш холдинг занимается развитием маркетплейсов услуг, а наша 1С-система заточена на то, что быть инструментом для бухгалтерии, команды финансистов и отдела кадров. Мы параллельно ведём стандартный бухгалтерский учёт и готовим МСФО. Проходим ежегодный аудит у Big 4. Используем «1С: Бухгалтерия 8» с надстройкой «БИТ Финанс», «1С: Зарплата и управление персоналом 8», модуль «Диадок». Сейчас за разными частями системы следят три специалиста на аутсорсе. Количество задач увеличивается, поэтому мы хотим найти одного опытного программиста на полный день, который будет развивать всю систему целиком. Зачем тебе к нам  Отвечать за 1С в крупной IT-компании. Планировать, как будет развиваться программа, и находить удалённых подрядчиков под масштабные задачи. Видеть отдачу от своих решений. Понимать, как твои действия упрощают работу пользователей. Работать в современной и надёжной компании. Чтобы заявление не выглядело самопиаром :-) Мы четыре года подряд участвуем в «Рейтинге работодателей России» HeadHunter и постоянно улучшаем свои результаты. В прошлом году мы заняли 35-е место из 265.  Чем ты будешь заниматься  Поддерживать бесперебойную работу в 1С. Отлаживать создание бэкапов и работу с мастер-данными. Формировать матрицу ролей пользователей, которая учитывает структуру и специфику компании. Сейчас систему используют 50 человек. Совершенствовать систему, следить за обновлениями и подбирать новые конфигурации продуктов. Выдавать задания подрядчикам, контролировать исполнение и принимать результат. Вместе с командой формировать блок управленческой отчётности и МСФО. Ускорять и оптимизировать работу 1С и баз данных. Обеспечивать информационную безопасность 1С и её интеграцию с биллингом и другими системами внутри компании. Быть на связи с пользователями, рассказывать, как работать в системе, отвечать на вопросы, решать проблемы. Писать инструкции для коллег.  Что нужно, чтобы к нам присоединиться  Опыт разработки и поддержки при 1С — от четырёх лет. Ты готов рассказать о проектах, задачах и результатах, которых достиг. Аккуратность. Ты привык поддерживать код в хорошем техническом состоянии и контролировать, как работает система в целом. Готовность удалённо работать пять дней в неделю. Ты всегда на связи в рабочее время, соблюдаешь дедлайны и понятно отвечаешь на вопросы — чаще всего письменно. Понимание, что такое бухгалтерский, управленческий и МСФО-учёт в современной компании. Осознанность в действиях. Если ты видишь, что несколько задач от разных людей пересекается, то вместо двух доработок сделаешь одну, которая поможет всем. Ответственность. Мы ждём, что ты будешь на связи в рабочее время, но не против корректировать график, если предупредишь заранее.  Что мы за это предлагаем  Высокую белую зарплату. Корпоративные выезды, хакатоны, митапы, тематические вечеринки и тренинги. ;;Опыт разработки и поддержки при 1С — от четырёх лет. Ты готов рассказать о проектах, задачах и результатах, которых достиг. ;Поддерживать бесперебойную работу в 1С. Отлаживать создание бэкапов и работу с мастер-данными. Формировать матрицу ролей пользователей, которая учитывает...;"МСФО;1С: Зарплата и управление персоналом;1C: Бухгалтерия;Бухгалтерский учет";0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1
19;76;33519004;Инженер-программист 1С;Казань;1;3;Группа Компаний Альфа;0.6;"Обязанности:  программирование на 1Сv.8.x (УПП, ERP); доработка типовых и нетиповых конфигураций 1Сv.8x, внесение изменений в типовые и нетиповые конфигурации; участие в проектах автоматизации; анализ ошибок ведения учета и выработка рекомендаций по их исправлению; участие в проекте по разработке и внедрению дополнительных программных модулей в 1С; тестирование разработанного функционала; обучение пользователей работе с разработанными механизмами.  Требования:  владение ПК на уровне программиста; опыт в программировании на 1Сv.8.x; опыт работы в соответствующей должности более 1 года; аналитические способности, нацеленность на результат, самостоятельность.  Условия:  оформление по ТК РФ; своевременная заработная плата; корпоративная мобильная связь; развитая система нематериального стимулирования сотрудников(корпоративные мероприятия, спортивные соревнования); график работы с 8 до 17, СБ,Вс-выходной вахта по городу РАССМАТРИВАЕМ КАНДИДАТОВ НА УДАЛЕННУЮ РАБОТУ ";"  оформление по ТК РФ; своевременная заработная плата; корпоративная мобильная связь; развитая система нематериального стимулирования сотрудников(корпоративные мероприятия, спортивные соревнования); график работы с 8 до 17, СБ,Вс-выходной вахта по городу РАССМАТРИВАЕМ КАНДИДАТОВ НА УДАЛЕННУЮ РАБОТУ ";Владение ПК на уровне программиста. Опыт в программировании на 1Сv.8.x. Опыт работы в соответствующей должности более 1...;Программирование на 1Сv.8.x (УПП, ERP). Доработка типовых и нетиповых конфигураций 1Сv.8x, внесение изменений в...;"1С программирование;1С: Предприятие 8;1С: Зарплата и управление персоналом;1С: Бухгалтерия;1С: Управление Производственным Предприятием";0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0
20;83;28769128;Программист 1С;Казань;1;3;Группа Компаний Альфа;0.9333333333333333;"ГК “Альфа” – пять бизнес-направлений оказывающие полный спектр услуг в сфере грузового транспорта. Нас 1000+ сотрудников. Присутствуем в восьми городах. Нового сотрудника ждут интересные задачи, развитие и работа в команде профессионалов, желающих сделать ГК “Альфа” лучше!   Обязанности:  программирование на 1Сv.8.x (УПП, Альфа-авто, ДО, Битрикс); доработка типовых и нетиповых конфигураций 1Сv.8x, внесение изменений в типовые и нетиповые конфигурации; участие в проектах автоматизации; анализ ошибок ведения учета и выработка рекомендаций по их исправлению; участие в проекте по разработке и внедрению дополнительных программных модулей в 1С; тестирование разработанного функционала; обучение пользователей работе с разработанными механизмами.  Требования:  опыт работы на аналогичной позиции от 2 лет; опыт в программировании на 1Сv.8.x; аналитический склад ума, высокий уровень самоконтроля.  Условия:  интересные проекты для реализации; высокая оплата (достойная Вашего уровня профессионализма); современные условия работы; офис на Аделя Кутуя; все возможности для профессионального роста; молодой, дружный коллектив; развитая система нематериального стимулирования персонала (корпоративные мероприятия, поощрения сувенирной продукцией) ВОЗМОЖНА УДАЛЕННАЯ РАБОТА! ";"  интересные проекты для реализации; высокая оплата (достойная Вашего уровня профессионализма); современные условия работы; офис на Аделя Кутуя; все возможности для профессионального роста; молодой, дружный коллектив; развитая система нематериального стимулирования персонала (корпоративные мероприятия, поощрения сувенирной продукцией) ВОЗМОЖНА УДАЛЕННАЯ РАБОТА! ";Опыт работы на аналогичной позиции от 2 лет. Опыт в программировании на 1Сv.8.x. Аналитический склад ума, высокий...;Программирование на 1Сv.8.x (УПП, Альфа-авто, ДО, Битрикс). Доработка типовых и нетиповых конфигураций 1Сv.8x...;"1С программирование;1С: Предприятие 8;1С: Зарплата и управление персоналом;Обновление конфигурации 1С;1C: Бухгалтерия;1С: Комплексная автоматизация;1С: Документооборот";0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;1;1;0;0;0;1;1;1;0;1
21;14;34179372;Ведущий программист 1С;Омск;3;3;Бизнес Системы;0.03333333333333333;"Какие задачи предстоит решать:  Участие в новых проектах автоматизации заказчиков (финансово-хозяйственная деятельность, комплексные системы Доработка функционала существующих учетных систем 1С. Контроль производительности, отказоустойчивости ключевых учетных систем и обменов данными Оптимизация нагрузки и повышение быстродействия Участие по отдельным задачам в качестве РП\Аналитика. Участие в решении задач 2-й линии поддержки 1С. Консультирование бизнес-аналитиков, специалистов 2-й линии поддержки по техническим вопросам  Наш успешный кандидат:  Имеет высшее техническое образование; Участвовал в качестве ключевого разработчика/архитектора/технического лидера в проектах внедрения УТ, БП, УХ, ERP; Отлично знает возможности платформы и функционал тиражных решений 1С; Умеет выстраивать позитивные коммуникации в команде и ориентирован на результат; Сертифицирован в 1С, желателен сертификат 1С:Эксперт по технологическим вопросам; Опыт работы программистом от 5 лет, в том числе ведущим/тимлидом от 1 года. Экспертные компетенции в области платформы 1С:Предприятие 8.3 и выше (проверяется на собеседовании); Знание внутренней структуры СУБД баз 1С, опыт работы с прямыми запросами к СУБД из программного кода 1С; Опыт работы с крупными, распределенными, высоконагруженными многокомпонентными учетными системами на платформе 1С; Опыт интеграции 1С со смежными информационными системами (1С и не 1С);    Мы предлагаем стабильную работу в команде экспертов 1С, решение действительно важных и сложных задач для заинтересованных заказчиков, использование различных методологий ведения проектов и участие в редких масштабных проектах, представляющих ценность для 1С в целом Если Вы уже устали от работы в обычной франчайзи, а работа на фикси кажется скучной, то Вы можете найти отличную работу в нашем проектном офисе. Откликайтесь.";;Сертифицирован в 1С, желателен сертификат 1С:Эксперт по технологическим вопросам. Опыт работы программистом от 5 лет, в том...;Консультирование бизнес-аналитиков, специалистов 2-й линии поддержки по техническим вопросам. Участвовал в качестве ключевого разработчика/архитектора/технического лидера в...;"1С программирование;ERP-системы на базе 1С;Системная интеграция";0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1
22;43;34046402;Программист 1C;Самара;3;3;Коробочкин С.В.;0.4666666666666667;"От каждого сотрудника в нашей компании мы ожидаем, что он самостоятельно выберет самую важную вещь, с которой он может помочь нашим клиентам. . (с) Гейб Ньюэлл Обязанности:- Работа над задачами в трекере; Требования:- Хорошее знание основных типовых Бух, ЗУП, УТ, УНФ;- Умение писать как под обычные так и под управляемые формы;- Понимание принципов доработки без снятия с поддержки;- Умение разрабатывать внешние отчеты, макеты и обработки для БСП;- Умение разбираться в документациях и самостоятельно развиваться;- Умение планировать и вести учет по своим задачам.Условия:- Официальное трудоустройство;- Гибкий рабочий график;- Молодой замечательный коллектив и либеральная обстановка;- Работа в просторном, комфортном офисе, без разъездов;- Чай, кофе, плюшки.Работа у нас:- это непрерывное получение опыта и знаний;- это минимум бюрократии, максимум свободы и самостоятельности.;- это стабильная и вовремя выплачиваемая зарплата;- это работа с умными и интересными людьми;.- это уважение вашего личного пространства;- это возможность развиваться в интересных вам направлениях.";"- Официальное трудоустройство;- Гибкий рабочий график;- Молодой замечательный коллектив и либеральная обстановка;- Работа в просторном, комфортном офисе, без разъездов;- Чай, кофе, плюшки.Работа у нас:- это непрерывное получение опыта и знаний;- это минимум бюрократии, максимум свободы и самостоятельности.;- это стабильная и вовремя выплачиваемая зарплата;- это работа с умными и интересными людьми;.- это уважение вашего личного пространства;- это возможность развиваться в интересных вам направлениях.";Хорошее знание основных типовых Бух, ЗУП, УТ, УНФ. - Умение писать как под обычные так и под управляемые формы. - ;Работа над задачами в трекере.;"1С: Управление Торговлей;1С: Зарплата и управление персоналом;1C: Бухгалтерия;1С: Управление нашей фирмой;1С: Предприятие";0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;1
23;1;33843045;Программист 1C;Ростов-на-Дону;5;3;Металл Трейд;0.03333333333333333;"Мы - Металл Трейд. Работая в сфере торговли металлом с 2009 года, мы ни раз доказали, что название компании, наша миссия и ценности наших первоклассных специалистов органично сливаются в единый механизм. Мы продаем нержавеющую сталь уже 10 лет и знаем о ней всё! В связи с расширением бизнеса мы ищем сильного 1-С программиста, способного оказать необходимую поддержку нашей команде! В нашем понимании успешный кандидат:   Знает работу 1-С (бухгалтерия, управление торговлей);   Готов находить оригинальные решения рабочих задач;   Ленив по-настоящему! (делает всё быстро, чтобы быстрее отделаться от работы, и качественно, чтобы дважды не переделывать)   Какие у Вас будут задачи:   Обеспечение бесперебойной работы 1-С   Написание алгоритмов для 1-С, необходимых для эффективной работы;   За нами не заржавеет:   Мы предлагаем достойную заработную плату;   Удобный график работы: с 8:30 до 17:30, 5/2. ( пт-сокращенный день до 17-00);   Официальное трудоустройство.   Сотрудничая с нами Вы также приобретаете:   Корпоративную мобильную связь;   Дружный и сплочённый коллектив, возглавляемый успешными и уверенными лидерами;   Возможность стать частью команды победителей!   Если Вы сильный специалист в IT - оставляйте свой отклик, мы обязательно найдем общий язык! P.S. Мы очень заинтересованы в своей команде, поэтому каждый день мы стараемся ещё больше улучшить условия работы в нашей Компании :)  ";;Знает работу 1-С (бухгалтерия, управление торговлей). Готов находить оригинальные решения рабочих задач. Ленив по-настоящему! (делает всё быстро, чтобы...;Обеспечение бесперебойной работы 1-С. Написание алгоритмов для 1-С, необходимых для эффективной работы.;"Базы данных;Windows Os;Cистемы управления базами данных;1С: Бухгалтерия и склад;1С: Предприятие 8;1С: Торговля и склад;C++";0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1
24;46;34198764;Программист 1С/Разработчик;Казань;2;3;Группа Компаний Альфа;0.13333333333333333;"Обязанности:  Программирование на 1Сv.8.х (УПП, ERP); Доработка типовых и нетиповых конфигураций 1Сv.8.х, внесение изменений в типовые и нетиповые конфигурации; Анализ ошибок ведения учёта и выработка рекомендаций по их исправлению; Участие в проекте по разработке и внедрению дополнительных программных модулей в 1С; Тестирование разработанного функционала; Обучение пользователей работе с разработанными механизмами.  Требования:  Знание ПК на уровне опытного пользователя; Опыт работы и знание 1С; Профильное образование будет преимуществом; Аналитические способности; Нацеленность на результат; Самостоятельность;  Условия:  Официальное трудоустройство по ТК РФ; Белая з/п - оклад + %; График работы с ПН по ПТ, с 8.00 до 17.00 - удалённо или в городах присутствия - Казань/Челны; Корпоративная связь; Обучения, тренинги; Развитая система нематериального стимулирования (корпоративные мероприятия, спортивные соревнования и т.п.);   ";"  Официальное трудоустройство по ТК РФ; Белая з/п - оклад + %; График работы с ПН по ПТ, с 8.00 до 17.00 - удалённо или в городах присутствия - Казань/Челны; Корпоративная связь; Обучения, тренинги; Развитая система нематериального стимулирования (корпоративные мероприятия, спортивные соревнования и т.п.);   ";Знание ПК на уровне опытного пользователя. Опыт работы и знание 1С. Профильное образование будет преимуществом. Аналитические способности. ;Программирование на 1Сv.8.х (УПП, ERP). Доработка типовых и нетиповых конфигураций 1Сv.8.х, внесение изменений в...;1С программирование;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
25;84;25239811;Программист 1С. Разработчик программного обеспечения на 1С;Самара;2;3;БАСС;0.0;Сотрудники, работающие в компании, имеют 20-летний опыт разработки и внедрения информационных систем для здравоохранения, включая развитие всей сопутствующей технической инфраструктуры, сопровождение, модернизацию и распространение программ, обучение и консалтинг пользователей. Для выполнения этих работ в компании имеется: штатный персонал квалифицированных программистов и системных инженеров в количестве 50 человек, из них 8 сертифицированных специалистов, офисные помещения общей площадью более 300 кв.м., собственная компьютерная лаборатория для тестирования систем, высокоскоростные выделенные каналы связи.  Обязанности:  Разработка новых прикладных решений на базе платформы 1С Поддержка существующих информационных систем заказчиков Проектирование доработок и написание программного кода по техническим заданиям Создание технической документации по разработанным функциональным блокам  Требования:  Опыт разработки на платформе 1С: Предприятие 8.3 (управляемые формы) Опыт настройки и оптимизации сервера приложений 1С:Предприятие Опыт настройки и оптимизации MS SQL Server и PostgreSQL Приветствуется знание типовых конфигураций, наличие сертификатов 1С, а также опыт программирования на других языках  Наши ожидания:  Наличие высшего технического образования Желание учиться новому и добиваться поставленных целей Ответственность и пунктуальность Умение работать быстро и аккуратно  Условия:  Заработная плата: оклад (назначается по результатам собеседования - до 60000) + премия по итогам месяца/квартала/года, бонусы Гарантированный рост заработной платы при условии повышения профессионального уровня Трудоустройство в соответствии с ТК РФ Работа по графику 5/2 Работа на территории работодателя, удаленная поддержка разработанных блоков Обучение и повышение квалификации за счет работодателя Работа у крупнейшего системного интегратора Самарской области Работа в дружном молодом коллективе Забота о здоровье: ДМС Комфортные условия: гибкий график, свободный дресскод, тимбилдинги, бесплатные чай, кофе Внутреннее обучение и возможность карьерного роста Активное участие в запусках крупных проектов Приветствуется инициативность и нестандартные решения поставленных задач   ;  Заработная плата: оклад (назначается по результатам собеседования - до 60000) + премия по итогам месяца/квартала/года, бонусы Гарантированный рост заработной платы при условии повышения профессионального уровня Трудоустройство в соответствии с ТК РФ Работа по графику 5/2 Работа на территории работодателя, удаленная поддержка разработанных блоков Обучение и повышение квалификации за счет работодателя Работа у крупнейшего системного интегратора Самарской области Работа в дружном молодом коллективе Забота о здоровье: ДМС Комфортные условия: гибкий график, свободный дресскод, тимбилдинги, бесплатные чай, кофе Внутреннее обучение и возможность карьерного роста Активное участие в запусках крупных проектов Приветствуется инициативность и нестандартные решения поставленных задач   ;Опыт разработки на платформе 1С: Предприятие 8.3 (управляемые формы). Опыт настройки и оптимизации сервера приложений 1С:Предприятие. ;Разработка новых прикладных решений на базе платформы 1С. Поддержка существующих информационных систем заказчиков. Проектирование доработок и написание программного кода...;"1С программирование;1С: Предприятие 8;1С: Зарплата и управление персоналом;1С: Бухгалтерия;1С: Управление Производственным Предприятием";0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0
