;id;name;city;min_salary;max_salary;company;published_at;experience;schedule;employment;description;conditions;requirement;responsibility;key_skills
71;33934013;Frontend-разработчик;Екатеринбург;20000.0;30000.0;Softplicity;2019-10-17T00:01:16+0300;От 3 до 6 лет;Удаленная работа;Частичная занятость;"Обязанности: Верстка страниц сайта HTML/CSS/JavaScript на основе готовых psd-макетов; Верстка страниц сайта HTML/CSS/JavaScript на основе макетов из Figma; Поддержка и доработка уже существующих сайтов (добавить страницу, передвинуть меню и т.п.); Установка/перенос сайтов на хостинг; Редактирование чужого кода, замена картинок, текста; Обновление существующих решений‚ исправление ошибок и т.п.; Разработка/ изменение функционала сайта. Требования:   Уверенное знание/владение: CSS, HTML, HTML5, PHP, Adobe Photoshop, CSS3, JavaScript, jQuery, Ajax, Adobe Illustrator, Figma, MySQL, PHPUnit. Английский язык - Intermediate (желателен), Pre-Intermediate (обсуждаем) Условия: Удаленная работа с гибким графиком. Ставим задачу и срок исполнения, оплата по результату. Размер оплаты по договоренности. Работа постоянная, из месяца в месяц. На полный день у нас нет заданий, но на частичную ежемесячную занятость всегда найдется. Не настаиваем на дневном графике, если вы ночной работник. Обещаем адекватное отношение, освобождаем от скучных заседаний и утверждений в бесконечных инстанциях. Работаем быстро и креативно. Результат видим сразу (и гордимся)."; Удаленная работа с гибким графиком. Ставим задачу и срок исполнения, оплата по результату. Размер оплаты по договоренности. Работа постоянная, из месяца в месяц. На полный день у нас нет заданий, но на частичную ежемесячную занятость всегда найдется. Не настаиваем на дневном графике, если вы ночной работник. Обещаем адекватное отношение, освобождаем от скучных заседаний и утверждений в бесконечных инстанциях. Работаем быстро и креативно. Результат видим сразу (и гордимся).;Уверенное знание/владение: CSS, HTML, HTML5, PHP, Adobe Photoshop, CSS3, JavaScript, jQuery, Ajax, Adobe Illustrator, Figma, MySQL, PHPUnit. ;Верстка страниц сайта HTML/CSS/JavaScript на основе готовых psd-макетов. Верстка страниц сайта HTML/CSS/JavaScript на основе макетов...;"JavaScript; HTML; jQuery; Adobe Photoshop; CSS; HTML5; CSS3; PHP; Ajax; Adobe Illustrator; Английский язык; MySQL; PHPUnit"
11;29139479;Начинающий программист Golang;Ростов-на-Дону;20000.0;30000.0;ЗАЗЕКС;2019-10-17T09:51:37+0300;Нет опыта;Полный день;Полная занятость;"Начинающий программист Golang Наша компания занимается предоставлением полного спектра услуг по разработке ПО для заказчиков со всего мира.Компания состоит из двух офисов – девелоперский центр в Ростове-на-Дону (он же головной офис) и офис продаж в Мельбурне, Австралия.Мы предоставляем услуги web-разработки, мобильной разработки, десктопной разработки, математического прикладного программирования, проектирования, тестирования и создания графического дизайна.   Мы приглашаем на работу Начинающего программиста Golang в web-отдел в головной офис в Ростове-на-Дону. Требования:    ответственность; техническое образование (можно неоконченное); обучаемость; знание Golang и/или PHP; желательно знание SQL‚ JavaScript; желателен какой-то опыт работы в области программирования; умение работать в команде; приветствуется наличие примеров Ваших проектов.  Условия:  оформление согласно Трудовому Кодексу РФ; только крупные и сложные проекты; большое количество коллег по цеху, скучать не будете; работа с инновационными технологиями, о которых другие компании боятся даже подумать; система премирования (помимо указанного оклада выплачиваются ежемесячные премии согласно эффективности труда); оплачиваемые переработки для трудоголиков (9-й и 10-й час в день по тарифу 150%‚ 11-й и далее по тарифу 200%); возможность корпоративного обучения; полный соц. пакет; достойная заработная плата; уважительное отношение к сотрудникам; подвозка к месту работы/домой для жителей ЗЖМ; свой повар + своя столовая; большой, хороший‚ уютный офис в натуральном деревянном стиле с большим количеством зелени; неограниченная парковка для сотрудников компании; бесплатные снэки (перекусы); доступный досуг (настольный футбол‚ PlayStation VR‚ Sega Mega Drive 2, турник‚ брусья‚ электрогитара‚ басуха‚ пианино, массажное кресло Yamaguchi YA-6000, свежий воздух); офис вблизи транспортной развязки Квадро; восьмичасовой рабочий день. Перерыв 1 час + два кофе-тайма по 15 минут; если вы дочитали до этой строчки, то вот вам бонус: фактическая зарплата, как правило, выше, чем указанная в вакансии; все вышеперечисленное - правда. ";"  оформление согласно Трудовому Кодексу РФ; только крупные и сложные проекты; большое количество коллег по цеху, скучать не будете; работа с инновационными технологиями, о которых другие компании боятся даже подумать; система премирования (помимо указанного оклада выплачиваются ежемесячные премии согласно эффективности труда); оплачиваемые переработки для трудоголиков (9-й и 10-й час в день по тарифу 150%‚ 11-й и далее по тарифу 200%); возможность корпоративного обучения; полный соц. пакет; достойная заработная плата; уважительное отношение к сотрудникам; подвозка к месту работы/домой для жителей ЗЖМ; свой повар + своя столовая; большой, хороший‚ уютный офис в натуральном деревянном стиле с большим количеством зелени; неограниченная парковка для сотрудников компании; бесплатные снэки (перекусы); доступный досуг (настольный футбол‚ PlayStation VR‚ Sega Mega Drive 2, турник‚ брусья‚ электрогитара‚ басуха‚ пианино, массажное кресло Yamaguchi YA-6000, свежий воздух); офис вблизи транспортной развязки Квадро; восьмичасовой рабочий день. Перерыв 1 час + два кофе-тайма по 15 минут; если вы дочитали до этой строчки, то вот вам бонус: фактическая зарплата, как правило, выше, чем указанная в вакансии; все вышеперечисленное - правда. ";Ответственность. Техническое образование (можно неоконченное). Обучаемость. Знание Golang и/или PHP. Желательно знание SQL‚ JavaScript. Желателен какой-то опыт работы...;Мы предоставляем услуги web-разработки, мобильной разработки, десктопной разработки, математического прикладного программирования, проектирования, тестирования и создания графического дизайна. ;"PHP; Node.js; JavaScript; HTML; HTML5; Linux; Git; ООП; MySQL; CSS; PHP5; Golang"
15;29139466;Начинающий PHP-программист;Ростов-на-Дону;20000.0;30000.0;ЗАЗЕКС;2019-10-17T09:51:31+0300;Нет опыта;Полный день;Полная занятость;"Начинающий PHP-программист Наша компания занимается предоставлением полного спектра услуг по разработке ПО для заказчиков со всего мира.Компания состоит из двух офисов – девелоперский центр в Ростове-на-Дону (он же головной офис) и офис продаж в Мельбурне, Австралия.Мы предоставляем услуги web-разработки, мобильной разработки, десктопной разработки, математического прикладного программирования, проектирования, тестирования и создания графического дизайна.   Мы приглашаем на работу Начинающего PHP- программиста в web-отдел в головной офис в Ростове-на-Дону. Требования:    ответственность; техническое образование (допускается неоконченное); обучаемость; знание PHP; желательно знание SQL‚ JavaScript; желателен какой-то опыт работы в области программирования; умение работать в команде; приветствуется наличие примеров Ваших проектов.  Условия:  оформление согласно Трудовому Кодексу РФ; только крупные и сложные проекты; работа с инновационными технологиями, о которых другие компании боятся даже подумать; большое количество коллег по цеху, скучать не будете; система премирования (помимо указанного оклада выплачиваются ежемесячные премии согласно эффективности труда); оплачиваемые переработки для трудоголиков (9-й и 10-й час в день по тарифу 150%‚ 11-й и далее по тарифу 200%); возможность корпоративного обучения; полный соц. пакет; достойная заработная плата; уважительное отношение к сотрудникам; подвозка к месту работы/домой для жителей ЗЖМ; свой повар + своя столовая; большой, хороший‚ уютный офис в натуральном деревянном стиле с большим количеством зелени; неограниченная парковка для сотрудников компании; бесплатные снэки (перекусы); доступный досуг (настольный футбол‚ PlayStation VR‚ Sega Mega Drive 2, турник‚ брусья‚ электрогитара‚ басуха‚ пианино, массажное кресло Yamaguchi YA-6000, свежий воздух); офис вблизи транспортной развязки Квадро; восьмичасовой рабочий день. Перерыв 1 час + два кофе-тайма по 15 минут; если вы дочитали до этой строчки, то вот вам бонус: фактическая зарплата, как правило, выше, чем указанная в вакансии; все вышеперечисленное - правда. ";"  оформление согласно Трудовому Кодексу РФ; только крупные и сложные проекты; работа с инновационными технологиями, о которых другие компании боятся даже подумать; большое количество коллег по цеху, скучать не будете; система премирования (помимо указанного оклада выплачиваются ежемесячные премии согласно эффективности труда); оплачиваемые переработки для трудоголиков (9-й и 10-й час в день по тарифу 150%‚ 11-й и далее по тарифу 200%); возможность корпоративного обучения; полный соц. пакет; достойная заработная плата; уважительное отношение к сотрудникам; подвозка к месту работы/домой для жителей ЗЖМ; свой повар + своя столовая; большой, хороший‚ уютный офис в натуральном деревянном стиле с большим количеством зелени; неограниченная парковка для сотрудников компании; бесплатные снэки (перекусы); доступный досуг (настольный футбол‚ PlayStation VR‚ Sega Mega Drive 2, турник‚ брусья‚ электрогитара‚ басуха‚ пианино, массажное кресло Yamaguchi YA-6000, свежий воздух); офис вблизи транспортной развязки Квадро; восьмичасовой рабочий день. Перерыв 1 час + два кофе-тайма по 15 минут; если вы дочитали до этой строчки, то вот вам бонус: фактическая зарплата, как правило, выше, чем указанная в вакансии; все вышеперечисленное - правда. ";Ответственность. Техническое образование (допускается неоконченное). Обучаемость. Знание PHP. Желательно знание SQL‚ JavaScript. Желателен какой-то опыт работы в области программирования. ;Мы предоставляем услуги web-разработки, мобильной разработки, десктопной разработки, математического прикладного программирования, проектирования, тестирования и создания графического дизайна. ;"PHP; Node.js; JavaScript; HTML; HTML5; Linux; Git; ООП; MySQL; CSS; PHP5"
46;33600672;Начинающий iOS разработчик (Swift);Ростов-на-Дону;20000.0;30000.0;ЗАЗЕКС;2019-10-16T11:30:15+0300;Нет опыта;Полный день;Полная занятость;"Наша компания занимается предоставлением полного спектра услуг по разработке ПО для заказчиков со всего мира. Компания состоит из двух офисов – девелоперский центр в Ростове-на-Дону (он же головной офис) и офис продаж в Мельбурне, Австралия. Мы предоставляем услуги web-разработки, мобильной разработки, десктопной разработки, математического прикладного программирования, проектирования, тестирования и создания графического дизайна.   Мы приглашаем на работу Начинающего iOS разработчика (Swift) в отдел мобильной и десктопной разработки в головной офис в Ростове-на-Дону.   Требования:  начальное знание Swift; умение использовать стандартные средства Cocoa/CocoaTouch для разработки интерфейса (UITableView, UICollectionView, и т.д.); ответственность; техническое образование (можно неоконченное); обучаемость; умение работать в команде; приветствуется наличие примеров Ваших проектов.    Будет плюсом, если вы имеете опыт работы с:  загрузкой приложений на App Store и реализации встроенных покупок; знание языка Objective-C менеджерами зависимостей (CocoaPods, Carthage); HTTP (NSURLSession, AFNetworking, Alamofire); базами данных (Core Data, Realm); асинхронным кодом (GCD, NSOperationQueue); анимациями (Core Animation Layer).  Условия:  оформление согласно Трудовому Кодексу РФ; только крупные и сложные проекты; большое количество коллег по цеху, скучать не будете; система премирования (помимо указанного оклада выплачиваются ежемесячные премии согласно эффективности труда); оплачиваемые переработки для трудоголиков (9-й и 10-й час в день по тарифу 150%‚ 11-й и далее по тарифу 200%); возможность корпоративного обучения; полный соц. пакет; достойная заработная плата; уважительное отношение к сотрудникам; подвозка к месту работы/домой для жителей ЗЖМ; свой повар + своя столовая; большой, хороший‚ уютный офис в натуральном деревянном стиле с большим количеством зелени; неограниченная парковка для сотрудников компании; бесплатные снэки (перекусы); доступный досуг (настольный футбол‚ PlayStation VR‚ Sega mega Drive 2, турник‚ брусья‚ электрогитара‚ басуха‚ пианино, свежий воздух, массажное кресло); офис вблизи транспортной развязки Квадро; восьмичасовой рабочий день. Перерыв 1 час + два кофе-тайма по 15 минут; если вы дочитали до этой строчки, то вот вам бонус: фактическая зарплата, как правило, выше, чем указанная в вакансии; всё вышеперечисленное - правда. ";"  оформление согласно Трудовому Кодексу РФ; только крупные и сложные проекты; большое количество коллег по цеху, скучать не будете; система премирования (помимо указанного оклада выплачиваются ежемесячные премии согласно эффективности труда); оплачиваемые переработки для трудоголиков (9-й и 10-й час в день по тарифу 150%‚ 11-й и далее по тарифу 200%); возможность корпоративного обучения; полный соц. пакет; достойная заработная плата; уважительное отношение к сотрудникам; подвозка к месту работы/домой для жителей ЗЖМ; свой повар + своя столовая; большой, хороший‚ уютный офис в натуральном деревянном стиле с большим количеством зелени; неограниченная парковка для сотрудников компании; бесплатные снэки (перекусы); доступный досуг (настольный футбол‚ PlayStation VR‚ Sega mega Drive 2, турник‚ брусья‚ электрогитара‚ басуха‚ пианино, свежий воздух, массажное кресло); офис вблизи транспортной развязки Квадро; восьмичасовой рабочий день. Перерыв 1 час + два кофе-тайма по 15 минут; если вы дочитали до этой строчки, то вот вам бонус: фактическая зарплата, как правило, выше, чем указанная в вакансии; всё вышеперечисленное - правда. ";Начальное знание Swift. Умение использовать стандартные средства Cocoa/CocoaTouch для разработки интерфейса (UITableView, UICollectionView, и т.д.). Ответственность. ;Мы предоставляем услуги web-разработки, мобильной разработки, десктопной разработки, математического прикладного программирования, проектирования, тестирования и создания графического дизайна. ;"Objective-C; Xcode; Swift; iOS"
49;33923645;Начинающий Frontend-разработчик;Ростов-на-Дону;20000.0;30000.0;ЗАЗЕКС;2019-10-16T12:49:32+0300;От 1 года до 3 лет;Полный день;Полная занятость;"Наша компания занимается предоставлением полного спектра услуг по разработке ПО для заказчиков со всего мира.Компания состоит из двух офисов – девелоперский центр в Ростове-на-Дону (он же головной офис) и офис продаж в Мельбурне, Австралия.Мы предоставляем услуги web-разработки, мобильной разработки, десктопной разработки, математического прикладного программирования, проектирования, тестирования и создания графического дизайна. Мы приглашаем на работу Начинающего Frontend-разработчика в web-отдел в головной офис в Ростове-на-Дону. Обязанности:   семантическая верстка и верстка по стандартам;   адаптивная верстка;   участие в разработке проектов компании.   Требования:  ответственность; техническое образование (допускается неоконченное); знание препроцессоров (SCSS);  владение HTML5, CSS3, JavaScript;   опыт работы с Bootstrap;   умение верстать сложные макеты Figma/Adobe XD/Sketch/Photoshop;   умение верстать Pixel Perfect;   знание адаптивной верстки документов, валидной и кроссбразуерной верстки;   знание систем контроля версий (git);   приветствуется знание angular, react, vue;   знакомство с методологией BEM;   желание развиваться и изучать новые технологии;  умение работать в команде; приветствуется наличие примеров Ваших проектов.  Условия:  оформление согласно Трудовому Кодексу РФ; только крупные и сложные проекты; работа с инновационными технологиями, о которых другие компании боятся даже подумать; большое количество коллег по цеху, скучать не будете; система премирования (помимо указанного оклада выплачиваются ежемесячные премии согласно эффективности труда); оплачиваемые переработки для трудоголиков (9-й и 10-й час в день по тарифу 150%‚ 11-й и далее по тарифу 200%); возможность корпоративного обучения; полный соц. пакет; достойная заработная плата; уважительное отношение к сотрудникам; подвозка к месту работы/домой для жителей ЗЖМ; свой повар + своя столовая; большой, хороший‚ уютный офис в натуральном деревянном стиле с большим количеством зелени; неограниченная парковка для сотрудников компании; бесплатные снэки (перекусы); доступный досуг (настольный футбол‚ PlayStation VR‚ Sega Mega Drive 2, турник‚ брусья‚ электрогитара‚ басуха‚ пианино, массажное кресло Yamaguchi YA-6000, свежий воздух); офис вблизи транспортной развязки Квадро; восьмичасовой рабочий день. Перерыв 1 час + два кофе-тайма по 15 минут; если вы дочитали до этой строчки, то вот вам бонус: фактическая зарплата, как правило, выше, чем указанная в вакансии; все вышеперечисленное - правда. ";"  оформление согласно Трудовому Кодексу РФ; только крупные и сложные проекты; работа с инновационными технологиями, о которых другие компании боятся даже подумать; большое количество коллег по цеху, скучать не будете; система премирования (помимо указанного оклада выплачиваются ежемесячные премии согласно эффективности труда); оплачиваемые переработки для трудоголиков (9-й и 10-й час в день по тарифу 150%‚ 11-й и далее по тарифу 200%); возможность корпоративного обучения; полный соц. пакет; достойная заработная плата; уважительное отношение к сотрудникам; подвозка к месту работы/домой для жителей ЗЖМ; свой повар + своя столовая; большой, хороший‚ уютный офис в натуральном деревянном стиле с большим количеством зелени; неограниченная парковка для сотрудников компании; бесплатные снэки (перекусы); доступный досуг (настольный футбол‚ PlayStation VR‚ Sega Mega Drive 2, турник‚ брусья‚ электрогитара‚ басуха‚ пианино, массажное кресло Yamaguchi YA-6000, свежий воздух); офис вблизи транспортной развязки Квадро; восьмичасовой рабочий день. Перерыв 1 час + два кофе-тайма по 15 минут; если вы дочитали до этой строчки, то вот вам бонус: фактическая зарплата, как правило, выше, чем указанная в вакансии; все вышеперечисленное - правда. ";Ответственность. Техническое образование (допускается неоконченное). Знание препроцессоров (SCSS). Владение HTML5, CSS3, JavaScript. Опыт работы с Bootstrap. ;Семантическая верстка и верстка по стандартам. Адаптивная верстка. Участие в разработке проектов компании.;"HTML5; CSS3; JavaScript; Bootstrap; Git; AngularJS; Верстка"
80;33834321;Младший Ruby программист (Junior Ruby developer);Новосибирск;25000.0;30000.0;SunStrike Studios;2019-10-18T13:31:57+0300;Нет опыта;Полный день;Полная занятость;"О компании: Компания SunStrike ищет Junior Ruby программиста для развития программной инфраструктуры компании. SunStrike занимается разработкой игр и приложений, созданием игровой графики и QA. У студии 3 офиса: в Новосибирске, Иванове и в Санкт-Петербурге. Наш идеальный кандидат:   знает язык программирования Ruby и фреймворк Ruby on Rails;   имеет опыт разработки плагинов для системы управления проектами Redmine;   может самостоятельно подготовить для себя ТЗ на основе устного общения с заказчиком.     Чем вы будете заниматься:   создавать и улучшать внутренние программные сервисы компании (на базе Redmine);   взаимодействовать с менеджерами проектов, с целью создания решений, автоматизирующих работу сотрудников.     Что мы предлагаем:   оклад 25 т.р. на время испытательного срока и от 30 т.р. после;   возможность быстрого профессионального роста за счет работы в опытной команде разработчиков;   стандартный график работы с 9:00 до 18:00;   официальное оформление с первого рабочего дня;   Хорошо оборудованное рабочее место.     Вы также можете написать нам на почту.";;Знает язык программирования Ruby и фреймворк Ruby on Rails. Имеет опыт разработки плагинов для системы управления проектами Redmine. ;Создавать и улучшать внутренние программные сервисы компании (на базе Redmine). Взаимодействовать с менеджерами проектов, с целью создания решений, автоматизирующих работу...;"Ruby On Rails; Ruby; Git; Redmine; HTML"
54;34094566;Разработчик сайта/Веб-дизайнер;Ростов-на-Дону;30000.0;30000.0;Легион;2019-10-15T12:51:16+0300;От 1 года до 3 лет;Удаленная работа;Проектная работа;"Задачи:  Модернизация, редизайн и верстка сайта компании; Разработка логотипа, фирменного стиля и цветов; Подбор новых визуальных элементов для наполнения сайта (инфографика, изображения); Изменение концепции ресурса, наполнение контентом новых страниц и изменение старых.  Требования:  Аналогичный опыт работы; Навыки графического и веб-дизайна; Желателен опыт верстки сайтов услуг; Оперативность в выполнении поставленных задач.  Условия:  Проектная работа; Оплата – 30.000 рублей за весь комплекс работ (логотип компании, фирменный стиль, прототип, дизайн сайта и программинг).  ИТОГО: Нам нужен сайт с возможностью продвижения его в поисковых системах, где будут презентованы все виды наших услуг: клининг, грязезащита, комплексное техническое обслуживание зданий, текущий и капремонт. На каждый вид - свой раздел. Плюс общая информация о компании, контакты, наши работы/клиенты. Если Вы обладаете необходимым практическим опытом, а Ваши ожидания и размер нашего бюджета совпадают - ждем ваше портфолио!";"  Проектная работа; Оплата – 30.000 рублей за весь комплекс работ (логотип компании, фирменный стиль, прототип, дизайн сайта и программинг).  ИТОГО: Нам нужен сайт с возможностью продвижения его в поисковых системах, где будут презентованы все виды наших услуг: клининг, грязезащита, комплексное техническое обслуживание зданий, текущий и капремонт. На каждый вид - свой раздел. Плюс общая информация о компании, контакты, наши работы/клиенты. Если Вы обладаете необходимым практическим опытом, а Ваши ожидания и размер нашего бюджета совпадают - ждем ваше портфолио!";Аналогичный опыт работы. Навыки графического и веб-дизайна. Желателен опыт верстки сайтов услуг. Оперативность в выполнении поставленных задач.;Модернизация, редизайн и верстка сайта компании. Разработка логотипа, фирменного стиля и цветов. Подбор новых визуальных элементов для наполнения сайта (инфографика...;"Adobe Photoshop; Графический дизайн; Веб-программирование; Internet"
75;33622743;Стажер-программист;Челябинск;12995.0;25000.0;Компьютерная Компания Микос;2019-10-16T12:31:27+0300;Нет опыта;Полный день;Стажировка;"Вы готовы обучаться и совершенствовать полученные знания? В нашей компании Вы найдете работу по душе и станете профессионалом! Давайте познакомимся: компания Микос основана в 1992 году. Мы первыми в Челябинской области начали заниматься продажей и сопровождением программ “1С”.Мы ежемесячно обслуживаем более 1000 клиентов. “Микос” организованная команда, сотрудники в дружеских отношениях друг с другом и клиентами. У нас работает более 50 сотрудников.Наша цель: используя программы 1С, сделать жизнь бухгалтера и руководителя более легкой, а работу компаний более эффективной. У наших программистов очень много заказов, поэтому мы расширяем наш отдел программирования, через обучение в нашей школе программистов.На эту должность мы приглашаем сотрудника, который хочет работать на сдельной системе оплаты труда, будет регулярно повышать свою квалификацию по 1С, в том числе и за счет своего личного времени. Также рассматриваем студентов очного и заочного отделения.Конкурс проводится до 30.10.19   Требования к кандидату:  иметь профильное образование или опыт работы в профильных сферах (программирование) с удовольствием общаться с другими людьми нацелен на длительную работу в нашей компании. На каких условиях мы будем взаимодействовать во время обучения:  в течении 3 месяцев наша компания будет обучать Вас на программиста 1С. Перед началом обучения с Вами будет заключен договор о работе в нашей компании в течение двух лет. 4 часа в день Вы будете проходить теоретическое и практическое обучение, а 4 часа в день выполнять практические задания.  Какие это будут задания?  сначала Вы будете приглашать потенциальных клиентов на семинары по 1С (т.е. тренировать свои навыки общения с клиентами); после того, как сдадите внутренний экзамен по 1С, Вы будете: обновлять программы 1С, помогать на телефонной и технической линии консультации, делать небольшие доработки программ 1С.   В течении трех месяцев Вам будет выплачиваться стипендия (начисленная сумма 12995 рублей). В течении трех месяцев, Вы сдадите экзамены и на основании результатов экзаменов получите должность программиста 1С или консультанта 1С. На каких условиях мы будем взаимодействовать после завершения обучения:  еженедельная оплата труда (сдельная оплата) официальное трудоустройство и зарплата график 5/2 разъездной характер работ ненормированный рабочий день  Вот отзыв одного из наших сотрудников:«Очень доброжелательный и отзывчивый коллектив, в котором приятно работать, изучать постоянно что-то новое. Если возникают где-то вопросы, всегда ответят. Работаю с 16 июля 2019 г.» (Петровых Алексей, проходил практику в компании, на данный момент работает стажером - программистом) ";;Вы готовы обучаться и совершенствовать полученные знания? Иметь профильное образование или опыт работы в профильных сферах (программирование).;После того, как сдадите внутренний экзамен по 1С, Вы будете: обновлять программы 1С, помогать на телефонной и технической...;"Консультирование; Работа в команде; Сопровождение клиентов; 1С программирование; Работа с клиентами; Обучение"
63;31896957;Программист-стажер 1С;Омск;15000.0;25000.0;РС Консалт;2019-10-16T13:38:43+0300;Нет опыта;Полный день;Стажировка;"Требования:  Математическое или техническое образование (возможно неоконченное) Серьезное желание научиться/усовершенствоваться программированию на 1С. Соображает в математике. Был замечен в программировании на Java, С++, #NET и т.п. Знает, что такое БД в теории и желательно на практике. Программирование приносит удовольствие. При всем этом понимает, что необходимо общаться с окружающим миром и людьми.  Что получит:  Опыт - научим программированию, возьмем в команду, прикрепим наставника. Деньги - в зависимости от знаний и полезности - пока учим 15-25 тысяч рублей, потом намного больше.    Условия:  Работа в в профессиональной компании, занимающейся разработками и сопровождением в сфере 1С; Возможность развиваться в рамках компании, помощь в обучении и подготовке сертификации, бесплатная сертификация по 1С; Оформление по ТК РФ, полноценный отпуск, Дружный и опытный в своей работе коллектив единомышленников; Заинтересованность компании в развитии сотрудника.   ";"  Работа в в профессиональной компании, занимающейся разработками и сопровождением в сфере 1С; Возможность развиваться в рамках компании, помощь в обучении и подготовке сертификации, бесплатная сертификация по 1С; Оформление по ТК РФ, полноценный отпуск, Дружный и опытный в своей работе коллектив единомышленников; Заинтересованность компании в развитии сотрудника.   ";Математическое или техническое образование (возможно неоконченное). Серьезное желание научиться/усовершенствоваться программированию на 1С. Соображает в математике. Знает, что такое...;Был замечен в программировании на Java, С++, #NET и т.п. Работа в в профессиональной компании, занимающейся разработками и сопровождением...;"программирование на 1С; начальные навыки программирования; программист 1С; стажер; 1С программирование; 1С: Предприятие 8; 1С: Управление Производственным Предприятием; 1С: Документооборот"
18;33742963;Инженер-программист;Тюмень;20000.0;25000.0;Управление Роспотребнадзора по Тюменской области;2019-09-24T12:39:14+0300;От 1 года до 3 лет;Полный день;Полная занятость;Обязанности: 1. Устанавливает на серверы и рабочие станции операционные системы и необходимое для работы программное обеспечение.2.Осуществляет конфигурацию программного обеспечения на серверах и рабочих станциях.3.Поддерживает в работоспособном состоянии программное обеспечение серверов и рабочих станций.4.Регистрирует пользователей локальной сети и почтового сервера, назначает идентификаторы и пароли.5.Осуществляет техническую и программную поддержку пользователей, консультирует пользователей по вопросам работы локальной сети и программ, составляет инструкции по работе с программным обеспечением и доводит их до сведения пользователей.6.Устанавливает права доступа и контролирует использование сетевых ресурсов.7.Обеспечивает своевременное копирование, архивирование и резервирование данных.8.Принимает меры по восстановлению работоспособности локальной сети при сбоях или выходе из строя сетевого оборудования.9.Выявляет ошибки пользователей и программного обеспечения и принимает меры по их исправлению.10.Проводит мониторинг сети, разрабатывает предложения по развитию инфраструктуры сети.11.Обеспечивает сетевую безопасность (защиту от несанкционированного доступа к информации, просмотра или изменения системных файлов и данных), безопасность межсетевого взаимодействия.12.Осуществляет антивирусную защиту локальной вычислительной сети, серверов и рабочих станций.13.Готовит предложения по модернизации и приобретению сетевого оборудования.14.Осуществляет контроль за монтажом оборудования локальной сети специалистами сторонних организаций.15.Сообщает своему непосредственному руководителю о случаях нарушения правил пользования локальной вычислительной сетью и принятых мерах.   Требования:  профильное профессиональное образование, опыт технического обслуживания и ремонта персональных компьютеров и оргтехники.    Условия:  в соответствии с трудовым законодательством   ;  в соответствии с трудовым законодательством   ;Профильное профессиональное образование, опыт технического обслуживания и ремонта персональных компьютеров и оргтехники.;1. Устанавливает на серверы и рабочие станции операционные системы и необходимое для работы программное обеспечение. 2.Осуществляет конфигурацию программного обеспечения на...;"Администрирование сетевого оборудования; Настройка сетевых подключений; Внутренний контроль; Cистемы управления базами данных; Настройка ПК; Настройка почтовых серверов; Техническое обслуживание; Выездное обслуживание"
