;names;minCountDays;maxCountDays;avgCountDays;experience;employment;schedule;skills
0;{'Программист 1С': 1, 'Старший Web-разработчик .Net Core + Angular': 1, 'Старший программист (gamedev)': 1, 'Senior Full-Stack Developer (C#, MS-SQL, Javascript)': 1, 'IOS разработчик': 1, 'Ведущий программист JS': 1, 'Ведущий программист C++': 1};0.0;29.0;3.046;"От 3 до 6 лет    5;Более 6 лет      2";Полная занятость    7;"Полный день         5;Гибкий график       1;Удаленная работа    1";{'C#': 1, ' CSS': 2, ' HTML': 1, ' SPA frameworks': 1, ' .NET Framework': 1, ' SQL': 1, ' MS SQL': 1, ' Webapi': 1, ' Typescript': 1, ' ReactJS': 1, ' websocket': 1, ' JavaScript': 1, ' ASP.NET': 1, ' SignalR': 1, ' MVC': 2, 'Swift': 1, ' Objective-C': 1, ' iOS': 1, ' MVVM': 1, ' Viper': 1, ' SOLID': 1, ' JSON API': 1, ' HTTP': 1, 'JavaScript': 1, ' jQuery': 1, ' HTML5': 1, ' PostgreSQL': 1}
