;names;minCountDays;maxCountDays;avgCountDays;experience;employment;schedule;skills
0;{'Ведущий/Старший программист (Java Developer)': 1, 'Ведущий программист C++': 1, 'Senior Machine learning developer (C++)': 1, 'Разработчик C++ (Qt)': 1, 'Backend Программист Node.js, Typescript': 1};0.0;29.0;3.046;"От 3 до 6 лет         4;От 1 года до 3 лет    1";Полная занятость    5;Полный день    5;{'Spring Framework': 1, ' Hibernate ORM': 1, ' Java': 1, ' JUnit': 1, ' ORACLE': 1, ' Git': 1, ' kafka': 1, ' RabbitMQ': 1, ' Swagger': 1, 'Git': 1, ' Qt': 1, ' Android': 1, ' ООП': 1, ' C++': 1, ' Linux': 1, ' PostgreSQL': 2, ' SQL': 1, 'Typescript': 1, ' Node.js': 1, ' API': 1, ' HTTP': 1}
