;id;name;city;min_salary;max_salary;company;published_at;experience;schedule;employment;description;conditions;requirement;responsibility;key_skills
24;32871573;IOS разработчик;Тюмень;50000.0;200000.0;Сервис заказа такси Максим;2019-10-18T14:30:22+0300;От 1 года до 3 лет;Полный день;Полная занятость;"Кто мы: - IT-компания, предоставляющая облачные решения в сфере такси. К нашим сервисам подключено большое количество компаний, среди которых как мелкие региональные игроки, так и компании с мировым именем, с сотнями городов и десятками стран присутствия. Что у нас есть: - сложный высоконагруженный сервис с миллионами пользователей по всему миру и более 7 миллионов установок в App Store. Мы хотим найти человека, который: - знает ООП и шаблоны проектирования, понимает принципы SOLID; - знает iOS SDK (UIKit, Foundation, CoreGraphics, CoreLocation и др.); - хорошо понимает клиент-серверные модели взаимодействия приложений; - знает основные сетевые технологии; - понимает Multithreading/GCD/NSOperationQueue; - отлично знает Interface Builder, Storyboard, AutoLayout; - имеет опыт работы с системами контроля версий Git;   Будем большим плюсом, если: - есть опыт коммерческой разработки на Objective-C (Swift будем плюсом) для iOS; - есть опубликованные IOS-приложения (AppStore).   Что мы предлагаем: - множество интересных задач, в решении которых вы можете принять полноправное участие; - дружелюбный коллектив профессионалов; - корпоративное обучение; - поездки на it-конференции; - комфортное рабочее место; - компенсацию питания; - бесплатные корпоративные мероприятия (Новый Год, командные выезды и движухи); - уровень заработной платы, который зависит от технических знаний и навыков (регулярные пересмотры при повышении результатов и качества работы).";;Мы хотим найти человека, который: - знает ООП и шаблоны проектирования, понимает принципы SOLID. - знает iOS SDK (UIKit, Foundation, CoreGraphics, CoreLocation...;хорошо понимает клиент-серверные модели взаимодействия приложений.;
27;32870957;Android разработчик;Тюмень;50000.0;200000.0;Сервис заказа такси Максим;2019-10-18T14:30:22+0300;От 1 года до 3 лет;Полный день;Полная занятость;"Кто мы: - IT-компания, предоставляющая облачные решения в сфере такси. К нашим сервисам подключено большое количество компаний, среди которых как мелкие региональные игроки, так и компании с мировым именем, с сотнями городов и десятками стран присутствия.   Что у нас есть: - сложный высоконагруженный сервис с миллионами пользователей по всему миру и более 12 миллионов установок в Google Play.   Мы хотим найти человека, который: - знает ООП и структуры данных, понимает принципы SOLID; - имеет опыт разработки на Java или Kotlin для Android; - знает Android SDK, понимает архитектуру Android; - имеет опыт работы с Android Studio, Gradle; - знаком с принципами Material Design; - имеет опыт работы с системами контроля версий Git; - работал с SQL базами данных;   Будем большим плюсом, если: - есть опубликованные Android-приложения (Google Play); - есть опыт коммерческой разработки под Android.   Что мы предлагаем: - множество интересных задач, в решении которых вы можете принять полноправное участие; - дружелюбный коллектив профессионалов; - корпоративное обучение; - поездки на it-конференции; - комфортное рабочее место; - компенсацию питания; - бесплатные корпоративные мероприятия (Новый Год, командные выезды и движухи); - уровень заработной платы, который зависит от технических знаний и навыков (регулярные пересмотры при повышении результатов и качества работы).";;Мы хотим найти человека, который: - знает ООП и структуры данных, понимает принципы SOLID. - имеет опыт разработки на Java или Kotlin...;;
41;33980933;Web-программист;Санкт-Петербург;100000.0;200000.0;Alloy Software Inc.;2019-10-17T13:58:53+0300;От 3 до 6 лет;Удаленная работа;Полная занятость;"Требования: Frontend:  Знание современного JavaScript (ES6+) Знание CSS Опыт работы с одним из фрейворков frontend разработки (React/Angular/Vue)  Backend:  Опыт работы с .NET Core или .NET Framework 4+  Будет плюсом:  Опыт работы с JQuery; Опыт работы с extJS; Опыт разработки стилей с использованием LESS или SASS/SCSS;  Обязанности:  Работа в составе группы WEB разработки: разработка новых и поддержка существующих приложений Участие в сопровождении приложений и инфрастуктуры разработки Совместная работа с другими группами, участвующими в разработке  Условия:  Оформление в соответствии с ТК РФ Гибкий график работы (возможность выбора начала и окончания рабочего дня) Возможность работы в офисе и удаленной работы Корпоративные мероприятия и активный досуг (картинг‚ боулинг‚ загородный отдых) Компенсация расходов на профессиональное обучение, спорт ";  Оформление в соответствии с ТК РФ Гибкий график работы (возможность выбора начала и окончания рабочего дня) Возможность работы в офисе и удаленной работы Корпоративные мероприятия и активный досуг (картинг‚ боулинг‚ загородный отдых) Компенсация расходов на профессиональное обучение, спорт ;Знание современного JavaScript (ES6+). Знание CSS. Опыт работы с одним из фрейворков frontend разработки (React/Angular/Vue). ;Работа в составе группы WEB разработки: разработка новых и поддержка существующих приложений. Участие в сопровождении приложений и инфрастуктуры разработки. ;.NET Core, Angular
22;33661157;Web-программист;Новосибирск;120000.0;200000.0;Холдинг Монастырев;2019-10-16T06:38:51+0300;От 1 года до 3 лет;Полный день;Полная занятость;"Мы расширяем IT - команду, присоединяйся! Чем предстоит заниматься:  Разработка высоконагруженных, масштабируемых, безопасных сайтов и веб-сервисов. Выбор стэка технологий и разработка архитектуры проекта. Проведение код-ревью и ревью дизайна проектов на соответствие архитектурным стандартам.  Мы подходим друг другу, если у тебя есть:  опыт в разработке архитектуры, выборе стэка технологий и проектировании сайтов и веб-сервисов; опыт работы с PostgreSQL/MySQL/NoSQL и BigData; опыт работы Redis; опыт работы с одним из PHP фреймворков Symfony/Yii/Laravel; опыт работы с одним из фронтэнд фрэймворков Angular/React/Ember.  Преимущества работы в нашей команде:  работаем в белую: 36 дней отпуска, полностью официальная зарплата; удобный рабочий график + в пятницу уходим с работы на час раньше; современные рабочие места, комфортные бытовые условия; компенсация 100% внешнего обучения и бесплатное участие во внутренних корпоративных тренингах; активная корпоративная жизнь: спортивные мероприятия, тимбилдинги, праздники и участие в благотворительных акциях; интересные и амбициозные задачи. ";;Опыт в разработке архитектуры, выборе стэка технологий и проектировании сайтов и веб-сервисов. Опыт работы с PostgreSQL/MySQL/NoSQL и...;Разработка высоконагруженных, масштабируемых, безопасных сайтов и веб-сервисов. Выбор стэка технологий и разработка архитектуры проекта. Проведение код-ревью и ревью...;
89;25931766;Ведущий программист С# (Unity 3D)/ Lead разработчик;Ростов-на-Дону;120000.0;200000.0;Craft Games - разработка и продвижение игр для мобильных устройств;2019-10-18T15:11:05+0300;От 3 до 6 лет;Удаленная работа;Полная занятость;"Приглашаем в нашу команду Ведущего программиста С# (Unity 3D)/ Lead разработчика для руководства разработкой мобильной игры (мобильный мультиплеерный шутер). Требования к кандидату:   Отличное знание C#, Unity;   Коммерческий опыт разработки мобильных игр от 3 лет, ведущим программистом/лидом от года;   Знание структур данных и алгоритмов обработки данных;   Практические знания DI, IoC, DI-контейнеры (zenject, ninject), GoF;   Умение разбираться в чужом коде;   Умение работать с различными системами контроля версий (Git, SVN, Mercurial);   Знания паттернов проектирования.   Задачи:   Разработка игр на unity3d (C#);   Проработка механик в тесном сотрудничестве с гейм-дизайнером;   Разработка архитектуры и механик игры (игра на Unity);  Руководство командой разработки (3 программиста); Code review.  Условия работы:  Участие в разработке интереснейшего проекта; Оформление по ТК, полный социальный пакет; Уровень дохода высокий, определяется индивидуально по результатам собеседования, с максимальным учетом ваших ожиданий; Бесплатные курсы английского языка; Вакансия открыта в г. Ростов-на-Дону, рассматриваем кандидатов, готовых к переезду, оказываем помощь в релокации; Рассматриваем кандидатов, готовых к удаленной работе; Работает система бонусов за успешную рекомендацию.     ";;Коммерческий опыт разработки мобильных игр от 3 лет, ведущим <highlighttext>программистом</highlighttext>/лидом от года. Знание структур данных и алгоритмов обработки данных. ;...тесном сотрудничестве с гейм-дизайнером. Разработка архитектуры и механик игры (игра на Unity). Руководство командой разработки (3 <highlighttext>программиста</highlighttext>). Code review.;"С#; Unity; Git"
51;33878225;Программист 1C;Москва;150000.0;200000.0;Акушерство.ru, Компания;2019-10-17T12:24:28+0300;От 1 года до 3 лет;Полный день;Полная занятость;"Основные задачи:• Внедрение новых, поддержание и развитие текущих информационных систем компании (КИС УПП, 1С: БП, ЗУП, СКУД, WMS, мобильная 1С);• Разработка конфигурации, совместная разработка с использованием хранилища конфигурации 1С;• Интеграция 1С со сторонними системами;• Тестирование собственного кода;• Техническая поддержка пользователей: 5-10 %;• ESB, XSD, WSDL, JS, XDTO и прочее;• Выполнение поставленных задач в сроки;• Работа в команде, работа на результат. Какие знания вам потребуются:• Образование - высшее;• Опыт работы разработчиком 1C от года;• Умение разбираться в чужом коде;• Умение работать в команде, групповая разработка;• Понимание ТЗ, предложение лучших альтернатив решений задачи;• Готовность развиваться, осваивать новые технологии. Мы предлагаем:• Высокий уровень зарплаты, а также бонусную систему за результат;• Интересные и амбициозные задачи;• Молодой и дружный коллектив профессионалов;• Посещение профильных мероприятий, обучение;• Оформление по ТК РФ;• График работы: 5/2, с 9 до 18 или с 10 до 19 (обсуждаем как удобно);• Офис: м. Рязанский пр-т или ж/д. ст. Плющево, Вешняки (10 мин пешком).";"• Высокий уровень зарплаты, а также бонусную систему за результат;• Интересные и амбициозные задачи;• Молодой и дружный коллектив профессионалов;• Посещение профильных мероприятий, обучение;• Оформление по ТК РФ;• График работы: 5/2, с 9 до 18 или с 10 до 19 (обсуждаем как удобно);• Офис: м. Рязанский пр-т или ж/д. ст. Плющево, Вешняки (10 мин пешком).";Какие знания вам потребуются: Образование - высшее. Опыт работы <highlighttext>разработчиком</highlighttext> 1C от года. Умение разбираться в чужом коде. ;Внедрение новых, поддержание и развитие текущих информационных систем компании (КИС УПП, 1С: БП, ЗУП, СКУД, WMS, мобильная 1С). ;
58;33801718;Ведущий/Старший программист (.Net C# Developer);Москва;150000.0;200000.0;Центр инноваций и информационных технологий;2019-10-18T09:40:11+0300;От 1 года до 3 лет;Полный день;Полная занятость;"О нас: Фонд Центр инноваций и информационных технологий при Федеральной нотариальной палате занимается разработкой платформы обработки юридических сведений. У нас большая информационная система, которая состоит из множества подсистем. Интегрирована с банками, реестрами и другими высоконагруженными системами. Вокруг нашего решения строится инфраструктура из интернет порталов, личных кабинетов и автоматизированных рабочих мест. Свой ЦОД и Удостоверяющий центр.   Наши задачи: Сейчас мы переходим на новую стадию развития наших продуктов и активно разрабатываем новые сервисы. Новые продукты строим на основе микросервисной архитектуры, существующие модернизируем. Стек технологий: back: Java, .Net, docker; front: Angular, Php, .Net; db: Oracle, Mysql.   Основные требования:  Уверенное знание платформы .Net Core; Опыт разработки сервисов WebApi, Asp.Net; Высокий уровень работы с реляционными СУБД; Опыт работы с WinForms, WPF; Коммуникабельность, открытость, дружелюбность.    Будет плюсом: Docker; RabbitMQ, Kafka; Oracle, MySQL, Redis; Angular, Php;   Если какие-то технологии незнакомы, но есть желание изучить, то мы готовы обсуждать. Мы будем рады разработчикам разных уровней.   Обязанности:  Проектирование и разработка интерфейсов приложений, технологических и прикладных микросервисов платформы; Разработка интеграционных сервисов; Написание автотестов, исправление багов, участие в ревью кода; Выработка предложений по рефакторингу, участие в создании и развитии внутренних стандартов и практик.    Мы предлагаем:  «Белую» заработную плату, оформление по ТК РФ; Ежемесячное премирование до 20% от оклада; Ежегодная индексация заработной платы; ДМС после прохождения испытательного срока; 100% оплата больничного после полугода работы; Материальная помощь к отпуску в размере оклада после года работы; Различные программы обучения и повышения квалификации; Комфортный офис в центре Москвы в 5 минутах от метро. ";"  «Белую» заработную плату, оформление по ТК РФ; Ежемесячное премирование до 20% от оклада; Ежегодная индексация заработной платы; ДМС после прохождения испытательного срока; 100% оплата больничного после полугода работы; Материальная помощь к отпуску в размере оклада после года работы; Различные программы обучения и повышения квалификации; Комфортный офис в центре Москвы в 5 минутах от метро. ";Уверенное знание платформы .Net Core. Опыт разработки сервисов WebApi, Asp.Net. Высокий уровень работы с реляционными СУБД. Опыт работы с WinForms...;Проектирование и разработка интерфейсов приложений, технологических и прикладных микросервисов платформы. Разработка интеграционных сервисов. Написание автотестов, исправление багов, участие в ревью...;"ASP.NET; Entity Framework; .NET Framework; C#; Windows Forms; SQL; MVC; WPF; WCF"
72;33811525;С# Developer;Санкт-Петербург;150000.0;200000.0;B2Broker;2019-10-18T15:09:28+0300;От 3 до 6 лет;Гибкий график;Полная занятость;"Международная компания B2Broker — это финтех, разработчик и провайдер технологий для брокерских компаний, банков и инвестиционных фондов. Мы не занимаемся брокерской деятельностью — но предлагаем законченные решения для других компаний. С чем предстоит работать:   Торговая система на .Net Core под Linux;   С сервисной организацией;   И многопоточной обработкой.   Что мы ожидаем:   Имеет опыт разработки C# с использованием .Net Core от 5 лет;   Обладает отличным знанием ASP.Net Core;   Владеет опытом написания Unit и интеграционных тестов (NUnit, XUnit, MSTest);   Знает SQL и умеет оптимизировать запросы;   Знает структуры хранения данных и алгоритмы работы с ними;   Технически грамотен;   Обладает аналитическими навыками;   Имеет образование в области прикладной математики или информационных систем;   Имеет опыт разработки с применением концепций: асинхронности, lock-free структур, много-поточности и распределённых систем;   Имеет опыт работы с различными протоколами обмена информацией;   Используемые технологии:   C# / ASP.NET Core;   PostgreSQL / и др. БД;   HTTP(S) / SignalR / gRPC;   Protobuf / JSON / XML / NATS;   Docker / AWS.   Мы предлагаем:   Оформление по ТК РФ;   Возможность оплачиваемой релокации в СПб;   ДМС со стоматологией после испытательного срока;   Возможность практики английского языка;   Неограниченный профессиональный рост и возможность работать в развивающейся международной компании;   Ресурсы на реализацию смелых идей;   Работу по гибкому графику в уютном офисе в центре города.  ";"   Оформление по ТК РФ;   Возможность оплачиваемой релокации в СПб;   ДМС со стоматологией после испытательного срока;   Возможность практики английского языка;   Неограниченный профессиональный рост и возможность работать в развивающейся международной компании;   Ресурсы на реализацию смелых идей;   Работу по гибкому графику в уютном офисе в центре города.  ";Имеет опыт разработки C# с использованием .Net Core от 5 лет. Обладает отличным знанием ASP.Net Core. Владеет опытом написания Unit...;Торговая система на .Net Core под Linux. С сервисной организацией. И многопоточной обработкой.;
59;31063242;Программист C/С++;Екатеринбург;150000.0;200000.0;RU Hunters;2019-10-11T12:13:22+0300;От 3 до 6 лет;Полный день;Полная занятость;"Приглашаем в бомбическую компанию программиста С/С++. Работодатель, на самом деле, потрясающий. Очень жду Ваше резюме! Требования:  Опыт программирования на C/C++; опыт в схемотехнике, электронике, аналоговой схемотехнике. Опыт в создании ПО для микроконтроллеров и встраиваемых систем. Знание ЕСПД, ЕСКД и умение оформлять соответствующую программную документацию. Работа с ГОСТами и другой нормативной документацией Знание Altium Designer    Обязанности:  Серийное сопровождение . Включение в ход разработки нового прибора. Устранение замечаний требований стандартов для разработчика медицинского оборудования.    Условия:  Официальное трудоустройство Белая, как первый снег зимой, заработная плата ДМС Дотация на питание Праздники, подарки, приятные бонусы Корпоративная сотовая связь Дополнительные дни к отпуску Комфортное рабочее место Адекватный руководитель Отличный коллектив ";  Официальное трудоустройство Белая, как первый снег зимой, заработная плата ДМС Дотация на питание Праздники, подарки, приятные бонусы Корпоративная сотовая связь Дополнительные дни к отпуску Комфортное рабочее место Адекватный руководитель Отличный коллектив ;"Опыт программирования на C/C++; опыт в схемотехнике, электронике, аналоговой схемотехнике. Опыт в создании ПО для микроконтроллеров и встраиваемых систем. ";Серийное сопровождение . Включение в ход разработки нового прибора. Устранение замечаний требований стандартов для <highlighttext>разработчика</highlighttext> медицинского оборудования.;
25;30057134;Программист-разработчик С++;Казань;150000.0;200000.0;Бизнес-Партнер;2019-10-17T10:07:56+0300;От 3 до 6 лет;Полный день;Полная занятость;Обязанности:  Разработка программного продукта на С ++ Программирование нового функционала, проектирование и рефакторинг существующего кода Проведение тестирование, разработка интеграционных и unit тестов    Требования:  Опыт разработки на С++  Уверенное и глубокое знание С++  Практический опыт написания юнит-тестов Опыт ТDD - большое преимущество Понимание шаблонов проектирования ПО и умение применять их на практике Понимание методов параллельного программирования Умение писать код, принятый другими участниками команды Умение оптимизировать производительность системы и быстро локализовать ошибки Знание английского языка    В резюме укажите примеры Вашего кода на С# или ссылку на github   Условия:  Работа в крупной, уникальной IT компании Один из проектов, которыми занимается Компания - это создание уникальной открытой модульной платформы. представляющей полноценную электронную систему, миниатюризированную до размера электронного чипа (SoC - System on Chip), к которой можно подключить большое количество сенсоров, и которая способна сохранить в себе необходимое количество информации в случае внеплановой изоляции от внешнего мира, чтобы в момент восстановления связи беспроводным способом передать накопленную и считываемую информацию на мобильный телефон, BLE / Wi-Fi передатчик и / или в облачную базу данных. Полный рабочий день Возможность профессионального и должностного роста Возможность работы над уникальной технологией ;  Работа в крупной, уникальной IT компании Один из проектов, которыми занимается Компания - это создание уникальной открытой модульной платформы. представляющей полноценную электронную систему, миниатюризированную до размера электронного чипа (SoC - System on Chip), к которой можно подключить большое количество сенсоров, и которая способна сохранить в себе необходимое количество информации в случае внеплановой изоляции от внешнего мира, чтобы в момент восстановления связи беспроводным способом передать накопленную и считываемую информацию на мобильный телефон, BLE / Wi-Fi передатчик и / или в облачную базу данных. Полный рабочий день Возможность профессионального и должностного роста Возможность работы над уникальной технологией ;Опыт разработки на С++. Уверенное и глубокое знание С++. Практический опыт написания юнит-тестов. Опыт ТDD - большое преимущество. ;Разработка программного продукта на С ++. Программирование нового функционала, проектирование и рефакторинг существующего кода. Проведение тестирование, разработка интеграционных и unit...;
