;min_salarys;minCountDays;maxCountDays;avgCountDays;experience;employment;schedule;skills
0;{nan: 1};0.0;29.0;4.86;1    1;Полная занятость    1;Гибкий график    1;{'.NET Framework': 1, ' C#': 1, ' SQL': 1, ' ООП': 1, ' MS Visual Studio': 1, ' ADO.NET': 1, ' WCF': 1}
