;name;city;min_salary;max_salary;company;published_at;min_experience;max_experience;schedule;employment;description;conditions;requirement;responsibility;key_skills
49;.Net разработчик;Ижевск;;;ELMA;2019-10-10T09:55:39+0300;3;6;Полный день;Полная занятость;О нас: Компания занимается решением вопросов в области организации документооборота, управления бизнес-процессами и показателями деятельности предприятия. В настоящее время компания представляет на российском рынке уникальный опыт, накопленный более чем за 10 лет оказания IT-услуг и реализации проектов внедрения эффективного решения для управления компанией. Созданная в 2006 году, система управления бизнес-процессами - опытный помощник для любой компании, которая смело смотрит в будущее и стремится к максимальной эффективности в настоящем.   Обязанности:  Разработка в рамках проектов внедрения Написание модулей-расширений (веб-компоненты, серверные, расширения для дизайнера) Написание отчетов (SQL-запросы для различных баз данных) Написание скриптов на C# для конфигурации Участие в проектировании решений  Требования:  Знание принципов ООП Опыт промышленной разработки на платформе .NET Framework и C# Хорошее знание MS SQL Опыт работы с ASP.NET MVC Знания: HTML/CSS/jаvаsсriрt    Условия:  Оформление в соответствии с ТК РФ Конкурентная заработная плата (условия по зарплате обсуждается с каждым кандидатом индивидуально и зависит от его профессионального опыта, знаний и умений) Система грейдов дает возможность повышения заработной платы каждые полгода Корпоративное обучение Занятия английским языком, корпоративный спорт Компания настроена на долгосрочное сотрудничество ;  Оформление в соответствии с ТК РФ Конкурентная заработная плата (условия по зарплате обсуждается с каждым кандидатом индивидуально и зависит от его профессионального опыта, знаний и умений) Система грейдов дает возможность повышения заработной платы каждые полгода Корпоративное обучение Занятия английским языком, корпоративный спорт Компания настроена на долгосрочное сотрудничество ;Знание принципов ООП. Опыт промышленной разработки на платформе .NET Framework и C#. Хорошее знание MS SQL. Опыт работы с ASP.NET...;Разработка в рамках проектов внедрения. Написание модулей-расширений (веб-компоненты, серверные, расширения для дизайнера). Написание отчетов (SQL-запросы для различных...;
88;.Net разработчик;Ижевск;;;EPAM Systems, Inc.;2019-10-07T12:40:51+0300;1;3;Полный день;Полная занятость;"Мы производим программное обеспечение – от начала и до конца. С 1993 года EPAM помогает клиентам придумывать, разрабатывать, проектировать и внедрять программные продукты, которые меняют мир. Чтобы понимать, в чем рынок будет нуждаться завтра, мы следим за трендами и внедряем их в свою работу, постоянно учимся и накапливаем опыт. Учиться в ЕРАМ легко: внутри компании есть тренинги и курсы, унифицированы требования к разным позициям и уровням и есть возможность получать новые профессии прямо на рабочем месте. В настоящее время мы ищем .NET-разработчика для участия в проекте по развитию и поддержке банковских систем.Команда – несколько десятков специалистов, территориально распределенных по нескольким офисам EPAM. Проект позволит получить опыт работы в команде; получить экспертизу разработки банковских систем со сложной бизнес логикой. Задачи:  Участие в разработке заказного программного обеспечения; Поддержка существующих проектов; Работа в распределённой команде;  Требования:  Знание .NET Framework и языка C# (организация памяти, обработка исключений, работа с потоками, базовые типы, NUnit, MSTest, работа с XML и т.д.); Знание и понимание принципов ООП, шаблонов проектирования; Знание ADO.NET, ORM (главное понимать основные принципы работы с ORM, желательно Знание BLToolkit), WinForms, WCF, Windows service; Знание принципов работы с базами данных (MS SQL), языка запросов SQL, а также опыт оптимизации запросов;  Будет плюсом:  Опыт работы с SVN, Git; Опыт работы с Web Service, SOAP, WSDL, HTTPS, JSON; Опыт работы с IoC Unity; Опыт работы с DevExpress WinForms Controls;  Мы предлагаем:  Работу в компании, признанной самым привлекательным работодателем по версии Forbes, с возможностью расширения ответственности и перспективами карьерного роста; Интересные задачи, участие на различных крупных проектах; Официальное трудоустройство согласно ТК РФ со 100% белой заработной платой; Гибкий график работы; Обучение и посещение профессиональных IT-конференций за счет компании; Пересмотр заработной платы по результатам достижений сотрудника; Финансовую поддержку и дополнительный оплачиваемый отпуск со стороны компании при значимых событиях в жизни сотрудников (свадьба, рождение ребенка и т.п.); Бесплатные курсы английского языка в компании с участием нашего профессионального специалиста; Релокационную поддержку в любой офис нашей компании по всему миру, при подтверждении определенных навыков и компетенций; Футбол, волейбол, оплачиваемый спорт клуб; ДМС; Мероприятия для детей наших сотрудников; Мы не стоим на месте и постоянно придумываем новые и приятные бенефиты, создаем лучшие условия для успешной и комфортной работы наших сотрудников; ";"  Работу в компании, признанной самым привлекательным работодателем по версии Forbes, с возможностью расширения ответственности и перспективами карьерного роста; Интересные задачи, участие на различных крупных проектах; Официальное трудоустройство согласно ТК РФ со 100% белой заработной платой; Гибкий график работы; Обучение и посещение профессиональных IT-конференций за счет компании; Пересмотр заработной платы по результатам достижений сотрудника; Финансовую поддержку и дополнительный оплачиваемый отпуск со стороны компании при значимых событиях в жизни сотрудников (свадьба, рождение ребенка и т.п.); Бесплатные курсы английского языка в компании с участием нашего профессионального специалиста; Релокационную поддержку в любой офис нашей компании по всему миру, при подтверждении определенных навыков и компетенций; Футбол, волейбол, оплачиваемый спорт клуб; ДМС; Мероприятия для детей наших сотрудников; Мы не стоим на месте и постоянно придумываем новые и приятные бенефиты, создаем лучшие условия для успешной и комфортной работы наших сотрудников; ";Знание .NET Framework и языка C# (организация памяти, обработка исключений, работа с потоками, базовые типы, NUnit, MSTest, работа с XML...;Участие в разработке заказного программного обеспечения. Поддержка существующих проектов. Работа в распределённой команде.;
