;max_salarys;minCountDays;maxCountDays;avgCountDays;experience;employment;schedule;skills
0;{nan: 1};0.0;29.0;4.86;1    1;Полная занятость    1;Гибкий график    1;{'Python': 1, ' MySQL': 1, ' PostgreSQL': 1, ' JavaScript': 1, ' Linux': 1, ' React': 1}
