;max_salarys;minCountDays;maxCountDays;avgCountDays;experience;employment;schedule;skills
0;{80000.0: 1, nan: 1};0.0;29.0;4.86;1    2;Полная занятость    2;Полный день    2;{'1С: Управление Торговлей': 1, ' 1С: Предприятие 8': 1, ' Оптово-розничное кассовое обслуживание': 1, ' Windows Os': 1, ' Пользователь ПК': 1, ' 1с рарус торговый комплекс': 1}
