;min_salarys;minCountDays;maxCountDays;avgCountDays;experience;employment;schedule;skills
0;{40000.0: 1, 20000.0: 1, 60000.0: 1, 80000.0: 1, nan: 1, nan: 1, nan: 1, nan: 1, nan: 1};0.0;29.0;4.86;"1    5;3    2;0    2";Полная занятость    9;Полный день    9;{'Доработка конфигурации 1C:ERP, ЗУП': 1, 'Администрирование сетевого оборудования': 1, ' Настройка сетевых подключений': 1, ' Внутренний контроль': 1, ' Cистемы управления базами данных': 1, ' Настройка ПК': 1, ' Настройка почтовых серверов': 1, ' Техническое обслуживание': 1, ' Выездное обслуживание': 1, 'ООП': 1, ' C++': 1, ' SQL': 1, ' C#': 1, ' MS SQL': 1, ' MS SQL Server': 1, ' Oracle Pl/SQL': 1, ' .NET Framework': 1, ' ASP.NET': 1, ' Delphi': 1, ' 1С программирование': 1, 'Java': 1, ' Английский язык': 1, ' Java SE': 1, ' Pascal': 1}
