;min_salarys;minCountDays;maxCountDays;avgCountDays;experience;employment;schedule;skills
0;{80000.0: 2};0.0;29.0;4.86;3    2;Полная занятость    2;"Полный день         1;Удаленная работа    1";{'PHP': 2, ' Symfony': 2, ' MongoDB': 2, ' MySQL': 2}
